Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Zone
CL5_4,-34.39084,115.11319,20100101,0:00:00,Ngari Capes,No-take,CL5,28,,Yes,Yes,Sanctuary Zone
CL5_5,-34.39329,115.11371,20100101,0:00:00,Ngari Capes,No-take,CL5,27,,Yes,Yes,Sanctuary Zone
CNB3_1,-33.51803,115.00666,20100101,0:00:00,Ngari Capes,No-take,CNB3,32.5,,Yes,Yes,Sanctuary Zone
CNB3_2,-33.52044,115.00566,20100101,13:28:00,Ngari Capes,No-take,CNB3,29.3,,Yes,No,Sanctuary Zone
CNB3_3,-33.52232,115.00702,20100101,0:00:00,Ngari Capes,No-take,CNB3,28.5,,Yes,Yes,Sanctuary Zone
CNB3_4,-33.52149,115.00987,20100101,0:00:00,Ngari Capes,No-take,CNB3,28.5,,Yes,Yes,Sanctuary Zone
CNB3_5,-33.5197,115.00859,20100101,0:00:00,Ngari Capes,No-take,CNB3,30,,Yes,Yes,Sanctuary Zone
CNB4_1,-33.52203,114.99871,20100101,0:00:00,Ngari Capes,No-take,CNB4,30,,Yes,Yes,Sanctuary Zone
CNB4_4,-33.52415,114.9975,20100101,0:00:00,Ngari Capes,No-take,CNB4,30,,Yes,Yes,Sanctuary Zone
CNB5_2,-33.53511,114.99334,20100101,10:03:00,Ngari Capes,No-take,CNB5,30,,Yes,No,Sanctuary Zone
CNB5_3,-33.53684,114.99628,20100101,0:00:00,Ngari Capes,No-take,CNB5,29,,Yes,Yes,Sanctuary Zone
CNB5_4,-33.5352,114.99888,20100101,0:00:00,Ngari Capes,No-take,CNB5,20.4,,Yes,Yes,Sanctuary Zone
CNB5_5,-33.53258,114.99641,20100101,10:13:00,Ngari Capes,No-take,CNB5,25,,Yes,No,Sanctuary Zone
INB3_1,-33.683,114.9766,20100101,0:00:00,Ngari Capes,No-take,INB3,27,,Yes,Yes,Sanctuary Zone
INB3_2,-33.68098,114.97784,20100101,8:03:00,Ngari Capes,No-take,INB3,27,,Yes,No,Sanctuary Zone
INB3_4,-33.68284,114.97322,20100101,0:00:00,Ngari Capes,No-take,INB3,28,,Yes,Yes,Sanctuary Zone
INB3_5,-33.6837,114.97935,20100101,0:00:00,Ngari Capes,No-take,INB3,28,,Yes,Yes,Sanctuary Zone
INB4_2,-33.68875,114.97171,20100101,11:51:00,Ngari Capes,No-take,INB4,33,,Yes,No,Sanctuary Zone
INB4_3,-33.6906,114.98126,20100101,0:00:00,Ngari Capes,No-take,INB4,20,,Yes,Yes,Sanctuary Zone
INB4_4,-33.69113,114.97036,20100101,0:00:00,Ngari Capes,No-take,INB4,33,,Yes,Yes,Sanctuary Zone
INB4_5,-33.69241,114.97469,20100101,0:00:00,Ngari Capes,No-take,INB4,29,,Yes,Yes,Sanctuary Zone
INB5_1,-33.69791,114.9642,20100101,0:00:00,Ngari Capes,No-take,INB5,32,,Yes,Yes,Sanctuary Zone
INB5_2,-33.69956,114.96293,20100101,10:00:00,Ngari Capes,No-take,INB5,32,,Yes,No,Sanctuary Zone
INB5_3,-33.69606,114.9648,20100101,0:00:00,Ngari Capes,No-take,INB5,31,,Yes,Yes,Sanctuary Zone
INB5_4,-33.70042,114.9666,20100101,0:00:00,Ngari Capes,No-take,INB5,29,,Yes,Yes,Sanctuary Zone
