Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Zone
CF7_2,-34.14769,114.97721,20140101,0:00:00,Ngari Capes,Fished,CF7,35.3,,Yes,Yes,General Use
CF7_3,-34.14556,114.98145,20140101,0:00:00,Ngari Capes,Fished,CF7,33.5,,Yes,Yes,General Use
CF7_4,-34.14455,114.97364,20140101,0:00:00,Ngari Capes,Fished,CF7,25.5,,Yes,Yes,General Use
CF7_5,-34.14146,114.97915,20140101,0:00:00,Ngari Capes,Fished,CF7,33.9,,Yes,Yes,General Use
CL1_1,-34.35721,115.06417,20140101,0:00:00,Ngari Capes,Fished,CL1,28.8,,Yes,Yes,General Use
CL1_2,-34.35542,115.06177,20140101,0:00:00,Ngari Capes,Fished,CL1,29.8,,Yes,Yes,General Use
CL1_3,-34.35844,115.06157,20140101,0:00:00,Ngari Capes,Fished,CL1,31.9,,Yes,Yes,General Use
CL1_4,-34.35532,115.06578,20140101,0:00:00,Ngari Capes,Fished,CL1,22.8,,Yes,Yes,General Use
CL1_5,-34.35745,115.06715,20140101,0:00:00,Ngari Capes,Fished,CL1,21.7,,Yes,Yes,General Use
CL2_1,-34.3644,115.07297,20140101,0:00:00,Ngari Capes,Fished,CL2,29.2,,Yes,Yes,General Use
CL2_2,-34.36204,115.07282,20140101,0:00:00,Ngari Capes,Fished,CL2,26.7,,Yes,Yes,General Use
CL2_3,-34.36375,115.07592,20140101,10:55:00,Ngari Capes,Fished,CL2,24.6,,Yes,No,General Use
CL2_4,-34.36358,115.07009,20140101,8:48:00,Ngari Capes,Fished,CL2,29.5,,Yes,No,General Use
CL2_5,-34.36616,115.07069,20140101,0:00:00,Ngari Capes,Fished,CL2,30.6,,Yes,Yes,General Use
CL6_1,-34.40822,115.12167,20140101,9:27:00,Ngari Capes,Fished,CL6,32,,Yes,No,General Use
CL6_2,-34.40657,115.12447,20140101,9:32:00,Ngari Capes,Fished,CL6,31.7,,Yes,No,General Use
CL6_3,-34.40568,115.12019,20140101,0:00:00,Ngari Capes,Fished,CL6,32.8,,Yes,Yes,General Use
CL6_4,-34.41005,115.11918,20140101,9:22:00,Ngari Capes,Fished,CL6,27.9,,Yes,No,General Use
CL7_1,-34.41598,115.1302,20140101,0:00:00,Ngari Capes,Fished,CL7,35,,Yes,Yes,General Use
CL7_2,-34.41317,115.12935,20140101,0:00:00,Ngari Capes,Fished,CL7,31.7,,Yes,Yes,General Use
CL7_3,-34.4152,115.12618,20140101,0:00:00,Ngari Capes,Fished,CL7,33.3,,Yes,Yes,General Use
CL7_4,-34.41515,115.12649,20140101,0:00:00,Ngari Capes,Fished,CL7,31.9,,Yes,Yes,General Use
CL7_5,-34.41844,115.12946,20140101,0:00:00,Ngari Capes,Fished,CL7,32.8,,Yes,Yes,General Use
CNB1_1,-33.51969,115.0228,20140101,0:00:00,Ngari Capes,Fished,CN1,22.2,,Yes,Yes,General Use
CNB1_2,-33.51969,115.0228,20140101,0:00:00,Ngari Capes,Fished,CN1,19.8,,Yes,Yes,General Use
CNB1_3,-33.51976666,115.0236667,20140101,0:00:00,Ngari Capes,Fished,CN1,26,,Yes,Yes,General Use
CNB1_4,-33.51872,115.02471,20140101,0:00:00,Ngari Capes,Fished,CN1,27.1,,Yes,Yes,General Use
CNB1_5,-33.51732,115.02285,20140101,0:00:00,Ngari Capes,Fished,CN1,20.9,,Yes,Yes,General Use
CNB2_1,-33.51973,115.01738,20140101,11:57:00,Ngari Capes,Fished,CN2,17.4,,Yes,No,General Use
CNB2_2,-33.51521,115.0167,20140101,0:00:00,Ngari Capes,Fished,CN2,30.3,,Yes,Yes,General Use
CNB2_3,-33.51842,115.01513,20140101,0:00:00,Ngari Capes,Fished,CN2,25,,Yes,Yes,General Use
CNB2_4,-33.51816,115.01809,20140101,0:00:00,Ngari Capes,Fished,CN2,22.9,,Yes,Yes,General Use
CNB2_5,-33.51675,115.01679,20140101,0:00:00,Ngari Capes,Fished,CN2,28,,Yes,Yes,General Use
CNB6_1,-33.54858,114.99839,20140101,0:00:00,Ngari Capes,Fished,CN6,26.2,,Yes,Yes,General Use
CNB6_2,-33.54592,114.99826,20140101,0:00:00,Ngari Capes,Fished,CN6,26.4,,Yes,Yes,General Use
CNB6_3,-33.54513333,114.9959,20140101,0:00:00,Ngari Capes,Fished,CN6,28.1,,Yes,Yes,General Use
CNB6_4,-33.54527,115.00052,20140101,0:00:00,Ngari Capes,Fished,CN6,23,,Yes,Yes,General Use
CNB6_5,-33.54385,114.99842,20140101,0:00:00,Ngari Capes,Fished,CN6,25.8,,Yes,Yes,General Use
CNB7_1,-33.55389,114.99915,20140101,0:00:00,Ngari Capes,Fished,CN7,30.7,,Yes,Yes,General Use
CNB7_2,-33.55476,114.99689,20140101,0:00:00,Ngari Capes,Fished,CN7,36.3,,Yes,Yes,General Use
CNB7_3,-33.55617,114.99928,20140101,0:00:00,Ngari Capes,Fished,CN7,28.3,,Yes,Yes,General Use
CNB7_4,-33.55373,115.00129,20140101,0:00:00,Ngari Capes,Fished,CN7,23.3,,Yes,Yes,General Use
CNB7_5,-33.55227,114.99868,20140101,0:00:00,Ngari Capes,Fished,CN7,28.7,,Yes,Yes,General Use
EGB1_2,-33.5429,115.44287,20140101,0:00:00,Ngari Capes,Fished,EGB1,10.4,,Yes,Yes,General Use
EGB1_3,-33.54024,115.44194,20140101,0:00:00,Ngari Capes,Fished,EGB1,10.9,,Yes,Yes,General Use
EGB1_4,-33.54061,115.43889,20140101,0:00:00,Ngari Capes,Fished,EGB1,11,,Yes,Yes,General Use
EGB1_5,-33.54407,115.43858,20140101,0:00:00,Ngari Capes,Fished,EGB1,10.8,,Yes,Yes,General Use
EGB2_1,-33.55357,115.43209,20140101,0:00:00,Ngari Capes,Fished,EGB2,11.1,,Yes,Yes,General Use
EGB2_2,-33.55262,115.43568,20140101,0:00:00,Ngari Capes,Fished,EGB2,10.4,,Yes,Yes,General Use
EGB2_3,-33.55155,115.42988,20140101,0:00:00,Ngari Capes,Fished,EGB2,11.3,,Yes,Yes,General Use
EGB2_4,-33.54995,115.4367,20140101,0:00:00,Ngari Capes,Fished,EGB2,10.7,,Yes,Yes,General Use
EGB2_5,-33.54821,115.43354,20140101,0:00:00,Ngari Capes,Fished,EGB2,10.7,,Yes,Yes,General Use
EGB6_2,-33.60056,115.39642,20140101,11:20:00,Ngari Capes,Fished,EGB6,9.3,,Yes,No,General Use
EGB6_3,-33.60185,115.39216,20140101,0:00:00,Ngari Capes,Fished,EGB6,9.1,,Yes,Yes,General Use
EGB6_4,-33.59827,115.38932,20140101,0:00:00,Ngari Capes,Fished,EGB6,9.6,,Yes,Yes,General Use
EGB6_5,-33.59482,115.39229,20140101,0:00:00,Ngari Capes,Fished,EGB6,10.4,,Yes,Yes,General Use
EGB7_1,-33.60898,115.37462,20140101,0:00:00,Ngari Capes,Fished,EGB7,9.7,,Yes,Yes,General Use
EGB7_2,-33.60515,115.37367,20140101,0:00:00,Ngari Capes,Fished,EGB7,10.1,,Yes,Yes,General Use
EGB7_4,-33.60416,115.37972,20140101,0:00:00,Ngari Capes,Fished,EGB7,10,,Yes,Yes,General Use
EGB7_5,-33.60751,115.37981,20140101,0:00:00,Ngari Capes,Fished,EGB7,10,,Yes,Yes,General Use
INB1_2,-33.66329,114.99313,20140101,0:00:00,Ngari Capes,Fished,INB1,24.9,,Yes,Yes,General Use
INB1_4,-33.65994,114.99378,20140101,0:00:00,Ngari Capes,Fished,INB1,19.1,,Yes,Yes,General Use
INB1_5,-33.66472,114.99035,20140101,0:00:00,Ngari Capes,Fished,INB1,26.1,,Yes,Yes,General Use
INB2_1,-33.6696,114.98166,20140101,0:00:00,Ngari Capes,Fished,INB2,30,,Yes,Yes,General Use
INB2_2,-33.67129,114.9816,20140101,0:00:00,Ngari Capes,Fished,INB2,32.4,,Yes,Yes,General Use
INB2_3,-33.67023,114.98439,20140101,0:00:00,Ngari Capes,Fished,INB2,24.6,,Yes,Yes,General Use
INB2_4,-33.67252,114.98515,20140101,0:00:00,Ngari Capes,Fished,INB2,23.6,,Yes,Yes,General Use
INB2_5,-33.6682,114.98558,20140101,0:00:00,Ngari Capes,Fished,INB2,21.1,,Yes,Yes,General Use
INB6_1,-33.71087,114.96031,20140101,0:00:00,Ngari Capes,Fished,INB6,28.9,,Yes,Yes,General Use
INB6_2,-33.7117,114.95748,20140101,0:00:00,Ngari Capes,Fished,INB6,30.3,,Yes,Yes,General Use
INB6_3,-33.71305,114.96068,20140101,0:00:00,Ngari Capes,Fished,INB6,30,,Yes,Yes,General Use
INB6_4,-33.70889,114.95886,20140101,0:00:00,Ngari Capes,Fished,INB6,40.2,,Yes,Yes,General Use
INB7_1,-33.72044,114.9673,20140101,0:00:00,Ngari Capes,Fished,INB7,32.2,,Yes,Yes,General Use
INB7_2,-33.67129,114.9816,20140101,12:13:00,Ngari Capes,Fished,INB7,23.6,,Yes,No,General Use
INB7_3,-33.72044,114.97108,20140101,0:00:00,Ngari Capes,Fished,INB7,25.5,,Yes,Yes,General Use
CF3_1,-34.0705,114.9601,20140101,0:00:00,Ngari Capes,No-take,CF3,35.9,,Yes,Yes,Sanctuary Zone
CF3_2,-34.0676,114.9593,20140101,11:05:00,Ngari Capes,No-take,CF3,29.4,,Yes,No,Sanctuary Zone
CF3_3,-34.0702,114.9557,20140101,0:00:00,Ngari Capes,No-take,CF3,25.5,,Yes,Yes,Sanctuary Zone
CF3_4,-34.0707,114.9639,20140101,0:00:00,Ngari Capes,No-take,CF3,34.4,,Yes,Yes,Sanctuary Zone
CF3_5,-34.0735,114.9588,20140101,0:00:00,Ngari Capes,No-take,CF3,35.1,,Yes,Yes,Sanctuary Zone
CF4_1,-34.0875,114.9633,20140101,0:00:00,Ngari Capes,No-take,CF4,33.8,,Yes,Yes,Sanctuary Zone
CF4_2,-34.088,114.9596,20140101,0:00:00,Ngari Capes,No-take,CF4,34.2,,Yes,Yes,Sanctuary Zone
CF4_3,-34.0849,114.9612,20140101,0:00:00,Ngari Capes,No-take,CF4,34.9,,Yes,Yes,Sanctuary Zone
CF4_4,-34.0861,114.9669,20140101,0:00:00,Ngari Capes,No-take,CF4,33.8,,Yes,Yes,Sanctuary Zone
CF4_5,-34.0897,114.9657,20140101,0:00:00,Ngari Capes,No-take,CF4,33.8,,Yes,Yes,Sanctuary Zone
CF5_1,-34.10417,114.95996,20140101,0:00:00,Ngari Capes,No-take,CF5,33.5,,Yes,Yes,Sanctuary Zone
CF5_2,-34.10263,114.9569,20140101,0:00:00,Ngari Capes,No-take,CF5,39.8,,Yes,Yes,Sanctuary Zone
CF5_3,-34.10794,114.95655,20140101,0:00:00,Ngari Capes,No-take,CF5,40.1,,Yes,Yes,Sanctuary Zone
CF5_4,-34.10776,114.96035,20140101,0:00:00,Ngari Capes,No-take,CF5,34.1,,Yes,Yes,Sanctuary Zone
CF5_5,-34.10521,114.95433,20140101,0:00:00,Ngari Capes,No-take,CF5,40.8,,Yes,Yes,Sanctuary Zone
CL3_1,-34.37869,115.0885,20140101,0:00:00,Ngari Capes,No-take,CL3,28.2,,Yes,Yes,Sanctuary Zone
CL3_3,-34.3802,115.08596,20140101,0:00:00,Ngari Capes,No-take,CL3,30,,Yes,Yes,Sanctuary Zone
CL3_4,-34.38001,115.09085,20140101,0:00:00,Ngari Capes,No-take,CL3,29.8,,Yes,Yes,Sanctuary Zone
CL3_5,-34.37646,115.08992,20140101,0:00:00,Ngari Capes,No-take,CL3,26.8,,Yes,Yes,Sanctuary Zone
CL4_1,-34.38602,115.09892,20140101,0:00:00,Ngari Capes,No-take,CL4,30.1,,Yes,Yes,Sanctuary Zone
CL4_2,-34.38339,115.09949,20140101,0:00:00,Ngari Capes,No-take,CL4,28.8,,Yes,Yes,Sanctuary Zone
CL4_3,-34.38554,115.09546,20140101,0:00:00,Ngari Capes,No-take,CL4,27.3,,Yes,Yes,Sanctuary Zone
CL4_4,-34.38544,115.10156,20140101,0:00:00,Ngari Capes,No-take,CL4,26.4,,Yes,Yes,Sanctuary Zone
CL4_5,-34.38787,115.09687,20140101,0:00:00,Ngari Capes,No-take,CL4,29.6,,Yes,Yes,Sanctuary Zone
CL5_1,-34.39294,115.10999,20140101,0:00:00,Ngari Capes,No-take,CL5,28.9,,Yes,Yes,Sanctuary Zone
CL5_2,-34.3906,115.10956,20140101,0:00:00,Ngari Capes,No-take,CL5,26.1,,Yes,Yes,Sanctuary Zone
CL5_3,-34.39252,115.10746,20140101,0:00:00,Ngari Capes,No-take,CL5,32.2,,Yes,Yes,Sanctuary Zone
CL5_5,-34.39329,115.11371,20140101,0:00:00,Ngari Capes,No-take,CL5,28.4,,Yes,Yes,Sanctuary Zone
CNB3_1,-33.51803,115.00666,20140101,0:00:00,Ngari Capes,No-take,CN3,34.1,,Yes,Yes,Sanctuary Zone
CNB3_2,-33.52044,115.00566,20140101,0:00:00,Ngari Capes,No-take,CN3,30.9,,Yes,Yes,Sanctuary Zone
CNB3_3,-33.52232,115.00702,20140101,0:00:00,Ngari Capes,No-take,CN3,27.1,,Yes,Yes,Sanctuary Zone
CNB3_4,-33.52149,115.00987,20140101,0:00:00,Ngari Capes,No-take,CN3,21.8,,Yes,Yes,Sanctuary Zone
CNB3_5,-33.5197,115.00859,20140101,0:00:00,Ngari Capes,No-take,CN3,27.8,,Yes,Yes,Sanctuary Zone
CNB4_1,-33.52203,114.99871,20140101,0:00:00,Ngari Capes,No-take,CN4,29.5,,Yes,Yes,Sanctuary Zone
CNB4_2,-33.52299,114.99556,20140101,0:00:00,Ngari Capes,No-take,CN4,37.1,,Yes,Yes,Sanctuary Zone
CNB4_3,-33.52103,114.99316,20140101,0:00:00,Ngari Capes,No-take,CN4,34.1,,Yes,Yes,Sanctuary Zone
CNB4_4,-33.52415,114.9975,20140101,0:00:00,Ngari Capes,No-take,CN4,31,,Yes,Yes,Sanctuary Zone
CNB4_5,-33.52069,114.99579,20140101,0:00:00,Ngari Capes,No-take,CN4,45.1,,Yes,Yes,Sanctuary Zone
CNB5_1,-33.53458,114.99641,20140101,0:00:00,Ngari Capes,No-take,CN5,28.2,,Yes,Yes,Sanctuary Zone
CNB5_2,-33.53511,114.99334,20140101,0:00:00,Ngari Capes,No-take,CN5,31.4,,Yes,Yes,Sanctuary Zone
CNB5_3,-33.53684,114.99628,20140101,0:00:00,Ngari Capes,No-take,CN5,28.7,,Yes,Yes,Sanctuary Zone
CNB5_4,-33.5352,114.99888,20140101,0:00:00,Ngari Capes,No-take,CN5,19.6,,Yes,Yes,Sanctuary Zone
CNB5_5,-33.53258,114.99641,20140101,0:00:00,Ngari Capes,No-take,CN5,23.2,,Yes,Yes,Sanctuary Zone
EGB3_1,-33.56578,115.42083,20140101,0:00:00,Ngari Capes,No-take,EGB3,10.7,,Yes,Yes,Sanctuary Zone
EGB3_2,-33.56322,115.42043,20140101,0:00:00,Ngari Capes,No-take,EGB3,10.6,,Yes,Yes,Sanctuary Zone
EGB3_3,-33.56147,115.42218,20140101,0:00:00,Ngari Capes,No-take,EGB3,10.6,,Yes,Yes,Sanctuary Zone
EGB3_4,-33.56521,115.42511,20140101,0:00:00,Ngari Capes,No-take,EGB3,9.9,,Yes,Yes,Sanctuary Zone
EGB3_5,-33.56315,115.42584,20140101,0:00:00,Ngari Capes,No-take,EGB3,10.4,,Yes,Yes,Sanctuary Zone
EGB4_2,-33.57036,115.41727,20140101,0:00:00,Ngari Capes,No-take,EGB4,10.3,,Yes,Yes,Sanctuary Zone
EGB4_3,-33.56972,115.41414,20140101,0:00:00,Ngari Capes,No-take,EGB4,10.6,,Yes,Yes,Sanctuary Zone
EGB4_4,-33.5704,115.41084,20140101,0:00:00,Ngari Capes,No-take,EGB4,11.2,,Yes,Yes,Sanctuary Zone
EGB4_5,-33.57296,115.41163,20140101,0:00:00,Ngari Capes,No-take,EGB4,10.8,,Yes,Yes,Sanctuary Zone
EGB5_2,-33.5755,115.41193,20140101,0:00:00,Ngari Capes,No-take,EGB5,10.1,,Yes,Yes,Sanctuary Zone
EGB5_3,-33.57818,115.41492,20140101,0:00:00,Ngari Capes,No-take,EGB5,10.6,,Yes,Yes,Sanctuary Zone
EGB5_5,-33.58037,115.4119,20140101,0:00:00,Ngari Capes,No-take,EGB5,10.3,,Yes,Yes,Sanctuary Zone
INB3_1,-33.68305,114.9765667,20140101,0:00:00,Ngari Capes,No-take,INB3,27.5,,Yes,Yes,Sanctuary Zone
INB3_2,-33.68098,114.97784,20140101,15:42:00,Ngari Capes,No-take,INB3,28.6,,Yes,No,Sanctuary Zone
INB3_3,-33.68061,114.97417,20140101,0:00:00,Ngari Capes,No-take,INB3,26.5,,Yes,Yes,Sanctuary Zone
INB3_4,-33.68284,114.97322,20140101,16:22:00,Ngari Capes,No-take,INB3,29.2,,Yes,No,Sanctuary Zone
INB4_1,-33.69027,114.97627,20140101,0:00:00,Ngari Capes,No-take,INB4,23.7,,Yes,Yes,Sanctuary Zone
INB4_2,-33.68875,114.97171,20140101,0:00:00,Ngari Capes,No-take,INB4,34.6,,Yes,Yes,Sanctuary Zone
INB4_3,-33.6906,114.98126,20140101,8:38:00,Ngari Capes,No-take,INB4,21.3,,Yes,No,Sanctuary Zone
INB4_4,-33.69113,114.97036,20140101,0:00:00,Ngari Capes,No-take,INB4,32.1,,Yes,Yes,Sanctuary Zone
INB4_5,-33.69241,114.97469,20140101,0:00:00,Ngari Capes,No-take,INB4,24.7,,Yes,Yes,Sanctuary Zone
INB5_1,-33.69791,114.9642,20140101,0:00:00,Ngari Capes,No-take,INB5,31.7,,Yes,Yes,Sanctuary Zone
INB5_2,-33.69956,114.96293,20140101,0:00:00,Ngari Capes,No-take,INB5,34.7,,Yes,Yes,Sanctuary Zone
INB5_4,-33.70042,114.9666,20140101,0:00:00,Ngari Capes,No-take,INB5,29.1,,Yes,Yes,Sanctuary Zone
INB5_5,-33.69773,114.96893,20140101,0:00:00,Ngari Capes,No-take,INB5,28,,Yes,Yes,Sanctuary Zone
