OpCode	PointIndex	Filename	Frame	Time	PeriodTime	ImageCol	ImageRow	Family	Genus	Species	Code	Number	Stage	Activity	Comment	Period	Attribute9	Attribute10
NIN_PSZ1-3-4_20130415	0	NIN_PSZ1-3-4_20130415_LeftQ.avi	4889	2.71883	0	1039.36314	792.07835	Unknown	Unknown	spp	NA	0	NA	NA	Time Seabed	1	NA	NA
NIN_PSZ1-3-4_20130415	1	NIN_PSZ1-3-4_20130415_LeftQ.avi	6144	3.41675	0.69792	691.34109	842.61153	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	2	NIN_PSZ1-3-4_20130415_LeftQ.avi	10917	6.07107	3.35224	1366.22168	1063.54733	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	3	NIN_PSZ1-3-4_20130415_LeftQ.avi	10917	6.07107	3.35224	1308.60992	1065.89771	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	4	NIN_PSZ1-3-4_20130415_LeftQ.avi	11177	6.21566	3.49683	1410.90018	1014.18934	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	5	NIN_PSZ1-3-4_20130415_LeftQ.avi	11177	6.21566	3.49683	1559.0447	998.91186	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	6	NIN_PSZ1-3-4_20130415_LeftQ.avi	11177	6.21566	3.49683	1456.75444	966.00653	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	7	NIN_PSZ1-3-4_20130415_LeftQ.avi	16195	9.00623	6.2874	141.09002	647.52992	Carangidae	Carangoides	caeruleopinnatus	37337021	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	8	NIN_PSZ1-3-4_20130415_LeftQ.avi	16195	9.00623	6.2874	522.03307	447.74755	Carangidae	Carangoides	caeruleopinnatus	37337021	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	9	NIN_PSZ1-3-4_20130415_LeftQ.avi	16467	9.15749	6.43866	764.2376	694.53754	Carangidae	Carangoides	caeruleopinnatus	37337021	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	10	NIN_PSZ1-3-4_20130415_LeftQ.avi	16467	9.15749	6.43866	830.07961	647.52992	Carangidae	Carangoides	caeruleopinnatus	37337021	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	11	NIN_PSZ1-3-4_20130415_LeftQ.avi	16467	9.15749	6.43866	619.62033	578.19369	Carangidae	Carangoides	caeruleopinnatus	37337021	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	12	NIN_PSZ1-3-4_20130415_LeftQ.avi	29097	16.18118	13.46235	891.21862	895.4951	Tetraodontidae	Torquigener	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	13	NIN_PSZ1-3-4_20130415_LeftQ.avi	38065	21.16839	18.44956	1745.98898	846.13711	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	14	NIN_PSZ1-3-4_20130415_LeftQ.avi	38065	21.16839	18.44956	1373.27618	940.15234	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	15	NIN_PSZ1-3-4_20130415_LeftQ.avi	38065	21.16839	18.44956	1087.56889	976.58324	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	16	NIN_PSZ1-3-4_20130415_LeftQ.avi	38065	21.16839	18.44956	959.41212	977.75843	Bothidae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	17	NIN_PSZ1-3-4_20130415_LeftQ.avi	42807	23.80547	21.08664	1427.36069	897.84548	Synodontidae	Trachinocephalus	myops	37118002	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	18	NIN_PSZ1-3-4_20130415_LeftQ.avi	46708	25.97486	23.25603	1060.52664	406.61589	Scombridae	Unknown	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	19	NIN_PSZ1-3-4_20130415_LeftQ.avi	59004	32.81281	30.09398	1326.24617	833.21001	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Feeding	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	20	NIN_PSZ1-3-4_20130415_LeftQ.avi	66083	36.74953	34.0307	1095.79914	528.83569	Carangidae	Atule	mate	37337024	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	21	NIN_PSZ1-3-4_20130415_LeftQ.avi	66083	36.74953	34.0307	1426.18494	393.68879	Carangidae	Atule	mate	37337024	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	22	NIN_PSZ1-3-4_20130415_LeftQ.avi	66083	36.74953	34.0307	1554.3417	445.39717	Carangidae	Atule	mate	37337024	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	23	NIN_PSZ1-3-4_20130415_LeftQ.avi	66083	36.74953	34.0307	1624.88671	746.24592	Rhynchobatidae	Rhynchobatus	australiae	37026005	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	24	NIN_PSZ1-3-4_20130415_LeftQ.avi	66110	36.76454	34.04571	1401.49418	634.60283	Carangidae	Gnathanodon	speciosus	37337012	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	25	NIN_PSZ1-3-4_20130415_LeftQ.avi	66110	36.76454	34.04571	1516.7177	636.95321	Carangidae	Gnathanodon	speciosus	37337012	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	26	NIN_PSZ1-3-4_20130415_LeftQ.avi	66110	36.76454	34.04571	1401.49418	675.73449	Carangidae	Gnathanodon	speciosus	37337012	1	J	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	27	NIN_PSZ1-3-4_20130415_LeftQ.avi	66148	36.78567	34.06684	1287.44642	568.79217	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	28	NIN_PSZ1-3-4_20130415_LeftQ.avi	66148	36.78567	34.06684	1376.80343	862.58977	Echeneidae	Echeneis	naucrates	37336001	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	29	NIN_PSZ1-3-4_20130415_LeftQ.avi	67967	37.79724	35.07841	921.78812	418.36779	Sphyraenidae	Sphyraena	barracuda	37382008	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	30	NIN_PSZ1-3-4_20130415_LeftQ.avi	70686	39.30931	36.59048	1877.67299	513.55822	Sphyraenidae	Sphyraena	barracuda	37382008	1	AD	Passing	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	31	NIN_PSZ1-3-4_20130415_LeftQ.avi	78399	43.5986	40.87977	1228.65891	897.84548	Monacanthidae	Unknown	spp	NA	1	J	Feeding	NA	1	NA	NA
NIN_PSZ1-3-4_20130415	32	NIN_PSZ1-3-4_20130415_LeftQ.avi	112781	62.71883	60	947.65462	819.10773	Unknown	Unknown	spp	NA	0	NA	NA	Time End	1	NA	NA
NIN_CNZ1-1-1_20130417	0	NIN_CNZ1-1-1_20130417_LeftO.avi	5437	3.02358	0	992.33313	777.97606	Unknown	Unknown	spp	NA	0	NA	NA	Time Seabed	1	NA	NA
NIN_CNZ1-1-1_20130417	1	NIN_CNZ1-1-1_20130417_LeftO.avi	10410	5.78912	2.76554	731.3166	561.74102	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	2	NIN_CNZ1-1-1_20130417_LeftO.avi	16922	9.41052	6.38694	1156.93815	244.43961	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	3	NIN_CNZ1-1-1_20130417_LeftO.avi	19671	10.93927	7.91569	1321.54317	182.15452	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	4	NIN_CNZ1-1-1_20130417_LeftO.avi	19671	10.93927	7.91569	1482.62094	485.35365	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	5	NIN_CNZ1-1-1_20130417_LeftO.avi	36767	20.44656	17.42298	893.57012	755.64744	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	6	NIN_CNZ1-1-1_20130417_LeftO.avi	57072	31.73841	28.71483	1533.1782	734.49402	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	7	NIN_CNZ1-1-1_20130417_LeftO.avi	57072	31.73841	28.71483	1571.97795	787.37758	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	8	NIN_CNZ1-1-1_20130417_LeftO.avi	58458	32.50918	29.4856	1553.16595	365.48422	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	9	NIN_CNZ1-1-1_20130417_LeftO.avi	58458	32.50918	29.4856	866.52786	578.19369	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	10	NIN_CNZ1-1-1_20130417_LeftO.avi	58458	32.50918	29.4856	295.11329	750.94668	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	11	NIN_CNZ1-1-1_20130417_LeftO.avi	71320	39.66188	36.6383	343.31904	736.8444	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	12	NIN_CNZ1-1-1_20130417_LeftO.avi	71320	39.66188	36.6383	1306.25842	834.3852	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	13	NIN_CNZ1-1-1_20130417_LeftO.avi	71530	39.77867	36.75509	1236.88916	680.43526	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Feeding	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	14	NIN_CNZ1-1-1_20130417_LeftO.avi	72523	40.33089	37.30731	1179.2774	774.45049	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	15	NIN_CNZ1-1-1_20130417_LeftO.avi	72523	40.33089	37.30731	1187.50765	668.68335	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	16	NIN_CNZ1-1-1_20130417_LeftO.avi	72523	40.33089	37.30731	1790.66748	728.61806	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	17	NIN_CNZ1-1-1_20130417_LeftO.avi	76516	42.55144	39.52786	977.04838	653.40588	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Feeding	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	18	NIN_CNZ1-1-1_20130417_LeftO.avi	77605	43.15705	40.13347	1062.87814	569.96736	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Feeding	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	19	NIN_CNZ1-1-1_20130417_LeftO.avi	80550	44.79479	41.77122	1487.32394	649.8803	Balistidae	Abalistes	stellatus	37465011	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	20	NIN_CNZ1-1-1_20130417_LeftO.avi	83511	46.44144	43.41786	917.08512	479.47769	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	21	NIN_CNZ1-1-1_20130417_LeftO.avi	83511	46.44144	43.41786	959.41212	412.49184	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	22	NIN_CNZ1-1-1_20130417_LeftO.avi	83511	46.44144	43.41786	1489.67544	908.4222	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	23	NIN_CNZ1-1-1_20130417_LeftO.avi	86152	47.91013	44.88655	486.76056	544.11317	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	24	NIN_CNZ1-1-1_20130417_LeftO.avi	86152	47.91013	44.88655	1158.1139	770.92492	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	25	NIN_CNZ1-1-1_20130417_LeftO.avi	94244	52.41019	49.38661	785.4011	518.25898	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	26	NIN_CNZ1-1-1_20130417_LeftO.avi	94244	52.41019	49.38661	764.2376	587.59521	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	27	NIN_CNZ1-1-1_20130417_LeftO.avi	94244	52.41019	49.38661	1191.03491	693.36235	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	28	NIN_CNZ1-1-1_20130417_LeftO.avi	98395	54.71861	51.69503	925.31537	531.18607	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	29	NIN_CNZ1-1-1_20130417_LeftO.avi	98395	54.71861	51.69503	1211.02266	616.97497	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	30	NIN_CNZ1-1-1_20130417_LeftO.avi	98395	54.71861	51.69503	1189.85915	753.29706	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	31	NIN_CNZ1-1-1_20130417_LeftO.avi	98395	54.71861	51.69503	1647.22596	561.74102	Tetraodontidae	Lagocephalus	sceleratus	37467007	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-1_20130417	32	NIN_CNZ1-1-1_20130417_LeftO.avi	113329	63.02358	60	995.86038	722.74211	Unknown	Unknown	spp	NA	0	NA	NA	Time End	1	NA	NA
NIN_CNZ1-1-2_20130417	0	NIN_CNZ1-1-2_20130417_LeftW.avi	6517	3.62418	0	1080.51439	628.72688	Unknown	Unknown	spp	NA	0	NA	NA	Time Seabed	1	NA	NA
NIN_CNZ1-1-2_20130417	1	NIN_CNZ1-1-2_20130417_LeftW.avi	8113	4.51173	0.88755	837.13411	694.53754	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	2	NIN_CNZ1-1-2_20130417_LeftW.avi	8113	4.51173	0.88755	794.8071	757.99782	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	3	NIN_CNZ1-1-2_20130417_LeftW.avi	8241	4.58292	0.95874	1108.73239	863.76496	Pinguipedidae	Parapercis	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	4	NIN_CNZ1-1-2_20130417_LeftW.avi	8881	4.93883	1.31465	1322.71892	889.61915	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	5	NIN_CNZ1-1-2_20130417_LeftW.avi	8881	4.93883	1.31465	1385.03368	866.11534	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	6	NIN_CNZ1-1-2_20130417_LeftW.avi	8881	4.93883	1.31465	756.00735	1000.08705	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	7	NIN_CNZ1-1-2_20130417_LeftW.avi	9499	5.2825	1.65832	1020.55113	907.24701	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	8	NIN_CNZ1-1-2_20130417_LeftW.avi	9499	5.2825	1.65832	1348.58543	853.18825	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	9	NIN_CNZ1-1-2_20130417_LeftW.avi	9499	5.2825	1.65832	1353.28843	876.69206	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	10	NIN_CNZ1-1-2_20130417_LeftW.avi	9499	5.2825	1.65832	1472.03919	881.39282	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	11	NIN_CNZ1-1-2_20130417_LeftW.avi	9770	5.43321	1.80903	959.41212	789.72797	Unknown	Unknown	spp	NA	0	NA	NA	OCtopus	1	NA	NA
NIN_CNZ1-1-2_20130417	12	NIN_CNZ1-1-2_20130417_LeftW.avi	10138	5.63786	2.01368	517.33007	940.15234	Unknown	Unknown	spp	NA	0	NA	NA	OCtopus	1	NA	NA
NIN_CNZ1-1-2_20130417	13	NIN_CNZ1-1-2_20130417_LeftW.avi	10589	5.88867	2.26449	1363.87018	928.40044	Lethrinidae	Unknown	spp	NA	1	J	Feeding	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	14	NIN_CNZ1-1-2_20130417_LeftW.avi	11801	6.56267	2.93849	1134.5989	780.32644	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	15	NIN_CNZ1-1-2_20130417_LeftW.avi	11801	6.56267	2.93849	1347.40968	860.23939	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	16	NIN_CNZ1-1-2_20130417_LeftW.avi	11801	6.56267	2.93849	1340.35517	876.69206	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	17	NIN_CNZ1-1-2_20130417_LeftW.avi	11801	6.56267	2.93849	1296.85242	942.50272	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	18	NIN_CNZ1-1-2_20130417_LeftW.avi	11801	6.56267	2.93849	1822.41274	746.24592	Lethrinidae	Unknown	spp	NA	1	J	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	19	NIN_CNZ1-1-2_20130417_LeftW.avi	12283	6.83072	3.20654	1168.69565	899.02067	Pinguipedidae	Parapercis	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	20	NIN_CNZ1-1-2_20130417_LeftW.avi	12283	6.83072	3.20654	1550.81445	1004.78781	Pinguipedidae	Parapercis	spp	NA	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	21	NIN_CNZ1-1-2_20130417_LeftW.avi	19000	10.56612	6.94194	1309.78567	629.90207	Lethrinidae	Lethrinus	rubrioperculatus	37351012	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	22	NIN_CNZ1-1-2_20130417_LeftW.avi	22405	12.45968	8.8355	1698.95897	193.90642	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	23	NIN_CNZ1-1-2_20130417_LeftW.avi	22405	12.45968	8.8355	1800.07348	417.1926	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	24	NIN_CNZ1-1-2_20130417_LeftW.avi	22405	12.45968	8.8355	1507.3117	599.34712	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	25	NIN_CNZ1-1-2_20130417_LeftW.avi	22472	12.49694	8.87276	1207.49541	501.80631	Carangidae	Carangoides	orthogrammus	37337057	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	26	NIN_CNZ1-1-2_20130417_LeftW.avi	22541	12.53531	8.91113	165.78077	403.09032	Carangidae	Carangoides	orthogrammus	37337057	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	27	NIN_CNZ1-1-2_20130417_LeftW.avi	22541	12.53531	8.91113	1709.54072	339.63003	Carangidae	Carangoides	orthogrammus	37337057	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	28	NIN_CNZ1-1-2_20130417_LeftW.avi	22869	12.71772	9.09354	104.64176	589.94559	Carangidae	Carangoides	fulvoguttatus	37337037	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	29	NIN_CNZ1-1-2_20130417_LeftW.avi	34026	18.92226	15.29808	1151.0594	877.86725	Unknown	Unknown	spp	NA	0	NA	NA	occy	1	NA	NA
NIN_CNZ1-1-2_20130417	30	NIN_CNZ1-1-2_20130417_LeftW.avi	41766	23.22656	19.60238	718.38334	856.71382	Labridae	Unknown	spp	NA	5	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	31	NIN_CNZ1-1-2_20130417_LeftW.avi	41920	23.3122	19.68802	385.64605	869.64091	Malacanthidae	Malacanthus	brevirostris	37331009	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	32	NIN_CNZ1-1-2_20130417_LeftW.avi	56533	31.43866	27.81448	784.22535	75.21219	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	33	NIN_CNZ1-1-2_20130417_LeftW.avi	56533	31.43866	27.81448	1134.5989	391.33841	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	34	NIN_CNZ1-1-2_20130417_LeftW.avi	56533	31.43866	27.81448	1500.2572	319.6518	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	35	NIN_CNZ1-1-2_20130417_LeftW.avi	56533	31.43866	27.81448	1509.6632	115.16866	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	36	NIN_CNZ1-1-2_20130417_LeftW.avi	56533	31.43866	27.81448	1891.782	439.52122	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	37	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1870.61849	203.30794	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	38	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1608.42621	258.54189	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	39	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1379.15493	242.08923	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	40	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1152.23515	149.24918	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	41	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1033.48438	91.66485	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	42	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	1106.38089	366.65941	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	43	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	813.61911	438.34603	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	44	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	815.97061	264.41785	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	45	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	520.85732	81.08814	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	46	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	395.05205	186.85528	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	47	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	385.64605	325.52775	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	48	NIN_CNZ1-1-2_20130417_LeftW.avi	57581	32.02147	28.39729	292.76179	544.11317	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	49	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1897.66075	188.03047	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	50	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1762.44948	209.1839	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	51	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1435.59094	245.6148	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	52	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1191.03491	157.47552	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	53	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1086.39314	117.51904	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	54	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	1159.28965	316.12622	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	55	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	918.26087	419.54298	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	56	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	886.51562	304.37432	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
NIN_CNZ1-1-2_20130417	57	NIN_CNZ1-1-2_20130417_LeftW.avi	57587	32.0248	28.40062	604.33558	92.84004	Carangidae	Carangoides	gymnostethus	37337022	1	AD	Passing	NA	1	NA	NA
