OpCode	CameraIndex	Descriptor	CameraModel	ImageRows	ImageCols	XPixelSize	YPixelSize	XPPOffset	YPPOffset	FocalLength	RadialK3	RadialK5	RadialK7	DecentringP1	DecentringP2	Orthogonality	Affinity	CameraX	CameraY	CameraZ	Omega	Phi	Kappa	UnitName
GUZ(JB)S1-R1	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0704477346	-0.0094976233	4.1640792782	0.0040685934	-0.0004319685	0.0000000000	0.0010533884	-0.0004153149	0.0000000000	-0.0003252730	-335.9166551322	0.0000000000	0.0000000000	0.4339653004	-6.7698295278	-1.7467686110	mm
GUZ(JB)S1-R1	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0568530201	-0.1043087314	4.5030264363	0.0028118076	0.0002436281	0.0000000000	0.0002874923	-0.0014048626	0.0000000000	-0.0002117774	335.9166551322	0.0000000000	0.0000000000	-0.4339653004	8.7812868840	4.9053247024	mm
BISZS1-R3	0			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
BISZS1-R3	1			0	0	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	mm
GUZ(SC)S1-R2	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0544862488	-0.0501629006	4.1800696436	0.0041857619	-0.0000418000	0.0000000000	0.0012822619	-0.0002706236	0.0000000000	-0.0006354290	-326.8484277470	0.0000000000	0.0000000000	0.9564075079	-11.8750969950	0.3736438148	mm
GUZ(SC)S1-R2	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0672538215	-0.0999476448	4.1829461298	0.0031565149	0.0001084457	0.0000000000	0.0006728391	-0.0022668455	0.0000000000	-0.0008889612	326.8484277470	0.0000000000	0.0000000000	-0.9564075079	3.1707393007	-0.1281803420	mm
GUZ(GH)S2-R2	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0345866705	-0.0232930829	4.2017509758	0.0017963097	0.0006815785	0.0000000000	0.0005438832	-0.0003268578	0.0000000000	-0.0002636676	-339.6438455619	0.0000000000	0.0000000000	-0.0855638728	-7.3481423092	-1.4492119049	mm
GUZ(GH)S2-R2	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0483178512	-0.0651399875	4.1892020829	0.0024341988	0.0006044464	0.0000000000	0.0007971078	-0.0003349231	0.0000000000	0.0000738349	339.6438455619	0.0000000000	0.0000000000	0.0855638728	7.4707837783	-0.5182214380	mm
JC22_JROR22	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0022728362	0.0137172538	4.1731873097	0.0050593758	-0.0001368920	0.0000000000	0.0000716741	0.0000113314	0.0000000000	-0.0013506590	-336.2704528621	0.0000000000	0.0000000000	0.2863677957	-7.3914121164	1.9109815228	mm
JC22_JROR22	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0583799880	0.0430544005	4.1726435742	0.0033407004	0.0001249565	0.0000000000	0.0007860689	0.0007878291	0.0000000000	-0.0008755567	336.2704528621	0.0000000000	0.0000000000	-0.2863677957	8.2028624481	2.4701706183	mm
JC21_JOOR21	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0307492462	-0.0118873999	4.1731259835	0.0033146785	0.0000309017	0.0000000000	-0.0002429399	-0.0000793708	0.0000000000	-0.0003781910	-328.1287947317	0.0000000000	0.0000000000	0.2217751418	-13.0518625738	-1.7973837022	mm
JC21_JOOR21	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	-0.0480830354	-0.0505871228	4.1743245457	0.0020063334	0.0004288635	0.0000000000	-0.0009765666	-0.0008715756	0.0000000000	-0.0004206534	328.1287947317	0.0000000000	0.0000000000	-0.2217751418	3.4041223885	-3.2688215793	mm
GUZ(ER)S2-R3	0	Left	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0704477346	-0.0094976233	4.1640792782	0.0040685934	-0.0004319685	0.0000000000	0.0010533884	-0.0004153149	0.0000000000	-0.0003252730	-335.9166551322	0.0000000000	0.0000000000	0.4339653004	-6.7698295278	-1.7467686110	mm
GUZ(ER)S2-R3	1	Right	Derived from CAL	1080	1920	0.0025000000	0.0025000000	0.0568530201	-0.1043087314	4.5030264363	0.0028118076	0.0002436281	0.0000000000	0.0002874923	-0.0014048626	0.0000000000	-0.0002117774	335.9166551322	0.0000000000	0.0000000000	-0.4339653004	8.7812868840	4.9053247024	mm
