Sample,Family,Genus,Species,Count,Transect
SBMP_Fish202_2050309_1,Lutjanidae,Lutjanus,carponotatus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,spp,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Lutjanidae,Lutjanus,carponotatus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,spp,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,spp,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Lutjanidae,Lutjanus,carponotatus,1,1
SBMP_Fish202_2050309_1,Labridae,Labroides,dimidiatus,1,1
SBMP_Fish202_2050309_1,Labridae,Unknown,spp,1,1
SBMP_Fish202_2050309_1,Labridae,Labroides,dimidiatus,1,1
SBMP_Fish202_2050309_1,Labridae,Thalassoma,spp,1,1
SBMP_Fish202_2050309_1,Labridae,Thalassoma,spp,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Pomacentrus,coelestis,1,1
SBMP_Fish202_2050309_1,Labridae,Thalassoma,lutescens,1,1
SBMP_Fish202_2050309_1,Labridae,Thalassoma,lutescens,1,1
SBMP_Fish202_2050309_1,Labridae,Thalassoma,lutescens,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Unknown,spp,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Stegastes,obreptus,1,1
SBMP_Fish202_2050309_1,Scaridae,Scarus,ghobban,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Parma,occidentalis,1,1
SBMP_Fish202_2050309_1,Lutjanidae,Lutjanus,carponotatus,1,1
SBMP_Fish202_2050309_1,Labridae,Unknown,spp,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Pomacentrus,milleri,1,1
SBMP_Fish202_2050309_1,Labridae,Choerodon,cauteroma,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Kyphosidae,Kyphosus,bigibbus,1,1
SBMP_Fish202_2050309_1,Scaridae,Scarus,ghobban,1,1
SBMP_Fish202_2050309_1,Scaridae,Scarus,ghobban,1,1
SBMP_Fish202_2050309_1,Labridae,Choerodon,rubescens,1,1
SBMP_Fish202_2050309_1,Haemulidae,Plectorhinchus,multivittatus,1,1
SBMP_Fish202_2050309_1,Labridae,Bodianus,axillaris,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Abudefduf,sexfasciatus,1,1
SBMP_Fish202_2050309_1,Haemulidae,Plectorhinchus,multivittatus,1,1
SBMP_Fish202_2050309_1,Pomacentridae,Stegastes,obreptus,1,1
SBMP_Fish202_2050309_2,Scaridae,Unknown,spp,1,2
SBMP_Fish202_2050309_2,Scaridae,Chlorurus,sordidus,1,2
SBMP_Fish202_2050309_2,Scaridae,Unknown,spp,1,2
SBMP_Fish202_2050309_2,Scaridae,Unknown,spp,1,2
SBMP_Fish202_2050309_2,Scaridae,Unknown,spp,1,2
SBMP_Fish202_2050309_2,Pomacentridae,Stegastes,obreptus,1,2
SBMP_Fish202_2050309_2,Scaridae,Chlorurus,sordidus,1,2
SBMP_Fish202_2050309_2,Labridae,Thalassoma,lunare,1,2
