OpCode	PeriodIndex	Period	FilenameStart	FrameStart	TimeStart	FilenameEnd	FrameEnd	TimeEnd	HasEnd
SBBFLAT_20180322_DOV	0	T1	SBBFLAT_20180322_DOV_left110.avi	10361	6.90733	SBBFLAT_20180322_DOV_left110.avi	14581	9.72067	1
SBBFLAT_20180322_DOV	1	T2	SBBFLAT_20180322_DOV_left110.avi	15839	10.55933	SBBFLAT_20180322_DOV_left110.avi	20108	13.40533	1
SBBFLAT_20180322_DOV	2	T3	SBBFLAT_20180322_DOV_left110.avi	21662	14.44133	SBBFLAT_20180322_DOV_left110.avi	25978	17.31867	1
SBBFLAT_20180322_DOV	3	T4	SBBFLAT_20180322_DOV_left110.avi	27542	18.36133	SBBFLAT_20180322_DOV_left110.avi	31473	20.98200	1
SBBFLAT_20180322_DOV	4	T5	SBBFLAT_20180322_DOV_left110.avi	33148	22.09867	SBBFLAT_20180322_DOV_left110.avi	37065	24.71000	1
SBBFLAT_20180322_DOV	5	T6	SBBFLAT_20180322_DOV_left110.avi	38459	25.63933	SBBFLAT_20180322_DOV_left110.avi	42235	28.15667	1
SB Shelter_20180323_DOV	0	T1	SB Shelter_20180323_DOV_Left110.avi	25971	17.31400	SB Shelter_20180323_DOV_Left110.avi	29894	19.92933	1
SB Shelter_20180323_DOV	1	T2	SB Shelter_20180323_DOV_Left110.avi	31673	21.11533	SB Shelter_20180323_DOV_Left110.avi	36349	24.23267	1
SB Shelter_20180323_DOV	2	T3	SB Shelter_20180323_DOV_Left110.avi	38456	25.63733	SB Shelter_20180323_DOV_Left110.avi	43573	29.04867	1
SB Shelter_20180323_DOV	3	T4	SB Shelter_20180323_DOV_Left110.avi	45605	30.40333	SB Shelter_20180323_DOV_Left110.avi	49613	33.07533	1
SB Shelter_20180323_DOV	4	T5	SB Shelter_20180323_DOV_Left110.avi	51570	34.38000	SB Shelter_20180323_DOV_Left110.avi	54976	36.65067	1
SB Shelter_20180323_DOV	5	T6	SB Shelter_20180323_DOV_Left110.avi	59961	39.97400	SB Shelter_20180323_DOV_Left110.avi	64564	43.04267	1
SB204_20180320_DOV	0	T1	SB204_20180320_DOV_Left379.avi	44819	29.87933	SB204_20180320_DOV_Left379.avi	49783	33.18867	1
SB204_20180320_DOV	1	T2	SB204_20180320_DOV_Left379.avi	51257	34.17133	SB204_20180320_DOV_Left379.avi	56803	37.86867	1
SB204_20180320_DOV	2	T3	SB204_20180320_DOV_Left379.avi	58181	38.78733	SB204_20180320_DOV_Left379.avi	61910	41.27333	1
SB204_20180320_DOV	3	T4	SB204_20180320_DOV_Left379.avi	69561	46.37400	SB204_20180320_DOV_Left379.avi	75030	50.02000	1
SB204_20180320_DOV	4	T5	SB204_20180320_DOV_Left379.avi	83457	55.63800	SB204_20180320_DOV_Left379.avi	88100	58.73333	1
SB204_20180320_DOV	5	T6	SB204_20180320_DOV_Left379.avi	88838	59.22533	SB204_20180320_DOV_Left379.avi	93141	62.09400	1
SBY_HSTD_20180322_DOV	0	T1	SB HSTD_20180322_DOV_Left110.avi	17523	11.68200	SB HSTD_20180322_DOV_Left110.avi	22204	14.80267	1
SBY_HSTD_20180322_DOV	1	T2	SB HSTD_20180322_DOV_Left110.avi	23697	15.79800	SB HSTD_20180322_DOV_Left110.avi	28641	19.09400	1
SBY_HSTD_20180322_DOV	2	T3	SB HSTD_20180322_DOV_Left110.avi	30291	20.19400	SB HSTD_20180322_DOV_Left110.avi	34924	23.28267	1
SBY_HSTD_20180322_DOV	3	T4	SB HSTD_20180322_DOV_Left110.avi	36698	24.46533	SB HSTD_20180322_DOV_Left110.avi	41537	27.69133	1
SBY_HSTD_20180322_DOV	4	T5	SB HSTD_20180322_DOV_Left110.avi	42945	28.63000	SB HSTD_20180322_DOV_Left110.avi	47410	31.60667	1
SBY_HSTD_20180322_DOV	5	T6	SB HSTD_20180322_DOV_Left110.avi	49285	32.85667	SB HSTD_20180322_DOV_Left110.avi	53523	35.68200	1
SBTurtle_20180321_DOV	0	T1	SB Turtle_20180321_DOV_Left379.avi	47286	31.52400	SB Turtle_20180321_DOV_Left379.avi	51275	34.18333	1
SBTurtle_20180321_DOV	1	T2	SB Turtle_20180321_DOV_Left379.avi	52515	35.01000	SB Turtle_20180321_DOV_Left379.avi	56471	37.64733	1
SBTurtle_20180321_DOV	2	T3	SB Turtle_20180321_DOV_Left379.avi	57777	38.51800	SB Turtle_20180321_DOV_Left379.avi	62522	41.68133	1
SBTurtle_20180321_DOV	3	T4	SB Turtle_20180321_DOV_Left379.avi	64186	42.79067	SB Turtle_20180321_DOV_Left379.avi	67722	45.14800	1
SBTurtle_20180321_DOV	4	T5	SB Turtle_20180321_DOV_Left379.avi	69478	46.31867	SB Turtle_20180321_DOV_Left379.avi	73478	48.98533	1
SBTurtle_20180321_DOV	5	T6	SB Turtle_20180321_DOV_Left379.avi	74993	49.99533				0
SBY_SPT_20180321_DOV	0	T1	SB SPT_20180321_DOV_Left379.avi	27365	18.24333	SB SPT_20180321_DOV_Left379.avi	31510	21.00667	1
SBY_SPT_20180321_DOV	1	T2	SB SPT_20180321_DOV_Left379.avi	32936	21.95733	SB SPT_20180321_DOV_Left379.avi	37218	24.81200	1
SBY_SPT_20180321_DOV	2	T3	SB SPT_20180321_DOV_Left379.avi	38483	25.65533	SB SPT_20180321_DOV_Left379.avi	43129	28.75267	1
SBY_SPT_20180321_DOV	3	T4	SB SPT_20180321_DOV_Left379.avi	44232	29.48800	SB SPT_20180321_DOV_Left379.avi	48714	32.47600	1
SBY_SPT_20180321_DOV	4	T5	SB SPT_20180321_DOV_Left379.avi	49997	33.33133	SB SPT_20180321_DOV_Left379.avi	54693	36.46200	1
SB202_20180321_DOV	0	T1	SB202_20180321_DOV_Left379.avi	54649	36.43267	SB202_20180321_DOV_Left379.avi	58223	38.81533	1
SB202_20180321_DOV	1	T2	SB202_20180321_DOV_Left379.avi	59697	39.79800	SB202_20180321_DOV_Left379.avi	64129	42.75267	1
SB202_20180321_DOV	2	T3	SB202_20180321_DOV_Left379.avi	66214	44.14267	SB202_20180321_DOV_Left379.avi	70572	47.04800	1
