"Sample","Family","Genus","Species","Count","Length"
"JBMP1-1","Labridae","Pictilabrus","laticlavius",1,250
"JBMP1-1","Labridae","Coris","auricularis",15,100
"JBMP1-1","Labridae","Notolabrus","parilus",3,100
"JBMP1-1","Haemulidae","Plectorhinchus","flavomaculatus",7,300
"JBMP1-1","Labridae","Coris","auricularis",6,75
"JBMP1-1","Labridae","Coris","auricularis",3,250
"JBMP1-1","Labridae","Coris","auricularis",1,300
"JBMP1-1","Serranidae","Epinephelides","armatus",1,100
"JBMP1-1","Labridae","Notolabrus","parilus",1,75
"JBMP1-1","Pomacentridae","Parma","occidentalis",3,75
"JBMP1-1","Pomacentridae","Parma","occidentalis",1,150
"JBMP1-1","Kyphosidae","Kyphosus","cornelii",15,200
"JBMP1-1","Pomacentridae","Pomacentrus","milleri",2,75
"JBMP1-1","Pomacentridae","Abudefduf","vaigiensis",4,75
"JBMP1-1","Pomacentridae","Parma","mccullochi",15,200
"JBMP1-1","Chaetodontidae","Chelmonops","curiosus",2,75
"JBMP1-1","Serranidae","Epinephelides","armatus",1,75
"JBMP1-1","Serranidae","Epinephelides","armatus",1,150
"JBMP1-1","Labridae","Notolabrus","parilus",1,200
"JBMP1-1","Labridae","Notolabrus","parilus",1,300
"JBMP1-1","Pomacentridae","Parma","occidentalis",1,250
"JBMP1-1","Kyphosidae","Kyphosus","cornelii",22,250
"JBMP1-1","Kyphosidae","Kyphosus","cornelii",10,300
"JBMP1-1","Pomacentridae","Stegastes","obreptus",1,75
"JBMP1-1","Labridae","Bodianus","frenchii",1,150
"JBMP1-1","Pomacentridae","Parma","mccullochi",5,75
"JBMP1-1","Pomacentridae","Parma","mccullochi",10,150
"JBMP1-1","Labridae","Coris","auricularis",20,125
"JBMP1-1","Labridae","Coris","auricularis",20,150
"JBMP1-1","Labridae","Notolabrus","parilus",3,125
"JBMP1-1","Cheilodactylidae","Cheilodactylus","gibbosus",1,250
"JBMP1-1","Pseudochromidae","Labracinus","lineatus",1,200
"JBMP1-1","Labridae","Bodianus","frenchii",1,200
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,75
"JBMP1-2","Pomacentridae","Abudefduf","vaigiensis",5,75
"JBMP1-2","Labridae","Coris","auricularis",2,100
"JBMP1-2","Labridae","Coris","auricularis",1,125
"JBMP1-2","Labridae","Notolabrus","parilus",1,100
"JBMP1-2","Labridae","Notolabrus","parilus",3,125
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,100
"JBMP1-2","Labridae","Coris","auricularis",2,200
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,200
"JBMP1-2","Kyphosidae","Kyphosus","cornelii",1,250
"JBMP1-2","Labridae","Thalassoma","septemfasciatum",1,125
"JBMP1-2","Labridae","Coris","auricularis",6,75
"JBMP1-2","Labridae","Coris","auricularis",6,150
"JBMP1-2","Labridae","Notolabrus","parilus",1,75
"JBMP1-3","Nemipteridae","Pentapodus","vitta",1,200
"JBMP1-3","Labridae","Coris","auricularis",35,100
"JBMP1-3","Labridae","Notolabrus","parilus",4,100
"JBMP1-3","Kyphosidae","Kyphosus","cornelii",2,300
"JBMP1-3","Labridae","Thalassoma","lutescens",1,125
"JBMP1-3","Chaetodontidae","Chaetodon","assarius",1,100
"JBMP1-3","Labridae","Choerodon","rubescens",2,250
"JBMP1-3","Pomacentridae","Pomacentrus","milleri",1,50
"JBMP1-3","Labridae","Halichoeres","brownfieldi",1,50
"JBMP1-3","Kyphosidae","Kyphosus","sydneyanus",1,125
"JBMP1-3","Labridae","Austrolabrus","maculatus",1,150
"JBMP1-3","Labridae","Coris","auricularis",5,75
"JBMP1-3","Labridae","Coris","auricularis",25,150
"JBMP1-3","Labridae","Coris","auricularis",2,350
"JBMP1-3","Labridae","Notolabrus","parilus",4,150
"JBMP1-3","Pomacentridae","Parma","occidentalis",3,125
"JBMP1-3","Pomacentridae","Parma","occidentalis",1,150
"JBMP1-3","Labridae","Anampses","geographicus",2,125
"JBMP1-3","Pomacentridae","Pomacentrus","milleri",6,75
"JBMP1-3","Labridae","Coris","auricularis",12,50
"JBMP1-3","Labridae","Coris","auricularis",20,200
"JBMP1-3","Labridae","Coris","auricularis",19,250
"JBMP1-3","Labridae","Coris","auricularis",2,300
"JBMP1-3","Haemulidae","Plectorhinchus","flavomaculatus",1,150
"JBMP1-3","Labridae","Halichoeres","brownfieldi",6,75
"JBMP1-3","Mullidae","Parupeneus","spilurus",5,125
"JBMP1-3","Mullidae","Parupeneus","spilurus",4,150
"JBMP1-3","Labridae","Coris","auricularis",15,125
"JBMP1-3","Chaetodontidae","Chelmonops","curiosus",1,200
"JBMP1-3","Labridae","Notolabrus","parilus",4,125
"JBMP1-3","Haemulidae","Plectorhinchus","flavomaculatus",1,250
"JBMP1-3","Tetraodontidae","Torquigener","pleurogramma",1,100
"JBMP1-3","Pomacentridae","Parma","occidentalis",3,100
"JBMP1-3","Labridae","Choerodon","rubescens",2,200
"JBMP1-3","Pomacentridae","Pomacentrus","milleri",8,100
