"Sample","Latitude","Longitude","Date","Location","DBCA_Zone","Site","Depth","Observer","DBCA_Sanctuary","Year","Time","Status","Successful.count","Successful.length"
"JBMP26-2",-30.68143272,115.0954819,"20121018","Jurien Bay","SP Scientific Reference","26","12","Antonia Cooper","Green Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP26-3",-30.68143272,115.0954819,"20121018","Jurien Bay","SP Scientific Reference","26","12","Antonia Cooper","Green Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP26-4",-30.68143272,115.0954819,"20121018","Jurien Bay","SP Scientific Reference","26","12","Elizabeth Oh","Green Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP32-1",-30.41333389,114.9816666,"20121013","Jurien Bay","SP Scientific Reference","32","10","Neville Barrett","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP32-2",-30.41333389,114.9816666,"20121013","Jurien Bay","SP Scientific Reference","32","10","Antonia Cooper","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP32-3",-30.41333389,114.9816666,"20121013","Jurien Bay","SP Scientific Reference","32","10","Antonia Cooper","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP32-4",-30.41333389,114.9816666,"20121013","Jurien Bay","SP Scientific Reference","32","10","Elizabeth Oh","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP35-1",-30.34666634,115.0039978,"20121011","Jurien Bay","Sanctuary","35","2","Neville Barrett",NA,2012,"11:00:00","No-take","Yes","Yes"
"JBMP35-2",-30.34666634,115.0039978,"20121011","Jurien Bay","Sanctuary","35","2","Antonia Cooper",NA,2012,"11:00:00","No-take","Yes","Yes"
"JBMP35-3",-30.34666634,115.0039978,"20121011","Jurien Bay","Sanctuary","35","2","Antonia Cooper",NA,2012,"11:00:00","No-take","Yes","Yes"
"JBMP35-4",-30.34666634,115.0039978,"20121011","Jurien Bay","Sanctuary","35","2","Elizabeth Oh",NA,2012,"11:00:00","No-take","Yes","Yes"
"JBMP4-1",-30.43376732,114.999733,"20121013","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP4-2",-30.43376732,114.999733,"20121013","Jurien Bay","SP Scientific Reference","4","5","Antonia Cooper","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP4-3",-30.43376732,114.999733,"20121013","Jurien Bay","SP Scientific Reference","4","5","Antonia Cooper","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP4-4",-30.43376732,114.999733,"20121013","Jurien Bay","SP Scientific Reference","4","5","Elizabeth Oh","Hill River",2012,"11:00:00","No-take","Yes","Yes"
"JBMP42-1",-30.29043007,114.966507,"20121012","Jurien Bay","General Use","42","10","Neville Barrett",NA,2012,"11:00:00","Fished","Yes","Yes"
"JBMP42-2",-30.29043007,114.966507,"20121012","Jurien Bay","General Use","42","10","Antonia Cooper",NA,2012,"11:00:00","Fished","Yes","Yes"
"JBMP42-3",-30.29043007,114.966507,"20121012","Jurien Bay","General Use","42","10","Antonia Cooper",NA,2012,"11:00:00","Fished","Yes","Yes"
"JBMP42-4",-30.29043007,114.966507,"20121012","Jurien Bay","General Use","42","10","Elizabeth Oh",NA,2012,"11:00:00","Fished","Yes","Yes"
"JBMP5-1",-30.32908249,114.9877167,"20121011","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP5-2",-30.32908249,114.9877167,"20121011","Jurien Bay","General Use","5","5","Antonia Cooper","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP5-3",-30.32908249,114.9877167,"20121011","Jurien Bay","General Use","5","5","Antonia Cooper","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP5-4",-30.32908249,114.9877167,"20121011","Jurien Bay","General Use","5","5","Elizabeth Oh","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP6-1",-30.29006577,114.9724808,"20121012","Jurien Bay","General Use","6","5","Neville Barrett","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP6-2",-30.29006577,114.9724808,"20121012","Jurien Bay","General Use","6","5","Antonia Cooper","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP6-3",-30.29006577,114.9724808,"20121012","Jurien Bay","General Use","6","5","Antonia Cooper","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP6-4",-30.29006577,114.9724808,"20121012","Jurien Bay","General Use","6","5","Elizabeth Oh","Hill River",2012,"11:00:00","Fished","Yes","Yes"
"JBMP7-1",-30.17124939,114.9554977,"20121014","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP7-2",-30.17124939,114.9554977,"20121014","Jurien Bay","SP Scientific Reference","7","5","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP7-3",-30.17124939,114.9554977,"20121014","Jurien Bay","SP Scientific Reference","7","5","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP7-4",-30.17124939,114.9554977,"20121014","Jurien Bay","SP Scientific Reference","7","5","Elizabeth Oh","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP8-1",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP8-2",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","8","3","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP8-3",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","8","3","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP8-4",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","8","3","Elizabeth Oh","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP9-1",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP9-2",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","9","3","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP9-3",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","9","3","Antonia Cooper","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
"JBMP9-4",-30.1340332,114.9489136,"20121015","Jurien Bay","Sanctuary","9","3","Elizabeth Oh","Fisherman Islands",2012,"11:00:00","No-take","Yes","Yes"
