"Sample","Family","Genus","Species","Count","Length"
"JBMP1-1","Labridae","Coris","auricularis",5,250
"JBMP1-1","Pomacentridae","Parma","occidentalis",1,25
"JBMP1-1","Apogonidae","Ostorhinchus","victoriae",1,100
"JBMP1-1","Mullidae","Parupeneus","spilurus",3,150
"JBMP1-1","Mullidae","Parupeneus","spilurus",2,200
"JBMP1-1","Labridae","Coris","auricularis",10,125
"JBMP1-1","Labridae","Coris","auricularis",12,150
"JBMP1-1","Labridae","Coris","auricularis",20,200
"JBMP1-1","Labridae","Notolabrus","parilus",1,200
"JBMP1-1","Pomacentridae","Parma","occidentalis",1,125
"JBMP1-1","Apogonidae","Ostorhinchus","victoriae",3,75
"JBMP1-1","Labridae","Coris","auricularis",8,100
"JBMP1-1","Labridae","Ophthalmolepis","lineolatus",3,200
"JBMP1-2","Pomacentridae","Parma","mccullochi",2,150
"JBMP1-2","Labridae","Coris","auricularis",7,75
"JBMP1-2","Labridae","Coris","auricularis",2,150
"JBMP1-2","Labridae","Coris","auricularis",7,200
"JBMP1-2","Labridae","Notolabrus","parilus",3,125
"JBMP1-2","Labridae","Notolabrus","parilus",3,150
"JBMP1-2","Labridae","Notolabrus","parilus",1,200
"JBMP1-2","Pomacentridae","Parma","occidentalis",2,125
"JBMP1-2","Chaetodontidae","Chaetodon","assarius",2,75
"JBMP1-2","Pinguipedidae","Parapercis","haackei",2,50
"JBMP1-2","Labridae","Halichoeres","brownfieldi",1,125
"JBMP1-2","Pseudochromidae","Labracinus","lineatus",2,250
"JBMP1-2","Labridae","Coris","auricularis",21,50
"JBMP1-2","Chaetodontidae","Chelmonops","curiosus",2,75
"JBMP1-2","Haemulidae","Plectorhinchus","flavomaculatus",3,350
"JBMP1-2","Kyphosidae","Kyphosus","cornelii",6,250
"JBMP1-2","Kyphosidae","Kyphosus","cornelii",8,300
"JBMP1-2","Pomacentridae","Pomacentrus","milleri",4,50
"JBMP1-2","Pinguipedidae","Parapercis","haackei",1,75
"JBMP1-2","Cheilodactylidae","Cheilodactylus","gibbosus",1,200
"JBMP1-2","Pseudochromidae","Labracinus","lineatus",1,125
"JBMP1-2","Pomacentridae","Parma","mccullochi",2,125
"JBMP1-2","Labridae","Coris","auricularis",7,100
"JBMP1-2","Labridae","Coris","auricularis",5,125
"JBMP1-2","Serranidae","Epinephelides","armatus",1,250
"JBMP1-2","Kyphosidae","Kyphosus","cornelii",2,200
"JBMP1-2","Labridae","Halichoeres","brownfieldi",3,100
"JBMP1-2","Pseudochromidae","Labracinus","lineatus",1,150
"JBMP1-2","Labridae","Thalassoma","septemfasciatum",1,75
"JBMP1-2","Pomacentridae","Parma","mccullochi",2,200
"JBMP1-2","Labridae","Coris","auricularis",2,250
"JBMP1-2","Labridae","Notolabrus","parilus",3,75
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,75
"JBMP1-2","Pomacentridae","Parma","occidentalis",1,150
"JBMP1-2","Pomacentridae","Pomacentrus","milleri",2,75
"JBMP1-2","Cheilodactylidae","Cheilodactylus","gibbosus",1,350
"JBMP1-2","Labridae","Halichoeres","brownfieldi",4,75
"JBMP1-3","Labridae","Coris","auricularis",13,100
"JBMP1-3","Chaetodontidae","Chelmonops","curiosus",1,75
"JBMP1-3","Kyphosidae","Kyphosus","cornelii",4,250
"JBMP1-3","Pomacentridae","Stegastes","obreptus",3,75
"JBMP1-3","Pomacentridae","Pomacentrus","milleri",3,50
"JBMP1-3","Labridae","Halichoeres","brownfieldi",1,50
"JBMP1-3","Pomacentridae","Parma","mccullochi",2,150
"JBMP1-3","Labridae","Coris","auricularis",14,150
"JBMP1-3","Labridae","Notolabrus","parilus",1,75
"JBMP1-3","Labridae","Notolabrus","parilus",4,150
"JBMP1-3","Labridae","Notolabrus","parilus",1,200
"JBMP1-3","Pomacentridae","Parma","occidentalis",1,200
"JBMP1-3","Kyphosidae","Kyphosus","cornelii",2,200
"JBMP1-3","Chaetodontidae","Chaetodon","assarius",3,75
"JBMP1-3","Pomacentridae","Stegastes","obreptus",1,100
"JBMP1-3","Labridae","Coris","auricularis",13,125
"JBMP1-3","Labridae","Notolabrus","parilus",4,100
"JBMP1-3","Labridae","Notolabrus","parilus",6,125
"JBMP1-3","Haemulidae","Plectorhinchus","flavomaculatus",1,300
"JBMP1-3","Haemulidae","Plectorhinchus","flavomaculatus",2,350
"JBMP1-3","Scorpididae","Scorpis","georgiana",1,200
"JBMP1-3","Pomacentridae","Parma","occidentalis",1,100
"JBMP1-3","Labridae","Thalassoma","septemfasciatum",1,75
"JBMP1-3","Odacidae","Olisthops","cyanomelas",1,250
"JBMP1-3","Pomacentridae","Parma","mccullochi",1,200
"JBMP1-3","Labridae","Coris","auricularis",4,200
"JBMP1-3","Labridae","Coris","auricularis",6,250
"JBMP1-3","Cheilodactylidae","Cheilodactylus","rubrolabiatus",1,250
"JBMP1-3","Labridae","Notolabrus","parilus",1,250
"JBMP1-3","Pomacentridae","Parma","occidentalis",2,75
"JBMP1-3","Pomacentridae","Parma","occidentalis",2,150
"JBMP1-3","Kyphosidae","Kyphosus","cornelii",8,150
"JBMP1-3","Labridae","Choerodon","rubescens",4,125
"JBMP1-3","Pomacentridae","Pomacentrus","milleri",4,75
"JBMP1-3","Labridae","Halichoeres","brownfieldi",1,75
"JBMP1-3","Mullidae","Parupeneus","spilurus",4,125
"JBMP1-4","Labridae","Coris","auricularis",5,150
"JBMP1-4","Labridae","Notolabrus","parilus",1,150
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",47,200
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",2,350
"JBMP1-4","Pomacentridae","Abudefduf","sexfasciatus",2,125
"JBMP1-4","Labridae","Coris","auricularis",3,100
"JBMP1-4","Chaetodontidae","Chelmonops","curiosus",1,250
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",23,250
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",6,300
"JBMP1-4","Labridae","Thalassoma","lutescens",1,125
"JBMP1-4","Labridae","Thalassoma","septemfasciatum",1,200
"JBMP1-4","Odacidae","Olisthops","cyanomelas",1,250
"JBMP1-4","Labridae","Coris","auricularis",2,125
"JBMP1-4","Labridae","Notolabrus","parilus",2,125
"JBMP1-4","Haemulidae","Plectorhinchus","flavomaculatus",2,250
"JBMP1-4","Pomacentridae","Parma","mccullochi",5,250
"JBMP1-4","Labridae","Coris","auricularis",2,250
"JBMP1-4","Labridae","Suezichthys","cyanolaemus",1,100
"JBMP12-1","Pomacentridae","Parma","mccullochi",1,125
"JBMP12-1","Labridae","Halichoeres","brownfieldi",38,100
"JBMP12-1","Labridae","Coris","auricularis",1,75
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",5,200
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",1,350
"JBMP12-1","Pomacentridae","Pomacentrus","milleri",2,75
"JBMP12-1","Labridae","Halichoeres","brownfieldi",3,75
"JBMP12-1","Labridae","Coris","auricularis",4,125
"JBMP12-1","Labridae","Coris","auricularis",1,150
"JBMP12-1","Labridae","Notolabrus","parilus",1,125
"JBMP12-1","Pomacentridae","Parma","occidentalis",1,125
