"Sample","Family","Genus","Species","Count","Length"
"JBMP1-4","Labridae","Suezichthys","cyanolaemus",1,75
"JBMP1-4","Nemipteridae","Pentapodus","vitta",2,200
"JBMP1-4","Labridae","Coris","auricularis",8,150
"JBMP1-4","Labridae","Halichoeres","brownfieldi",5,50
"JBMP10-1","Kyphosidae","Kyphosus","sydneyanus",1,625
"JBMP10-1","Odacidae","Olisthops","cyanomelas",2,125
"JBMP10-1","Odacidae","Olisthops","cyanomelas",4,150
"JBMP10-1","Odacidae","Olisthops","cyanomelas",1,200
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",2,125
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",5,150
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",3,200
"JBMP10-1","Pomacentridae","Parma","mccullochi",2,100
"JBMP10-1","Labridae","Coris","auricularis",12,100
"JBMP10-1","Labridae","Pseudolabrus","biserialis",1,75
"JBMP10-1","Labridae","Notolabrus","parilus",9,100
"JBMP10-1","Scorpididae","Scorpis","georgiana",2,350
"JBMP10-1","Scorpididae","Scorpis","georgiana",1,375
"JBMP10-1","Labridae","Choerodon","rubescens",1,300
"JBMP10-1","Carangidae","Pseudocaranx","georgianus",1,250
"JBMP10-1","Labridae","Pictilabrus","laticlavius",2,100
"JBMP10-1","Labridae","Austrolabrus","maculatus",2,75
"JBMP10-1","Labridae","Dotalabrus","alleni",9,75
"JBMP10-1","Pomacentridae","Parma","mccullochi",2,75
"JBMP10-1","Labridae","Coris","auricularis",3,75
"JBMP10-1","Labridae","Coris","auricularis",6,150
"JBMP10-1","Labridae","Halichoeres","brownfieldi",8,50
"JBMP10-1","Labridae","Pseudolabrus","biserialis",2,100
"JBMP10-1","Labridae","Pictilabrus","viridis",3,75
"JBMP10-1","Serranidae","Epinephelides","armatus",1,100
"JBMP10-1","Labridae","Notolabrus","parilus",3,75
"JBMP10-1","Labridae","Notolabrus","parilus",6,150
"JBMP10-1","Labridae","Notolabrus","parilus",5,200
"JBMP10-1","Labridae","Pictilabrus","laticlavius",4,125
"JBMP10-1","Labridae","Dotalabrus","alleni",15,50
"JBMP10-1","Pomacentridae","Parma","mccullochi",1,50
"JBMP10-1","Pomacentridae","Parma","mccullochi",3,200
"JBMP10-1","Pomacentridae","Parma","mccullochi",5,250
"JBMP10-1","Labridae","Coris","auricularis",4,200
"JBMP10-1","Labridae","Coris","auricularis",2,250
"JBMP10-1","Labridae","Pseudolabrus","biserialis",1,150
"JBMP10-1","Serranidae","Epinephelides","armatus",1,125
"JBMP10-1","Labridae","Notolabrus","parilus",3,250
"JBMP10-1","Labridae","Notolabrus","parilus",1,300
"JBMP10-1","Labridae","Anampses","geographicus",1,150
"JBMP10-1","Kyphosidae","Kyphosus","sydneyanus",2,500
"JBMP10-1","Odacidae","Olisthops","cyanomelas",1,250
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",3,250
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",1,300
"JBMP10-1","Labridae","Austrolabrus","maculatus",1,100
"JBMP10-1","Labridae","Coris","auricularis",10,125
"JBMP10-1","Labridae","Halichoeres","brownfieldi",2,75
"JBMP10-1","Labridae","Notolabrus","parilus",6,125
"JBMP10-1","Pseudochromidae","Labracinus","lineatus",1,150
"JBMP10-1","Scorpididae","Scorpis","georgiana",1,250
"JBMP10-1","Scorpididae","Scorpis","georgiana",1,300
"JBMP10-1","Glaucosomatidae","Glaucosoma","hebraicum",1,400
"JBMP10-1","Labridae","Choerodon","rubescens",1,350
"JBMP10-2","Labridae","Pictilabrus","laticlavius",2,100
"JBMP10-2","Labridae","Coris","auricularis",4,150
"JBMP10-2","Labridae","Pseudolabrus","biserialis",1,100
"JBMP10-2","Labridae","Pseudolabrus","biserialis",2,125
"JBMP10-2","Labridae","Pictilabrus","viridis",1,75
"JBMP10-2","Labridae","Notolabrus","parilus",1,75
"JBMP10-2","Labridae","Notolabrus","parilus",2,150
"JBMP10-2","Odacidae","Olisthops","cyanomelas",1,150
"JBMP10-2","Odacidae","Olisthops","cyanomelas",7,200
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",3,150
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP10-2","Labridae","Austrolabrus","maculatus",1,100
"JBMP10-2","Labridae","Coris","auricularis",1,100
"JBMP10-2","Labridae","Pictilabrus","viridis",4,100
"JBMP10-2","Odacidae","Siphonognathus","caninis",5,100
"JBMP10-2","Labridae","Notolabrus","parilus",1,100
"JBMP10-2","Labridae","Thalassoma","lutescens",1,125
"JBMP10-2","Labridae","Pictilabrus","laticlavius",1,125
"JBMP10-2","Odacidae","Olisthops","cyanomelas",1,125
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",2,125
"JBMP10-2","Pomacentridae","Parma","mccullochi",3,200
"JBMP10-2","Labridae","Coris","auricularis",1,250
"JBMP10-2","Labridae","Bodianus","frenchii",1,125
"JBMP10-2","Labridae","Notolabrus","parilus",1,50
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",3,250
"JBMP10-2","Labridae","Dotalabrus","alleni",1,75
"JBMP10-2","Pomacentridae","Parma","mccullochi",2,150
"JBMP10-2","Labridae","Coris","auricularis",3,125
"JBMP10-2","Labridae","Pictilabrus","viridis",1,125
"JBMP10-2","Labridae","Notolabrus","parilus",4,125
"JBMP10-2","Scorpididae","Scorpis","georgiana",1,200
"JBMP10-2","Labridae","Thalassoma","lutescens",3,150
"JBMP10-3","Cheilodactylidae","Dactylophora","nigricans",1,900
"JBMP10-3","Monacanthidae","Meuschenia","hippocrepis",1,200
"JBMP10-3","Labridae","Ophthalmolepis","lineolatus",4,150
"JBMP10-3","Labridae","Austrolabrus","maculatus",1,100
"JBMP10-3","Labridae","Coris","auricularis",1,100
"JBMP10-3","Serranidae","Epinephelides","armatus",1,250
"JBMP10-3","Labridae","Notolabrus","parilus",4,100
"JBMP10-3","Scorpididae","Scorpis","georgiana",2,300
"JBMP10-3","Labridae","Thalassoma","lutescens",1,125
"JBMP10-3","Kyphosidae","Kyphosus","sydneyanus",50,350
"JBMP10-3","Labridae","Austrolabrus","maculatus",1,75
"JBMP10-3","Pomacentridae","Parma","mccullochi",11,250
"JBMP10-3","Labridae","Coris","auricularis",5,75
"JBMP10-3","Labridae","Coris","auricularis",7,250
"JBMP10-3","Labridae","Coris","auricularis",3,300
"JBMP10-3","Labridae","Pseudolabrus","biserialis",1,200
"JBMP10-3","Serranidae","Epinephelides","armatus",1,100
"JBMP10-3","Labridae","Notolabrus","parilus",1,75
"JBMP10-3","Labridae","Thalassoma","lutescens",1,50
"JBMP10-3","Labridae","Austrolabrus","maculatus",5,50
"JBMP10-3","Pomacentridae","Parma","mccullochi",2,200
"JBMP10-3","Labridae","Coris","auricularis",3,50
"JBMP10-3","Labridae","Coris","auricularis",10,200
"JBMP10-3","Labridae","Pseudolabrus","biserialis",2,150
"JBMP10-3","Serranidae","Epinephelides","armatus",1,150
"JBMP10-3","Labridae","Notolabrus","parilus",1,25
"JBMP10-3","Labridae","Notolabrus","parilus",2,50
"JBMP10-3","Labridae","Notolabrus","parilus",2,250
"JBMP10-3","Kyphosidae","Kyphosus","cornelii",105,300
"JBMP10-3","Labridae","Thalassoma","lutescens",2,100
"JBMP10-3","Pomacentridae","Pomacentrus","milleri",2,420
"JBMP10-3","Labridae","Ophthalmolepis","lineolatus",2,250
"JBMP10-3","Labridae","Austrolabrus","maculatus",2,125
"JBMP10-3","Pomacentridae","Parma","mccullochi",3,75
"JBMP10-3","Pomacentridae","Parma","mccullochi",3,150
"JBMP10-3","Labridae","Coris","auricularis",2,125
"JBMP10-3","Labridae","Coris","auricularis",6,150
"JBMP10-3","Labridae","Pseudolabrus","biserialis",4,100
"JBMP10-3","Serranidae","Epinephelides","armatus",1,200
"JBMP10-3","Labridae","Notolabrus","parilus",5,150
"JBMP10-3","Scorpididae","Scorpis","georgiana",1,200
"JBMP10-3","Labridae","Thalassoma","lutescens",8,150
"JBMP10-3","Blenniidae","Cirripectes","spp",1,150
"JBMP10-4","Kyphosidae","Kyphosus","sydneyanus",1,400
"JBMP10-4","Labridae","Austrolabrus","maculatus",1,75
"JBMP10-4","Labridae","Coris","auricularis",2,250
"JBMP10-4","Labridae","Pictilabrus","viridis",5,75
"JBMP10-4","Serranidae","Epinephelides","armatus",1,125
"JBMP10-4","Labridae","Notolabrus","parilus",1,75
"JBMP10-4","Monacanthidae","Meuschenia","hippocrepis",1,200
"JBMP10-4","Pomacentridae","Parma","mccullochi",1,125
"JBMP10-4","Labridae","Coris","auricularis",12,100
"JBMP10-4","Labridae","Coris","auricularis",4,125
"JBMP10-4","Labridae","Notolabrus","parilus",2,100
"JBMP10-4","Pseudochromidae","Labracinus","lineatus",2,200
"JBMP10-4","Labridae","Thalassoma","lutescens",2,150
"JBMP10-4","Labridae","Thalassoma","lutescens",2,200
"JBMP10-4","Pomacentridae","Pomacentrus","milleri",2,100
"JBMP10-4","Labridae","Pictilabrus","laticlavius",1,150
"JBMP10-4","Labridae","Coris","auricularis",5,200
"JBMP10-4","Labridae","Pseudolabrus","biserialis",1,150
"JBMP10-4","Monacanthidae","Meuschenia","galii",1,150
"JBMP10-4","Serranidae","Epinephelides","armatus",1,150
"JBMP10-4","Labridae","Notolabrus","parilus",1,200
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",5,200
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",2,250
"JBMP10-4","Labridae","Dotalabrus","alleni",1,75
"JBMP10-4","Pomacentridae","Parma","mccullochi",2,150
"JBMP10-4","Labridae","Coris","auricularis",10,150
"JBMP10-4","Labridae","Notolabrus","parilus",4,125
"JBMP10-4","Labridae","Notolabrus","parilus",1,150
"JBMP10-4","Tetraodontidae","Torquigener","pleurogramma",1,125
"JBMP11-1","Labridae","Pictilabrus","laticlavius",1,125
"JBMP11-1","Pomacentridae","Parma","mccullochi",5,250
"JBMP11-1","Pomacentridae","Parma","mccullochi",1,300
"JBMP11-1","Labridae","Coris","auricularis",1,25
"JBMP11-1","Labridae","Halichoeres","brownfieldi",1,100
"JBMP11-1","Labridae","Notolabrus","parilus",2,250
"JBMP11-1","Labridae","Notolabrus","parilus",1,300
"JBMP11-1","Kyphosidae","Kyphosus","cornelii",16,350
"JBMP11-1","Kyphosidae","Kyphosus","cornelii",14,375
"JBMP11-1","Kyphosidae","Kyphosus","sydneyanus",1,500
"JBMP11-1","Pomacentridae","Parma","mccullochi",1,125
"JBMP11-1","Pomacentridae","Parma","mccullochi",3,200
"JBMP11-1","Labridae","Coris","auricularis",4,125
"JBMP11-1","Labridae","Halichoeres","brownfieldi",4,75
"JBMP11-1","Labridae","Pictilabrus","viridis",2,100
"JBMP11-1","Labridae","Notolabrus","parilus",2,125
"JBMP11-1","Pomacentridae","Pomacentrus","milleri",1,100
"JBMP11-1","Odacidae","Olisthops","cyanomelas",1,125
"JBMP11-1","Labridae","Coris","auricularis",3,100
"JBMP11-1","Labridae","Notolabrus","parilus",2,100
"JBMP11-1","Labridae","Notolabrus","parilus",2,200
"JBMP11-1","Pomacentridae","Parma","occidentalis",1,250
"JBMP11-1","Kyphosidae","Kyphosus","cornelii",4,300
"JBMP11-1","Kyphosidae","Kyphosus","cornelii",12,400
"JBMP11-1","Kyphosidae","Kyphosus","cornelii",3,500
"JBMP11-1","Pempherididae","Pempheris","klunzingeri",10,125
"JBMP11-1","Labridae","Halichoeres","brownfieldi",5,50
"JBMP11-1","Labridae","Pictilabrus","viridis",1,75
"JBMP11-1","Labridae","Notolabrus","parilus",3,75
"JBMP11-1","Labridae","Notolabrus","parilus",2,150
"JBMP11-1","Scorpididae","Scorpis","georgiana",2,350
"JBMP11-2","Pomacentridae","Parma","mccullochi",2,200
"JBMP11-2","Labridae","Coris","auricularis",1,125
"JBMP11-2","Labridae","Halichoeres","brownfieldi",4,75
"JBMP11-2","Labridae","Pictilabrus","laticlavius",3,125
"JBMP11-2","Labridae","Coris","auricularis",2,250
"JBMP11-2","Labridae","Halichoeres","brownfieldi",3,100
"JBMP11-2","Chaetodontidae","Chelmonops","curiosus",3,150
"JBMP11-2","Odacidae","Olisthops","cyanomelas",1,75
"JBMP11-2","Odacidae","Olisthops","cyanomelas",2,150
"JBMP11-2","Labridae","Coris","auricularis",1,100
"JBMP11-2","Labridae","Pictilabrus","viridis",2,100
"JBMP11-2","Labridae","Notolabrus","parilus",5,100
"JBMP11-2","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP11-2","Labridae","Coris","auricularis",2,75
"JBMP11-2","Labridae","Coris","auricularis",1,150
"JBMP11-2","Labridae","Notolabrus","parilus",1,75
"JBMP11-3","Pomacentridae","Parma","mccullochi",1,250
"JBMP11-3","Labridae","Pictilabrus","viridis",4,75
"JBMP11-3","Labridae","Notolabrus","parilus",5,75
"JBMP11-3","Pomacentridae","Parma","mccullochi",1,125
"JBMP11-3","Labridae","Coris","auricularis",5,100
"JBMP11-3","Labridae","Pictilabrus","viridis",3,100
"JBMP11-3","Labridae","Pictilabrus","laticlavius",1,150
"JBMP11-3","Pomacentridae","Parma","mccullochi",10,200
"JBMP11-3","Labridae","Coris","auricularis",1,200
"JBMP11-3","Labridae","Halichoeres","brownfieldi",5,100
"JBMP11-3","Labridae","Notolabrus","parilus",1,50
"JBMP11-3","Labridae","Notolabrus","parilus",1,200
"JBMP11-3","Labridae","Ophthalmolepis","lineolatus",3,200
"JBMP11-3","Labridae","Ophthalmolepis","lineolatus",1,250
"JBMP11-3","Pempherididae","Pempheris","klunzingeri",1,100
"JBMP11-3","Labridae","Coris","auricularis",1,125
"JBMP11-3","Labridae","Coris","auricularis",1,150
"JBMP11-3","Labridae","Pictilabrus","viridis",1,125
"JBMP11-3","Labridae","Notolabrus","parilus",2,125
"JBMP11-4","Pomacentridae","Parma","mccullochi",1,125
"JBMP11-4","Pomacentridae","Parma","mccullochi",8,200
"JBMP11-4","Labridae","Coris","auricularis",3,100
"JBMP11-4","Labridae","Halichoeres","brownfieldi",2,75
"JBMP11-4","Labridae","Pictilabrus","viridis",2,100
"JBMP11-4","Labridae","Notolabrus","parilus",4,100
"JBMP11-4","Labridae","Notolabrus","parilus",2,125
"JBMP11-4","Pseudochromidae","Labracinus","lineatus",1,150
"JBMP11-4","Labridae","Pictilabrus","laticlavius",1,125
"JBMP11-4","Labridae","Coris","auricularis",1,50
"JBMP11-4","Labridae","Coris","auricularis",1,200
"JBMP11-4","Labridae","Notolabrus","parilus",1,50
"JBMP11-4","Labridae","Ophthalmolepis","lineolatus",3,200
"JBMP11-4","Labridae","Ophthalmolepis","lineolatus",1,250
"JBMP11-4","Pomacentridae","Parma","mccullochi",2,150
"JBMP11-4","Labridae","Coris","auricularis",3,75
"JBMP11-4","Labridae","Coris","auricularis",4,150
"JBMP11-4","Labridae","Pictilabrus","viridis",2,125
"JBMP11-4","Labridae","Notolabrus","parilus",11,75
"JBMP11-4","Labridae","Notolabrus","parilus",1,150
"JBMP12-1","Kyphosidae","Kyphosus","sydneyanus",1,500
"JBMP12-1","Monacanthidae","Meuschenia","hippocrepis",1,150
"JBMP12-1","Labridae","Coris","auricularis",15,125
"JBMP12-1","Labridae","Coris","auricularis",3,200
"JBMP12-1","Labridae","Halichoeres","brownfieldi",12,75
"JBMP12-1","Labridae","Notolabrus","parilus",2,125
"JBMP12-1","Labridae","Notolabrus","parilus",3,200
"JBMP12-1","Haemulidae","Plectorhinchus","flavomaculatus",1,300
"JBMP12-1","Pseudochromidae","Labracinus","lineatus",1,200
"JBMP12-1","Scorpididae","Scorpis","georgiana",2,300
"JBMP12-1","Pomacentridae","Pomacentrus","milleri",3,100
"JBMP12-1","Kyphosidae","Kyphosus","sydneyanus",2,350
"JBMP12-1","Labridae","Pictilabrus","laticlavius",1,125
"JBMP12-1","Pempherididae","Pempheris","klunzingeri",1,75
"JBMP12-1","Labridae","Dotalabrus","alleni",2,50
"JBMP12-1","Pomacentridae","Parma","mccullochi",8,250
"JBMP12-1","Pomacentridae","Parma","mccullochi",4,300
"JBMP12-1","Labridae","Coris","auricularis",1,250
"JBMP12-1","Labridae","Halichoeres","brownfieldi",5,100
"JBMP12-1","Labridae","Notolabrus","parilus",5,250
"JBMP12-1","Scorpididae","Scorpis","georgiana",1,200
"JBMP12-1","Scorpididae","Scorpis","georgiana",2,375
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",6,350
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",5,375
"JBMP12-1","Pomacentridae","Pomacentrus","milleri",1,105
"JBMP12-1","Kyphosidae","Kyphosus","sydneyanus",4,300
"JBMP12-1","Labridae","Coris","auricularis",5,100
"JBMP12-1","Labridae","Pictilabrus","viridis",2,50
"JBMP12-1","Labridae","Notolabrus","parilus",3,50
"JBMP12-1","Labridae","Notolabrus","parilus",4,100
"JBMP12-1","Pomacentridae","Parma","occidentalis",1,200
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",3,200
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",5,250
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",9,300
"JBMP12-1","Kyphosidae","Kyphosus","cornelii",4,400
"JBMP12-1","Pomacentridae","Pomacentrus","milleri",1,50
"JBMP12-1","Labridae","Dotalabrus","alleni",2,75
"JBMP12-1","Labridae","Coris","auricularis",9,150
"JBMP12-1","Labridae","Halichoeres","brownfieldi",5,50
"JBMP12-1","Cheilodactylidae","Cheilodactylus","rubrolabiatus",1,300
"JBMP12-1","Labridae","Pictilabrus","viridis",2,75
"JBMP12-1","Labridae","Notolabrus","parilus",10,75
"JBMP12-1","Labridae","Notolabrus","parilus",2,150
"JBMP12-1","Scorpididae","Scorpis","georgiana",3,350
"JBMP12-1","Pomacentridae","Pomacentrus","milleri",1,75
"JBMP12-2","Scorpididae","Neatypus","obliquus",1,125
"JBMP12-2","Labridae","Coris","auricularis",1,250
"JBMP12-2","Labridae","Halichoeres","brownfieldi",5,100
"JBMP12-2","Labridae","Bodianus","frenchii",1,125
"JBMP12-2","Labridae","Notolabrus","parilus",1,250
"JBMP12-2","Pomacentridae","Stegastes","obreptus",1,150
"JBMP12-2","Pomacentridae","Parma","mccullochi",1,150
"JBMP12-2","Labridae","Coris","auricularis",8,150
"JBMP12-2","Labridae","Coris","auricularis",2,200
"JBMP12-2","Labridae","Notolabrus","parilus",1,125
"JBMP12-2","Labridae","Notolabrus","parilus",1,200
"JBMP12-2","Scorpididae","Scorpis","georgiana",1,250
"JBMP12-2","Pomacentridae","Parma","occidentalis",3,100
"JBMP12-2","Kyphosidae","Kyphosus","sydneyanus",17,200
"JBMP12-2","Labridae","Coris","auricularis",5,100
"JBMP12-2","Labridae","Pictilabrus","viridis",1,100
"JBMP12-2","Plesiopidae","Paraplesiops","meleagris",1,125
"JBMP12-2","Ostraciidae","Anoplocapros","amygdaloides",1,150
"JBMP12-2","Labridae","Notolabrus","parilus",1,100
"JBMP12-2","Pseudochromidae","Labracinus","lineatus",1,125
"JBMP12-2","Kyphosidae","Kyphosus","cornelii",1,250
"JBMP12-2","Kyphosidae","Kyphosus","cornelii",1,300
"JBMP12-2","Pomacentridae","Pomacentrus","milleri",1,100
"JBMP12-2","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP12-2","Pomacentridae","Parma","mccullochi",1,75
"JBMP12-2","Labridae","Pictilabrus","viridis",5,75
"JBMP12-2","Labridae","Notolabrus","parilus",1,75
"JBMP12-2","Labridae","Notolabrus","parilus",1,150
"JBMP12-2","Pomacentridae","Parma","occidentalis",2,125
"JBMP12-2","Pomacentridae","Parma","occidentalis",1,150
"JBMP12-2","Pomacentridae","Stegastes","obreptus",2,100
"JBMP12-3","Labridae","Dotalabrus","alleni",1,75
"JBMP12-3","Labridae","Coris","auricularis",2,150
"JBMP12-3","Labridae","Coris","auricularis",1,200
"JBMP12-3","Labridae","Notolabrus","parilus",4,125
"JBMP12-3","Labridae","Notolabrus","parilus",1,150
"JBMP12-3","Tetraodontidae","Torquigener","pleurogramma",2,125
"JBMP12-3","Odacidae","Olisthops","cyanomelas",1,125
"JBMP12-3","Labridae","Halichoeres","brownfieldi",4,100
"JBMP12-3","Monodactylidae","Schuettea","woodwardi",55,50
"JBMP12-3","Labridae","Notolabrus","parilus",2,50
"JBMP12-3","Labridae","Pictilabrus","viridis",12,100
"JBMP12-3","Labridae","Notolabrus","parilus",1,100
"JBMP12-3","Odacidae","Olisthops","cyanomelas",1,100
"JBMP12-3","Labridae","Pictilabrus","viridis",5,75
"JBMP12-3","Labridae","Notolabrus","parilus",6,75
"JBMP12-4","Labridae","Notolabrus","parilus",1,50
"JBMP12-4","Labridae","Dotalabrus","alleni",1,75
"JBMP12-4","Labridae","Coris","auricularis",2,75
"JBMP12-4","Labridae","Halichoeres","brownfieldi",1,50
"JBMP12-4","Labridae","Notolabrus","parilus",7,75
"JBMP12-4","Labridae","Notolabrus","parilus",1,125
"JBMP12-4","Labridae","Coris","auricularis",4,100
"JBMP12-4","Labridae","Coris","auricularis",1,125
"JBMP12-4","Labridae","Halichoeres","brownfieldi",40,75
"JBMP12-4","Labridae","Pictilabrus","viridis",3,100
"JBMP12-4","Labridae","Notolabrus","parilus",4,100
"JBMP12-4","Labridae","Halichoeres","brownfieldi",1,100
"JBMP12-4","Labridae","Pictilabrus","viridis",2,75
"JBMP13-1","Labridae","Halichoeres","brownfieldi",4,100
"JBMP13-1","Labridae","Notolabrus","parilus",4,50
"JBMP13-1","Pomacentridae","Parma","mccullochi",1,150
"JBMP13-1","Pomacentridae","Parma","mccullochi",4,200
"JBMP13-1","Labridae","Halichoeres","brownfieldi",10,25
"JBMP13-1","Labridae","Notolabrus","parilus",3,125
"JBMP13-1","Labridae","Notolabrus","parilus",1,150
"JBMP13-1","Labridae","Suezichthys","cyanolaemus",3,25
"JBMP13-1","Labridae","Suezichthys","cyanolaemus",2,50
"JBMP13-1","Labridae","Halichoeres","brownfieldi",20,75
"JBMP13-1","Labridae","Notolabrus","parilus",2,100
"JBMP13-1","Labridae","Coris","auricularis",6,25
"JBMP13-1","Labridae","Halichoeres","brownfieldi",21,50
"JBMP13-1","Labridae","Notolabrus","parilus",6,75
"JBMP13-1","Apogonidae","Ostorhinchus","victoriae",1,50
"JBMP13-2","Labridae","Dotalabrus","alleni",1,75
"JBMP13-2","Pomacentridae","Parma","mccullochi",4,150
"JBMP13-2","Labridae","Coris","auricularis",17,75
"JBMP13-2","Labridae","Notolabrus","parilus",3,150
"JBMP13-2","Labridae","Notolabrus","parilus",1,200
"JBMP13-2","Labridae","Pictilabrus","laticlavius",1,150
"JBMP13-2","Labridae","Coris","auricularis",1,100
"JBMP13-2","Labridae","Notolabrus","parilus",5,125
"JBMP13-2","Apogonidae","Ostorhinchus","victoriae",1,125
"JBMP13-3","Labridae","Dotalabrus","alleni",1,100
"JBMP13-3","Labridae","Coris","auricularis",7,100
"JBMP13-3","Labridae","Notolabrus","parilus",1,100
"JBMP13-3","Pseudochromidae","Labracinus","lineatus",1,125
"JBMP13-3","Scorpididae","Scorpis","georgiana",2,350
"JBMP13-3","Pomacentridae","Parma","occidentalis",1,250
"JBMP13-3","Apogonidae","Ostorhinchus","victoriae",1,100
"JBMP13-3","Labridae","Coris","auricularis",2,75
"JBMP13-3","Labridae","Coris","auricularis",1,150
"JBMP13-3","Labridae","Notolabrus","parilus",1,350
"JBMP13-3","Pomacentridae","Parma","occidentalis",3,150
"JBMP13-3","Pomacentridae","Parma","occidentalis",1,200
"JBMP13-3","Labridae","Coris","auricularis",5,125
"JBMP13-3","Labridae","Notolabrus","parilus",2,125
"JBMP13-3","Pseudochromidae","Labracinus","lineatus",1,150
"JBMP13-3","Scorpididae","Scorpis","georgiana",2,200
"JBMP13-3","Scorpididae","Scorpis","georgiana",1,250
"JBMP13-3","Scorpididae","Scorpis","georgiana",1,300
"JBMP13-3","Pomacentridae","Parma","occidentalis",1,100
"JBMP13-3","Scorpididae","Neatypus","obliquus",3,100
"JBMP13-3","Ostraciidae","Anoplocapros","amygdaloides",1,125
"JBMP13-3","Labridae","Notolabrus","parilus",2,200
"JBMP13-4","Scorpididae","Neatypus","obliquus",2,100
"JBMP13-4","Labridae","Austrolabrus","maculatus",1,150
"JBMP13-4","Pempherididae","Pempheris","klunzingeri",1,125
"JBMP13-4","Labridae","Coris","auricularis",7,75
"JBMP13-4","Labridae","Coris","auricularis",9,150
