"Sample","Latitude","Longitude","Date","Location","DBCA_Zone","Site","Depth","Observer","DBCA_Sanctuary","Year","Time","Status","Successful.count","Successful.length"
"JBMP22-1",-30.58995,115.064819,"20181112","Jurien Marine Park","General Use","22","4","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP22-2",-30.58995,115.064819,"20181112","Jurien Marine Park","General Use","22","4","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP22-3",-30.58995,115.064819,"20181112","Jurien Marine Park","General Use","22","4","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP22-4",-30.58995,115.064819,"20181112","Jurien Marine Park","General Use","22","4","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP23-1",-30.485134,115.029983,"20181110","Jurien Marine Park","General Use","23","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP23-2",-30.485134,115.029983,"20181110","Jurien Marine Park","General Use","23","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP23-3",-30.485134,115.029983,"20181110","Jurien Marine Park","General Use","23","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP23-4",-30.485134,115.029983,"20181110","Jurien Marine Park","General Use","23","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP24-1",-30.435182,115.035499,"20181117","Jurien Marine Park","SP Scientific Reference","24","3","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP24-2",-30.435182,115.035499,"20181117","Jurien Marine Park","SP Scientific Reference","24","3","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP24-3",-30.435182,115.035499,"20181117","Jurien Marine Park","SP Scientific Reference","24","3","Paul Day","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP24-4",-30.435182,115.035499,"20181117","Jurien Marine Park","SP Scientific Reference","24","3","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP25-1",-30.120733,114.953651,"20181107","Jurien Marine Park","General Use","25","4","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP25-2",-30.120733,114.953651,"20181107","Jurien Marine Park","General Use","25","4","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP25-3",-30.120733,114.953651,"20181107","Jurien Marine Park","General Use","25","4","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP25-4",-30.120733,114.953651,"20181107","Jurien Marine Park","General Use","25","4","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP26-1",-30.681432,115.095481,"20181114","Jurien Marine Park","SP Scientific Reference","26","12","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP26-2",-30.681432,115.095481,"20181114","Jurien Marine Park","SP Scientific Reference","26","12","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP26-3",-30.681432,115.095481,"20181114","Jurien Marine Park","SP Scientific Reference","26","12","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP26-4",-30.681432,115.095481,"20181114","Jurien Marine Park","SP Scientific Reference","26","12","Paul Day","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP27-1",-30.625499,115.113365,"20181112","Jurien Marine Park","Sanctuary","27","3","Ben Jones","Cavanagh Reef",2018,"11:00:00","No-take","Yes","Yes"
"JBMP27-2",-30.625499,115.113365,"20181112","Jurien Marine Park","Sanctuary","27","3","Ben Jones","Cavanagh Reef",2018,"11:00:00","No-take","Yes","Yes"
"JBMP27-3",-30.625499,115.113365,"20181112","Jurien Marine Park","Sanctuary","27","3","Ben Jones","Cavanagh Reef",2018,"11:00:00","No-take","Yes","Yes"
"JBMP27-4",-30.625499,115.113365,"20181112","Jurien Marine Park","Sanctuary","27","3","Ben Jones","Cavanagh Reef",2018,"11:00:00","No-take","Yes","Yes"
"JBMP28-1",-30.589134,115.048866,"20181112","Jurien Marine Park","General Use","28","10","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP28-2",-30.589134,115.048866,"20181112","Jurien Marine Park","General Use","28","10","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP28-3",-30.589134,115.048866,"20181112","Jurien Marine Park","General Use","28","10","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP28-4",-30.589134,115.048866,"20181112","Jurien Marine Park","General Use","28","10","Ben Jones","Green Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP29-1",-30.671667,115.135635,"20181114","Jurien Marine Park","Sanctuary","29","5","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP29-2",-30.671667,115.135635,"20181114","Jurien Marine Park","Sanctuary","29","5","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP29-3",-30.671667,115.135635,"20181114","Jurien Marine Park","Sanctuary","29","5","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP29-4",-30.671667,115.135635,"20181114","Jurien Marine Park","Sanctuary","29","5","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP3-1",-30.421417,115.00193,"20181117","Jurien Marine Park","SP Scientific Reference","3","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP3-2",-30.421417,115.00193,"20181117","Jurien Marine Park","SP Scientific Reference","3","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP3-3",-30.421417,115.00193,"20181117","Jurien Marine Park","SP Scientific Reference","3","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP3-4",-30.421417,115.00193,"20181117","Jurien Marine Park","SP Scientific Reference","3","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP30-1",-30.6462,115.123901,"20181112","Jurien Marine Park","General Use","30","2","Ben Jones","Cavanagh Reef",2018,"11:00:00","Fished","Yes","Yes"
"JBMP30-2",-30.6462,115.123901,"20181112","Jurien Marine Park","General Use","30","2","Ben Jones","Cavanagh Reef",2018,"11:00:00","Fished","Yes","Yes"
"JBMP30-3",-30.6462,115.123901,"20181112","Jurien Marine Park","General Use","30","2","Ben Jones","Cavanagh Reef",2018,"11:00:00","Fished","Yes","Yes"
"JBMP30-4",-30.6462,115.123901,"20181112","Jurien Marine Park","General Use","30","2","Ben Jones","Cavanagh Reef",2018,"11:00:00","Fished","Yes","Yes"
"JBMP31-1",-30.169166,114.942169,"20181113","Jurien Marine Park","General Use","31","10","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP31-2",-30.169166,114.942169,"20181113","Jurien Marine Park","General Use","31","10","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP31-3",-30.169166,114.942169,"20181113","Jurien Marine Park","General Use","31","10","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP31-4",-30.169166,114.942169,"20181113","Jurien Marine Park","General Use","31","10","Ben Jones","Fisherman Islands",2018,"11:00:00","Fished","Yes","Yes"
"JBMP32-1",-30.41333,114.98167,"20181110","Jurien Marine Park","SP Scientific Reference","32","10","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP32-2",-30.41333,114.98167,"20181110","Jurien Marine Park","SP Scientific Reference","32","10","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP32-3",-30.41333,114.98167,"20181110","Jurien Marine Park","SP Scientific Reference","32","10","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP32-4",-30.41333,114.98167,"20181110","Jurien Marine Park","SP Scientific Reference","32","10","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP35-1",-30.346666,115.003997,"20181106","Jurien Marine Park","Sanctuary","35","2","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP35-2",-30.346666,115.003997,"20181106","Jurien Marine Park","Sanctuary","35","2","Lisa West",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP35-3",-30.346666,115.003997,"20181106","Jurien Marine Park","Sanctuary","35","2","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP35-4",-30.346666,115.003997,"20181106","Jurien Marine Park","Sanctuary","35","2","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP36-1",-30.3461,115.03757,"20181106","Jurien Marine Park","Sanctuary","36","5","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP36-2",-30.3461,115.03757,"20181106","Jurien Marine Park","Sanctuary","36","5","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP36-3",-30.3461,115.03757,"20181106","Jurien Marine Park","Sanctuary","36","5","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP36-4",-30.3461,115.03757,"20181106","Jurien Marine Park","Sanctuary","36","5","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP38-1",-30.799182,115.18695,"20181109","Jurien Marine Park","General Use","38","5","Ben Jones","Target Rock",2018,"11:00:00","Fished","Yes","Yes"
"JBMP38-2",-30.799182,115.18695,"20181109","Jurien Marine Park","General Use","38","5","Ben Jones","Target Rock",2018,"11:00:00","Fished","Yes","Yes"
"JBMP38-3",-30.799182,115.18695,"20181109","Jurien Marine Park","General Use","38","5","Ben Jones","Target Rock",2018,"11:00:00","Fished","Yes","Yes"
"JBMP38-4",-30.799182,115.18695,"20181109","Jurien Marine Park","General Use","38","5","Ben Jones","Target Rock",2018,"11:00:00","Fished","Yes","Yes"
"JBMP39-1",-30.678216,115.106002,"20181116","Jurien Marine Park","Sanctuary","39","3","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP39-2",-30.678216,115.106002,"20181116","Jurien Marine Park","Sanctuary","39","3","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP39-3",-30.678216,115.106002,"20181116","Jurien Marine Park","Sanctuary","39","3","Ben Jones",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP39-4",-30.678216,115.106002,"20181116","Jurien Marine Park","Sanctuary","39","3","Paul Day",NA,2018,"11:00:00","No-take","Yes","Yes"
"JBMP4-1",-30.433767,114.999732,"20181110","Jurien Marine Park","SP Scientific Reference","4","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP4-2",-30.433767,114.999732,"20181110","Jurien Marine Park","SP Scientific Reference","4","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP4-3",-30.433767,114.999732,"20181110","Jurien Marine Park","SP Scientific Reference","4","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP4-4",-30.433767,114.999732,"20181110","Jurien Marine Park","SP Scientific Reference","4","5","Ben Jones","Hill River",2018,"11:00:00","No-take","Yes","Yes"
"JBMP41-1",-30.712017,115.113217,"20181116","Jurien Marine Park","SP Scientific Reference","41","10","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP41-2",-30.712017,115.113217,"20181116","Jurien Marine Park","SP Scientific Reference","41","10","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP41-3",-30.712017,115.113217,"20181116","Jurien Marine Park","SP Scientific Reference","41","10","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP41-4",-30.712017,115.113217,"20181116","Jurien Marine Park","SP Scientific Reference","41","10","Ben Jones","Green Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP42-1",-30.29043,114.96651,"20181117","Jurien Marine Park","General Use","42","10","Ben Jones",NA,2018,"11:00:00","Fished","Yes","Yes"
"JBMP42-2",-30.29043,114.96651,"20181117","Jurien Marine Park","General Use","42","10","Ben Jones",NA,2018,"11:00:00","Fished","Yes","Yes"
"JBMP42-3",-30.29043,114.96651,"20181117","Jurien Marine Park","General Use","42","10","Paul Day",NA,2018,"11:00:00","Fished","Yes","Yes"
"JBMP42-4",-30.29043,114.96651,"20181117","Jurien Marine Park","General Use","42","10","Ben Jones",NA,2018,"11:00:00","Fished","Yes","Yes"
"JBMP5-1",-30.32908,114.98772,"20181106","Jurien Marine Park","General Use","5","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP5-2",-30.32908,114.98772,"20181106","Jurien Marine Park","General Use","5","5","Paul Day","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP5-3",-30.32908,114.98772,"20181106","Jurien Marine Park","General Use","5","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP5-4",-30.32908,114.98772,"20181106","Jurien Marine Park","General Use","5","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP6-1",-30.290065,114.97248,"20181107","Jurien Marine Park","General Use","6","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP6-2",-30.290065,114.97248,"20181107","Jurien Marine Park","General Use","6","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP6-3",-30.290065,114.97248,"20181107","Jurien Marine Park","General Use","6","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP6-4",-30.290065,114.97248,"20181107","Jurien Marine Park","General Use","6","5","Ben Jones","Hill River",2018,"11:00:00","Fished","Yes","Yes"
"JBMP7-1",-30.171249,114.955497,"20181113","Jurien Marine Park","SP Scientific Reference","7","5","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP7-2",-30.171249,114.955497,"20181113","Jurien Marine Park","SP Scientific Reference","7","5","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP7-3",-30.171249,114.955497,"20181113","Jurien Marine Park","SP Scientific Reference","7","5","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP7-4",-30.171249,114.955497,"20181113","Jurien Marine Park","SP Scientific Reference","7","5","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP8-1",-30.134033,114.948913,"20181107","Jurien Marine Park","Sanctuary","8","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP8-2",-30.134033,114.948913,"20181107","Jurien Marine Park","Sanctuary","8","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP8-3",-30.134033,114.948913,"20181107","Jurien Marine Park","Sanctuary","8","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP8-4",-30.134033,114.948913,"20181107","Jurien Marine Park","Sanctuary","8","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP9-1",-30.13403,114.94891,"20181118","Jurien Marine Park","Sanctuary","9","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP9-2",-30.13403,114.94891,"20181118","Jurien Marine Park","Sanctuary","9","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP9-3",-30.13403,114.94891,"20181118","Jurien Marine Park","Sanctuary","9","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
"JBMP9-4",-30.13403,114.94891,"20181118","Jurien Marine Park","Sanctuary","9","3","Ben Jones","Fisherman Islands",2018,"11:00:00","No-take","Yes","Yes"
