"Sample","Family","Genus","Species","Count","Length"
"JBMP1-2","Labridae","Halichoeres","brownfieldi",21,75
"JBMP1-2","Labridae","Notolabrus","parilus",3,100
"JBMP1-2","Haemulidae","Plectorhinchus","flavomaculatus",1,250
"JBMP1-2","Scorpididae","Scorpis","georgiana",1,250
"JBMP1-2","Scorpididae","Scorpis","georgiana",1,300
"JBMP1-2","Pomacentridae","Parma","mccullochi",3,200
"JBMP1-2","Pomacentridae","Parma","mccullochi",6,250
"JBMP1-2","Labridae","Coris","auricularis",8,25
"JBMP1-2","Labridae","Coris","auricularis",1,250
"JBMP1-2","Labridae","Halichoeres","brownfieldi",3,100
"JBMP1-2","Labridae","Notolabrus","parilus",3,75
"JBMP1-2","Labridae","Notolabrus","parilus",1,250
"JBMP1-2","Labridae","Notolabrus","parilus",1,300
"JBMP1-3","Odacidae","Heteroscarus","acroptilus",1,200
"JBMP1-3","Labridae","Austrolabrus","maculatus",2,150
"JBMP1-3","Pomacentridae","Parma","mccullochi",3,300
"JBMP1-3","Labridae","Coris","auricularis",11,75
"JBMP1-3","Labridae","Coris","auricularis",2,150
"JBMP1-3","Labridae","Notolabrus","parilus",9,150
"JBMP1-3","Kyphosidae","Kyphosus","sydneyanus",1,250
"JBMP1-3","Kyphosidae","Kyphosus","sydneyanus",1,300
"JBMP1-3","Labridae","Coris","auricularis",20,100
"JBMP1-3","Labridae","Notolabrus","parilus",2,100
"JBMP1-3","Labridae","Coris","auricularis",4,125
"JBMP1-3","Labridae","Halichoeres","brownfieldi",13,75
"JBMP1-3","Chaetodontidae","Chelmonops","curiosus",3,200
"JBMP1-3","Labridae","Notolabrus","parilus",5,125
"JBMP1-3","Pomacentridae","Parma","occidentalis",1,100
"JBMP1-3","Labridae","Pictilabrus","laticlavius",1,125
"JBMP1-3","Pomacentridae","Parma","mccullochi",2,200
"JBMP1-3","Pomacentridae","Parma","mccullochi",3,250
"JBMP1-3","Labridae","Coris","auricularis",2,200
"JBMP1-3","Labridae","Coris","auricularis",1,300
"JBMP1-3","Labridae","Notolabrus","parilus",5,200
"JBMP1-3","Labridae","Notolabrus","parilus",1,250
"JBMP1-3","Labridae","Notolabrus","parilus",1,300
"JBMP1-4","Kyphosidae","Kyphosus","sydneyanus",1,300
"JBMP1-4","Labridae","Coris","auricularis",6,100
"JBMP1-4","Odacidae","Olisthops","cyanomelas",1,250
"JBMP1-4","Pomacentridae","Parma","mccullochi",1,75
"JBMP1-4","Labridae","Coris","auricularis",6,75
"JBMP1-4","Labridae","Coris","auricularis",4,150
"JBMP1-4","Labridae","Pictilabrus","viridis",1,125
"JBMP1-4","Labridae","Notolabrus","parilus",1,75
"JBMP1-4","Labridae","Notolabrus","parilus",2,150
"JBMP1-4","Labridae","Notolabrus","parilus",5,200
"JBMP1-4","Kyphosidae","Kyphosus","sydneyanus",1,350
"JBMP1-4","Labridae","Coris","auricularis",8,125
"JBMP1-4","Labridae","Halichoeres","brownfieldi",22,75
"JBMP1-4","Labridae","Pictilabrus","viridis",2,100
"JBMP1-4","Labridae","Notolabrus","parilus",4,100
"JBMP1-4","Labridae","Notolabrus","parilus",4,125
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",2,350
"JBMP1-4","Kyphosidae","Kyphosus","sydneyanus",1,375
"JBMP1-4","Pomacentridae","Parma","mccullochi",3,250
"JBMP1-4","Pomacentridae","Parma","mccullochi",1,300
"JBMP1-4","Labridae","Halichoeres","brownfieldi",13,100
"JBMP1-4","Kyphosidae","Kyphosus","cornelii",1,375
"JBMP10-1","Scorpididae","Neatypus","obliquus",5,125
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",1,300
"JBMP10-1","Labridae","Austrolabrus","maculatus",1,100
"JBMP10-1","Pomacentridae","Parma","mccullochi",5,125
"JBMP10-1","Pomacentridae","Parma","mccullochi",3,150
"JBMP10-1","Pomacentridae","Parma","mccullochi",5,200
"JBMP10-1","Labridae","Coris","auricularis",1,125
"JBMP10-1","Labridae","Coris","auricularis",3,200
"JBMP10-1","Labridae","Pictilabrus","viridis",1,125
"JBMP10-1","Labridae","Notolabrus","parilus",3,125
"JBMP10-1","Labridae","Notolabrus","parilus",1,200
"JBMP10-1","Scorpididae","Scorpis","georgiana",2,250
"JBMP10-1","Labridae","Thalassoma","lutescens",1,200
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",2,100
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",5,125
"JBMP10-1","Labridae","Coris","auricularis",3,250
"JBMP10-1","Labridae","Coris","auricularis",1,300
"JBMP10-1","Labridae","Halichoeres","brownfieldi",1,100
"JBMP10-1","Serranidae","Epinephelides","armatus",1,200
"JBMP10-1","Scorpididae","Scorpis","georgiana",1,200
"JBMP10-1","Scorpididae","Neatypus","obliquus",1,150
"JBMP10-1","Kyphosidae","Kyphosus","sydneyanus",1,400
"JBMP10-1","Labridae","Coris","auricularis",17,100
"JBMP10-1","Scorpididae","Neatypus","obliquus",4,100
"JBMP10-1","Scorpididae","Scorpis","aequipinnis",1,200
"JBMP10-1","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP10-1","Labridae","Austrolabrus","maculatus",1,75
"JBMP10-1","Labridae","Coris","auricularis",5,75
"JBMP10-1","Labridae","Notolabrus","parilus",1,75
"JBMP10-2","Odacidae","Heteroscarus","acroptilus",1,200
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",1,250
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",2,300
"JBMP10-2","Labridae","Coris","auricularis",14,75
"JBMP10-2","Labridae","Pictilabrus","viridis",2,125
"JBMP10-2","Labridae","Notolabrus","parilus",1,125
"JBMP10-2","Odacidae","Olisthops","cyanomelas",1,125
"JBMP10-2","Odacidae","Olisthops","cyanomelas",2,200
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",2,125
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP10-2","Labridae","Dotalabrus","alleni",1,100
"JBMP10-2","Labridae","Halichoeres","brownfieldi",1,125
"JBMP10-2","Serranidae","Epinephelides","armatus",1,200
"JBMP10-2","Kyphosidae","Kyphosus","cornelii",8,250
"JBMP10-2","Labridae","Ophthalmolepis","lineolatus",2,150
"JBMP10-2","Labridae","Coris","auricularis",20,100
"JBMP10-2","Labridae","Coris","auricularis",6,125
"JBMP10-2","Scorpididae","Scorpis","georgiana",1,300
"JBMP10-2","Kyphosidae","Kyphosus","cornelii",2,200
"JBMP10-2","Pomacentridae","Parma","mccullochi",1,200
"JBMP10-2","Labridae","Coris","auricularis",1,250
"JBMP10-2","Labridae","Notolabrus","parilus",1,300
"JBMP10-2","Labridae","Thalassoma","lutescens",1,200
"JBMP10-3","Odacidae","Olisthops","cyanomelas",1,200
"JBMP10-3","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP10-3","Labridae","Coris","auricularis",22,100
"JBMP10-3","Odacidae","Olisthops","cyanomelas",1,250
"JBMP10-3","Odacidae","Olisthops","cyanomelas",1,300
"JBMP10-3","Labridae","Ophthalmolepis","lineolatus",2,250
"JBMP10-3","Labridae","Ophthalmolepis","lineolatus",1,300
"JBMP10-3","Pomacentridae","Parma","mccullochi",2,150
"JBMP10-3","Labridae","Coris","auricularis",1,75
"JBMP10-3","Labridae","Coris","auricularis",2,150
"JBMP10-3","Labridae","Coris","auricularis",3,200
"JBMP10-3","Labridae","Notolabrus","parilus",2,150
"JBMP10-3","Labridae","Notolabrus","parilus",1,200
"JBMP10-3","Labridae","Pictilabrus","laticlavius",2,200
"JBMP10-3","Labridae","Pictilabrus","laticlavius",1,250
"JBMP10-3","Labridae","Coris","auricularis",13,125
"JBMP10-3","Labridae","Halichoeres","brownfieldi",1,75
"JBMP10-3","Kyphosidae","Kyphosus","cornelii",2,350
"JBMP10-3","Labridae","Thalassoma","lutescens",1,125
"JBMP10-3","Labridae","Thalassoma","lutescens",1,150
"JBMP10-3","Labridae","Anampses","geographicus",1,100
"JBMP10-3","Pomacentridae","Parma","mccullochi",2,200
"JBMP10-3","Pomacentridae","Parma","mccullochi",2,250
"JBMP10-3","Labridae","Coris","auricularis",2,250
"JBMP10-3","Labridae","Coris","auricularis",2,300
"JBMP10-3","Labridae","Halichoeres","brownfieldi",5,100
"JBMP10-3","Labridae","Notolabrus","parilus",1,250
"JBMP10-3","Labridae","Notolabrus","parilus",1,300
"JBMP10-3","Labridae","Thalassoma","lutescens",2,200
"JBMP10-4","Kyphosidae","Kyphosus","sydneyanus",2,375
"JBMP10-4","Labridae","Pictilabrus","laticlavius",2,200
"JBMP10-4","Odacidae","Olisthops","cyanomelas",1,200
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",5,200
"JBMP10-4","Labridae","Coris","auricularis",4,250
"JBMP10-4","Labridae","Coris","auricularis",1,300
"JBMP10-4","Labridae","Halichoeres","brownfieldi",3,100
"JBMP10-4","Serranidae","Epinephelides","armatus",1,200
"JBMP10-4","Labridae","Notolabrus","parilus",1,250
"JBMP10-4","Labridae","Notolabrus","parilus",1,300
"JBMP10-4","Scorpididae","Scorpis","georgiana",1,375
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",3,250
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",1,300
"JBMP10-4","Mullidae","Parupeneus","spilurus",3,125
"JBMP10-4","Mullidae","Parupeneus","spilurus",1,150
"JBMP10-4","Labridae","Austrolabrus","maculatus",2,125
"JBMP10-4","Pomacentridae","Parma","mccullochi",1,150
"JBMP10-4","Pomacentridae","Parma","mccullochi",2,200
"JBMP10-4","Labridae","Coris","auricularis",19,125
"JBMP10-4","Labridae","Coris","auricularis",8,150
"JBMP10-4","Labridae","Coris","auricularis",5,200
"JBMP10-4","Labridae","Notolabrus","parilus",1,125
"JBMP10-4","Labridae","Notolabrus","parilus",3,200
"JBMP10-4","Labridae","Thalassoma","lutescens",1,150
"JBMP10-4","Kyphosidae","Kyphosus","sydneyanus",6,400
"JBMP10-4","Kyphosidae","Kyphosus","sydneyanus",4,500
"JBMP10-4","Labridae","Pictilabrus","laticlavius",1,250
"JBMP10-4","Labridae","Ophthalmolepis","lineolatus",2,150
"JBMP10-4","Labridae","Coris","auricularis",1,100
"JBMP10-4","Labridae","Halichoeres","brownfieldi",3,75
"JBMP10-4","Labridae","Pseudolabrus","biserialis",2,200
"JBMP10-4","Scorpididae","Scorpis","aequipinnis",1,350
"JBMP10-4","Labridae","Austrolabrus","maculatus",1,150
"JBMP10-4","Pomacentridae","Parma","mccullochi",6,250
"JBMP10-4","Labridae","Notolabrus","parilus",2,150
"JBMP10-4","Labridae","Thalassoma","lutescens",2,200
"JBMP11-1","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP11-1","Labridae","Coris","auricularis",1,50
"JBMP11-1","Labridae","Notolabrus","parilus",2,50
"JBMP11-1","Pomacentridae","Parma","mccullochi",2,150
"JBMP11-1","Labridae","Notolabrus","parilus",1,125
"JBMP11-1","Labridae","Notolabrus","parilus",2,200
"JBMP11-1","Pomacentridae","Parma","mccullochi",1,125
"JBMP11-1","Labridae","Halichoeres","brownfieldi",11,75
"JBMP11-1","Labridae","Pictilabrus","viridis",1,100
"JBMP11-1","Labridae","Notolabrus","parilus",6,100
"JBMP11-1","Scorpididae","Scorpis","georgiana",1,300
"JBMP11-1","Pomacentridae","Parma","occidentalis",1,100
"JBMP11-1","Pomacentridae","Parma","mccullochi",1,200
"JBMP11-1","Labridae","Halichoeres","brownfieldi",1,100
"JBMP11-1","Labridae","Notolabrus","parilus",6,75
"JBMP11-2","Kyphosidae","Kyphosus","sydneyanus",1,400
"JBMP11-2","Labridae","Ophthalmolepis","lineolatus",1,250
"JBMP11-2","Pomacentridae","Parma","mccullochi",2,75
"JBMP11-2","Labridae","Notolabrus","parilus",3,75
"JBMP11-2","Kyphosidae","Kyphosus","cornelii",1,200
"JBMP11-2","Labridae","Notolabrus","parilus",1,50
"JBMP11-2","Kyphosidae","Kyphosus","cornelii",40,250
"JBMP11-2","Labridae","Halichoeres","brownfieldi",12,75
"JBMP11-2","Labridae","Notolabrus","parilus",1,100
"JBMP11-2","Tetraodontidae","Torquigener","pleurogramma",1,100
"JBMP11-2","Scorpididae","Scorpis","georgiana",2,300
"JBMP11-2","Labridae","Pictilabrus","viridis",2,75
"JBMP11-2","Labridae","Notolabrus","parilus",1,300
"JBMP11-3","Pomacentridae","Parma","mccullochi",1,250
"JBMP11-3","Labridae","Notolabrus","parilus",3,150
"JBMP11-3","Kyphosidae","Kyphosus","cornelii",1,350
"JBMP11-3","Labridae","Coris","auricularis",1,100
"JBMP11-3","Labridae","Halichoeres","brownfieldi",1,75
"JBMP11-3","Kyphosidae","Kyphosus","cornelii",4,250
"JBMP11-3","Kyphosidae","Kyphosus","cornelii",2,300
"JBMP11-3","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP11-3","Labridae","Notolabrus","parilus",1,125
"JBMP11-3","Tetraodontidae","Torquigener","pleurogramma",1,125
"JBMP11-3","Pomacentridae","Parma","mccullochi",4,200
"JBMP11-3","Labridae","Halichoeres","brownfieldi",2,100
"JBMP11-3","Labridae","Notolabrus","parilus",3,200
"JBMP11-3","Labridae","Notolabrus","parilus",2,300
"JBMP11-3","Scorpididae","Scorpis","georgiana",2,375
"JBMP11-4","Labridae","Dotalabrus","alleni",1,125
"JBMP11-4","Labridae","Coris","auricularis",1,100
"JBMP11-4","Labridae","Halichoeres","brownfieldi",7,50
"JBMP11-4","Labridae","Pictilabrus","viridis",3,150
"JBMP11-4","Labridae","Pictilabrus","viridis",1,200
"JBMP11-4","Labridae","Notolabrus","parilus",2,150
"JBMP11-4","Tetraodontidae","Torquigener","pleurogramma",1,150
"JBMP11-4","Pomacentridae","Parma","mccullochi",4,150
"JBMP11-4","Labridae","Coris","auricularis",1,125
"JBMP11-4","Labridae","Halichoeres","brownfieldi",27,75
"JBMP11-4","Labridae","Pictilabrus","viridis",1,125
"JBMP11-4","Labridae","Notolabrus","parilus",1,125
"JBMP11-4","Pomacentridae","Parma","mccullochi",1,200
"JBMP11-4","Labridae","Coris","auricularis",1,200
"JBMP11-4","Labridae","Halichoeres","brownfieldi",10,100
"JBMP11-4","Labridae","Notolabrus","parilus",2,200
"JBMP12-1","Pempherididae","Pempheris","klunzingeri",9,125
"JBMP12-1","Pomacentridae","Parma","mccullochi",8,75
"JBMP12-1","Labridae","Coris","auricularis",2,150
"JBMP12-1","Labridae","Notolabrus","parilus",24,75
"JBMP12-1","Labridae","Notolabrus","parilus",1,150
"JBMP12-1","Pomacentridae","Stegastes","obreptus",1,100
"JBMP12-1","Scorpididae","Scorpis","aequipinnis",2,125
"JBMP12-1","Pomacentridae","Parma","mccullochi",2,100
"JBMP12-1","Labridae","Coris","auricularis",3,100
"JBMP12-1","Labridae","Notolabrus","parilus",4,100
"JBMP12-1","Apogonidae","Ostorhinchus","victoriae",2,125
"JBMP12-1","Labridae","Thalassoma","lutescens",1,125
"JBMP12-1","Pomacentridae","Parma","mccullochi",1,125
"JBMP12-1","Pomacentridae","Parma","mccullochi",1,150
"JBMP12-1","Labridae","Coris","auricularis",8,125
"JBMP12-1","Labridae","Pictilabrus","viridis",3,100
"JBMP12-1","Labridae","Pictilabrus","viridis",1,125
"JBMP12-1","Scorpididae","Scorpis","georgiana",1,300
"JBMP12-1","Pomacentridae","Parma","mccullochi",42,50
"JBMP12-1","Pomacentridae","Parma","mccullochi",12,200
"JBMP12-1","Labridae","Coris","auricularis",1,200
"JBMP12-1","Labridae","Coris","auricularis",5,250
"JBMP12-1","Labridae","Halichoeres","brownfieldi",2,100
"JBMP12-1","Labridae","Notolabrus","parilus",2,50
"JBMP12-1","Labridae","Notolabrus","parilus",1,200
"JBMP12-1","Labridae","Notolabrus","parilus",1,250
"JBMP12-2","Pomacentridae","Parma","mccullochi",15,100
"JBMP12-2","Pomacentridae","Parma","mccullochi",4,125
"JBMP12-2","Labridae","Coris","auricularis",5,100
"JBMP12-2","Labridae","Halichoeres","brownfieldi",4,75
"JBMP12-2","Labridae","Pictilabrus","viridis",2,100
"JBMP12-2","Labridae","Notolabrus","parilus",10,100
"JBMP12-2","Apogonidae","Ostorhinchus","victoriae",1,125
"JBMP12-2","Pomacentridae","Parma","mccullochi",1,250
"JBMP12-2","Labridae","Notolabrus","parilus",2,75
"JBMP12-2","Labridae","Notolabrus","parilus",4,150
"JBMP12-2","Pomacentridae","Parma","mccullochi",11,75
"JBMP12-2","Labridae","Coris","auricularis",1,150
"JBMP12-2","Labridae","Pictilabrus","viridis",1,125
"JBMP12-2","Labridae","Notolabrus","parilus",8,125
"JBMP12-2","Pomacentridae","Parma","occidentalis",2,100
"JBMP12-2","Apogonidae","Ostorhinchus","victoriae",1,150
"JBMP12-2","Pomacentridae","Parma","mccullochi",2,200
"JBMP12-2","Labridae","Halichoeres","brownfieldi",10,100
"JBMP12-2","Labridae","Notolabrus","parilus",1,250
"JBMP12-3","Labridae","Halichoeres","brownfieldi",3,75
"JBMP12-3","Labridae","Pictilabrus","viridis",6,100
"JBMP12-3","Labridae","Notolabrus","parilus",2,100
"JBMP12-3","Labridae","Notolabrus","parilus",2,125
"JBMP12-3","Labridae","Pictilabrus","laticlavius",1,200
"JBMP12-3","Labridae","Halichoeres","brownfieldi",7,100
"JBMP12-3","Labridae","Pictilabrus","viridis",2,75
"JBMP12-3","Odacidae","Olisthops","cyanomelas",1,250
"JBMP12-3","Labridae","Pictilabrus","viridis",2,125
"JBMP12-3","Labridae","Notolabrus","parilus",2,150
"JBMP12-3","Labridae","Halichoeres","brownfieldi",1,125
"JBMP12-3","Labridae","Notolabrus","parilus",1,200
"JBMP12-4","Labridae","Halichoeres","brownfieldi",6,50
"JBMP12-4","Labridae","Halichoeres","brownfieldi",5,100
"JBMP12-4","Labridae","Notolabrus","parilus",1,75
"JBMP12-4","Scorpididae","Scorpis","georgiana",1,100
"JBMP12-4","Pomacentridae","Parma","occidentalis",1,150
"JBMP12-4","Labridae","Coris","auricularis",5,100
"JBMP12-4","Labridae","Coris","auricularis",2,125
"JBMP12-4","Labridae","Halichoeres","brownfieldi",17,75
"JBMP12-4","Labridae","Notolabrus","parilus",4,100
"JBMP12-4","Labridae","Coris","auricularis",3,75
"JBMP12-4","Labridae","Notolabrus","parilus",8,125
"JBMP12-4","Labridae","Notolabrus","parilus",5,150
"JBMP12-4","Labridae","Coris","auricularis",1,200
"JBMP12-4","Labridae","Halichoeres","brownfieldi",1,125
"JBMP12-4","Labridae","Notolabrus","parilus",5,200
"JBMP13-1","Labridae","Austrolabrus","maculatus",3,100
"JBMP13-1","Pomacentridae","Parma","mccullochi",8,200
"JBMP13-1","Labridae","Coris","auricularis",2,100
"JBMP13-1","Labridae","Notolabrus","parilus",3,100
"JBMP13-1","Scorpididae","Scorpis","georgiana",4,250
"JBMP13-1","Scorpididae","Scorpis","georgiana",2,300
"JBMP13-1","Labridae","Austrolabrus","maculatus",1,75
"JBMP13-1","Pomacentridae","Parma","mccullochi",1,250
"JBMP13-1","Labridae","Notolabrus","parilus",3,75
"JBMP13-1","Labridae","Notolabrus","parilus",1,300
"JBMP13-1","Odacidae","Olisthops","cyanomelas",1,200
"JBMP13-1","Labridae","Ophthalmolepis","lineolatus",1,200
"JBMP13-1","Labridae","Austrolabrus","maculatus",1,125
"JBMP13-1","Pomacentridae","Parma","mccullochi",2,150
"JBMP13-1","Labridae","Coris","auricularis",1,75
"JBMP13-1","Labridae","Coris","auricularis",1,150
"JBMP13-1","Labridae","Notolabrus","parilus",2,125
"JBMP13-1","Labridae","Notolabrus","parilus",1,150
"JBMP13-1","Pseudochromidae","Labracinus","lineatus",1,250
"JBMP13-1","Scorpididae","Scorpis","georgiana",1,200
"JBMP13-1","Scorpididae","Scorpis","georgiana",1,350
"JBMP13-1","Pomacentridae","Parma","mccullochi",1,50
"JBMP13-1","Labridae","Coris","auricularis",2,200
"JBMP13-1","Labridae","Notolabrus","parilus",2,200
"JBMP13-2","Labridae","Austrolabrus","maculatus",4,75
"JBMP13-2","Labridae","Coris","auricularis",3,250
"JBMP13-2","Labridae","Coris","auricularis",1,300
"JBMP13-2","Labridae","Notolabrus","parilus",1,300
"JBMP13-2","Pomacentridae","Parma","mccullochi",3,200
"JBMP13-2","Labridae","Coris","auricularis",4,125
"JBMP13-2","Labridae","Coris","auricularis",1,200
"JBMP13-2","Labridae","Notolabrus","parilus",1,100
"JBMP13-2","Labridae","Notolabrus","parilus",1,125
"JBMP13-2","Scorpididae","Scorpis","georgiana",1,250
"JBMP13-2","Scorpididae","Scorpis","georgiana",2,300
"JBMP13-2","Pomacentridae","Parma","mccullochi",1,150
"JBMP13-2","Labridae","Coris","auricularis",5,75
"JBMP13-2","Labridae","Coris","auricularis",2,150
"JBMP13-2","Labridae","Pictilabrus","viridis",1,125
"JBMP13-2","Carangidae","Seriola","lalandi",2,750
"JBMP13-2","Labridae","Notolabrus","parilus",5,75
"JBMP13-2","Labridae","Notolabrus","parilus",5,150
"JBMP13-2","Mullidae","Parupeneus","spilurus",2,100
"JBMP13-2","Labridae","Austrolabrus","maculatus",5,50
"JBMP13-2","Labridae","Coris","auricularis",2,50
"JBMP13-2","Labridae","Coris","auricularis",5,100
"JBMP13-2","Labridae","Notolabrus","parilus",1,200
"JBMP13-3","Odacidae","Olisthops","cyanomelas",1,200
"JBMP13-3","Labridae","Halichoeres","brownfieldi",5,100
"JBMP13-3","Labridae","Notolabrus","parilus",2,250
"JBMP13-3","Labridae","Notolabrus","parilus",1,300
"JBMP13-3","Scorpididae","Scorpis","georgiana",1,350
"JBMP13-3","Pomacentridae","Parma","occidentalis",1,250
"JBMP13-3","Odacidae","Olisthops","cyanomelas",1,250
"JBMP13-3","Sphyraenidae","Sphyraena","obtusata",4,250
"JBMP13-3","Pomacentridae","Parma","mccullochi",2,200
"JBMP13-3","Labridae","Pictilabrus","viridis",1,125
"JBMP13-3","Labridae","Notolabrus","parilus",1,125
"JBMP13-3","Labridae","Notolabrus","parilus",1,200
"JBMP13-3","Pomacentridae","Parma","mccullochi",2,250
"JBMP13-3","Labridae","Notolabrus","parilus",3,150
"JBMP13-3","Labridae","Coris","auricularis",2,100
"JBMP13-3","Labridae","Halichoeres","brownfieldi",3,75
"JBMP13-3","Scorpididae","Scorpis","georgiana",1,300
"JBMP13-3","Pomacentridae","Parma","occidentalis",1,200
"JBMP13-4","Mullidae","Parupeneus","spilurus",1,200
"JBMP13-4","Pomacentridae","Parma","mccullochi",1,150
"JBMP13-4","Pomacentridae","Parma","mccullochi",7,200
"JBMP13-4","Labridae","Coris","auricularis",1,125
"JBMP13-4","Labridae","Halichoeres","brownfieldi",10,75
"JBMP13-4","Labridae","Notolabrus","parilus",2,125
"JBMP13-4","Labridae","Notolabrus","parilus",11,200
"JBMP13-4","Scorpididae","Scorpis","georgiana",1,300
"JBMP13-4","Pomacentridae","Parma","mccullochi",8,250
"JBMP13-4","Pomacentridae","Parma","mccullochi",2,300
"JBMP13-4","Labridae","Halichoeres","brownfieldi",10,100
"JBMP13-4","Labridae","Notolabrus","parilus",3,250
"JBMP13-4","Labridae","Coris","auricularis",2,150
"JBMP13-4","Labridae","Halichoeres","brownfieldi",7,50
"JBMP13-4","Labridae","Notolabrus","parilus",11,150
"JBMP13-4","Tetraodontidae","Torquigener","pleurogramma",1,150
"JBMP13-4","Kyphosidae","Kyphosus","sydneyanus",16,400
"JBMP13-4","Labridae","Coris","auricularis",2,100
"JBMP13-4","Labridae","Halichoeres","brownfieldi",3,125
"JBMP13-4","Labridae","Notolabrus","parilus",3,100
"JBMP14-1","Kyphosidae","Kyphosus","sydneyanus",10,375
"JBMP14-1","Mullidae","Parupeneus","spilurus",1,250
"JBMP14-1","Pomacentridae","Parma","mccullochi",1,25
"JBMP14-1","Pomacentridae","Parma","mccullochi",7,50
"JBMP14-1","Labridae","Coris","auricularis",6,25
"JBMP14-1","Labridae","Coris","auricularis",1,250
"JBMP14-1","Labridae","Halichoeres","brownfieldi",2,100
"JBMP14-1","Pomacentridae","Parma","mccullochi",2,125
"JBMP14-1","Pomacentridae","Parma","mccullochi",4,150
"JBMP14-1","Pomacentridae","Parma","mccullochi",3,200
"JBMP14-1","Labridae","Coris","auricularis",7,200
"JBMP14-1","Labridae","Halichoeres","brownfieldi",30,75
"JBMP14-1","Labridae","Notolabrus","parilus",3,125
"JBMP14-1","Pomacentridae","Parma","mccullochi",3,75
"JBMP14-1","Labridae","Coris","auricularis",6,75
"JBMP14-1","Labridae","Coris","auricularis",4,150
"JBMP14-1","Labridae","Notolabrus","parilus",6,75
"JBMP14-1","Labridae","Notolabrus","parilus",1,150
"JBMP14-1","Carangidae","Pseudocaranx","georgianus",1,125
"JBMP14-1","Labridae","Achoerodus","gouldii",1,300
"JBMP14-1","Pomacentridae","Parma","mccullochi",2,100
"JBMP14-1","Labridae","Coris","auricularis",2,100
"JBMP14-1","Labridae","Halichoeres","brownfieldi",1,125
"JBMP14-1","Haemulidae","Plectorhinchus","flavomaculatus",1,300
"JBMP14-1","Kyphosidae","Kyphosus","cornelii",70,300
"JBMP14-2","Pomacentridae","Parma","mccullochi",1,50
"JBMP14-2","Pomacentridae","Parma","mccullochi",1,100
"JBMP14-2","Labridae","Coris","auricularis",4,50
"JBMP14-2","Kyphosidae","Kyphosus","cornelii",54,300
"JBMP14-2","Mullidae","Parupeneus","spilurus",2,200
"JBMP14-2","Pomacentridae","Parma","mccullochi",1,75
"JBMP14-2","Pomacentridae","Parma","mccullochi",2,150
"JBMP14-2","Labridae","Coris","auricularis",27,75
