OpCode,Period,Latitude,Longitude,Date.time,Site,Location,Status,Depth,Observer.count,Observer.length,Successful.count,Successful.length,Comment,Transect_Length,DBCA_Zone,DBCA_Sanctuary
NMP_20190730_MI3_DOV,1,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI3_DOV,2,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI3_DOV,3,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI3_DOV,4,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI3_DOV,5,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI3_DOV,6,-21.66043,114.3735,2019-07-30T12:30:00+0800,MI3,Ningaloo Marine Park,No-take,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,North Muiron
NMP_20190730_MI4_DOV,1,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190730_MI4_DOV,2,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190730_MI4_DOV,3,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190730_MI4_DOV,4,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190730_MI4_DOV,5,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190730_MI4_DOV,6,-21.67022,114.35251,2019-07-30T13:17:00+0800,MI4,Ningaloo Marine Park,Fished,5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,North Muiron
NMP_20190805_O3_DOV,1,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O3_DOV,2,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O3_DOV,3,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O3_DOV,4,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O3_DOV,5,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O3_DOV,6,-22.22635,113.83485,2019-08-05T13:00:00+0800,O3,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Osprey
NMP_20190805_O4_DOV,1,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190805_O4_DOV,2,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190805_O4_DOV,3,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190805_O4_DOV,4,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190805_O4_DOV,5,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190805_O4_DOV,6,-22.20492,113.84399,2019-08-05T12:10:00+0800,O4,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Osprey
NMP_20190806_P2_DOV,1,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P2_DOV,2,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P2_DOV,3,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P2_DOV,4,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P2_DOV,5,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P2_DOV,6,-23.31876,113.78,2019-08-06T10:45:00+0800,P2,Ningaloo Marine Park,No-take,2.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Pelican
NMP_20190806_P3_DOV,1,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190806_P3_DOV,2,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190806_P3_DOV,3,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190806_P3_DOV,4,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190806_P3_DOV,5,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190806_P3_DOV,6,-23.23191,113.76211,2019-08-06T11:45:00+0800,P3,Ningaloo Marine Park,Fished,3,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Pelican
NMP_20190803_T1_DOV,1,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T1_DOV,2,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T1_DOV,3,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T1_DOV,4,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T1_DOV,5,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T1_DOV,6,-21.90432,113.9684,2019-08-03T14:30:00+0800,T1,Ningaloo Marine Park,Fished,4,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Tantabiddi
NMP_20190803_T2_DOV,1,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190803_T2_DOV,2,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190803_T2_DOV,3,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190803_T2_DOV,4,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190803_T2_DOV,5,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190803_T2_DOV,6,-21.90879,113.96397,2019-08-03T13:40:00+0800,T2,Ningaloo Marine Park,No-take,3.5,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Tantabiddi
NMP_20190831_W1_DOV,1,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W1_DOV,2,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W1_DOV,3,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W1_DOV,4,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W1_DOV,5,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W1_DOV,6,-22.48597,113.70692,2019-08-31T11:45:00+0800,W1,Ningaloo Marine Park,No-take,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Sanctuary,Winderabandi
NMP_20190831_W2_DOV,1,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
NMP_20190831_W2_DOV,2,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
NMP_20190831_W2_DOV,3,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
NMP_20190831_W2_DOV,4,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
NMP_20190831_W2_DOV,5,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
NMP_20190831_W2_DOV,6,-22.36853,113.75797,2019-08-31T12:50:00+0800,W2,Ningaloo Marine Park,Fished,2,Caprice Hyde,Caprice Hyde,Yes,Yes,,50,Recreation,Winderabandi
