"Sample","Family","Genus","Species","Count","Transect"
"B1-01","Nemipteridae","Scolopsis","bilineata",3,1
"B1-01","Siganidae","Siganus","doliatus",1,1
"B1-01","Pomacentridae","Stegastes","nigricans",1,1
"B1-01","Pomacentridae","Stegastes","obreptus",1,1
"B1-01","Pomacentridae","Stegastes","spp",7,1
"B1-01","Labridae","Thalassoma","hardwicke",1,1
"B1-01","Labridae","Thalassoma","lunare",2,1
"B1-01","Labridae","Thalassoma","lutescens",3,1
"B1-02","Scaridae","Scarus","rivulatus",1,2
"B1-02","Mullidae","Parupeneus","cyclostomus",1,2
"B1-02","Scaridae","Scarus","rivulatus",1,2
"B1-02","Scaridae","Chlorurus","sordidus",1,2
"B1-02","Scaridae","Scarus","schlegeli",1,2
"B1-02","Scaridae","Chlorurus","sordidus",1,2
"B1-02","Nemipteridae","Scolopsis","bilineata",1,2
"B1-02","Acanthuridae","Ctenochaetus","striatus",1,2
"B1-02","Serranidae","Plectropomus","maculatus",1,2
"B1-02","Acanthuridae","Zebrasoma","veliferum",1,2
"B1-02","Mullidae","Parupeneus","cyclostomus",1,2
"B1-02","Siganidae","Siganus","doliatus",1,2
"B1-02","Nemipteridae","Scolopsis","bilineata",1,2
"B1-02","Labridae","Thalassoma","lutescens",1,2
"B1-02","Labridae","Hemigymnus","melapterus",1,2
"B1-02","Scaridae","Scarus","ghobban",1,2
"B1-02","Labridae","Thalassoma","lutescens",1,2
"B1-02","Labridae","Thalassoma","lutescens",1,2
"B1-02","Pomacentridae","Dascyllus","reticulatus",1,2
"B1-02","Zanclidae","Zanclus","cornutus",1,2
"B1-02","Acanthuridae","Acanthurus","triostegus",1,2
"B1-02","Acanthuridae","Acanthurus","triostegus",1,2
"B1-02","Acanthuridae","Ctenochaetus","striatus",1,2
"B1-02","Scaridae","Scarus","rivulatus",1,2
"B1-02","Labridae","Hemigymnus","melapterus",1,2
"B1-02","Scaridae","Scarus","rivulatus",1,2
"B1-02","Acanthuridae","Acanthurus","triostegus",1,2
"B1-02","Acanthuridae","Ctenochaetus","striatus",1,2
"B1-02","Chaetodontidae","Heniochus","acuminatus",1,2
"B1-02","Labridae","Hemigymnus","fasciatus",1,2
"B1-02","Pomacentridae","Abudefduf","bengalensis",1,2
"B1-02","Pomacentridae","Abudefduf","sexfasciatus",1,2
"B1-02","Pomacentridae","Stegastes","spp",1,2
"B1-02","Pomacentridae","Abudefduf","sexfasciatus",1,2
"B1-02","Pomacentridae","Chromis","viridis",1,2
"B1-02","Pomacentridae","Chromis","viridis",1,2
"B1-02","Pomacentridae","Chromis","viridis",1,2
"B1-02","Pomacentridae","Chromis","viridis",1,2
"B1-02","Acanthuridae","Acanthurus","grammoptilus",1,2
"B1-02","Acanthuridae","Acanthurus","triostegus",1,2
"B1-02","Acanthuridae","Acanthurus","triostegus",1,2
"B1-02","Pomacentridae","Stegastes","spp",1,2
"B1-02","Pomacentridae","Abudefduf","bengalensis",1,2
"B1-02","Pomacentridae","Abudefduf","sexfasciatus",10,2
"B1-02","Acanthuridae","Acanthurus","triostegus",33,2
"B1-02","Chaetodontidae","Chaetodon","citrinellus",2,2
"B1-02","Chaetodontidae","Chaetodon","lunula",1,2
"B1-02","Scaridae","Chlorurus","sordidus",10,2
"B1-02","Labridae","Choerodon","cauteroma",1,2
"B1-02","Pomacentridae","Chromis","viridis",22,2
"B1-02","Acanthuridae","Ctenochaetus","striatus",26,2
"B1-02","Pomacentridae","Dascyllus","reticulatus",4,2
"B1-02","Labridae","Hemigymnus","melapterus",1,2
"B1-02","Kyphosidae","Kyphosus","spp",67,2
"B1-02","Pomacentridae","Neoglyphidodon","nigroris",2,2
"B1-02","Pomacentridae","Pomacentrus","coelestis",4,2
"B1-02","Pomacentridae","Pomacentrus","milleri",4,2
"B1-02","Pomacentridae","Pomacentrus","moluccensis",2,2
"B1-02","Priacanthidae","Priacanthus","blochii",2,2
"B1-02","Scaridae","Scaridae","spp",26,2
"B1-02","Scaridae","Scarus","frenatus",1,2
"B1-02","Scaridae","Scarus","frenatus",1,2
"B1-02","Scaridae","Scarus","rivulatus",3,2
"B1-02","Scaridae","Scarus","rivulatus",29,2
"B1-02","Scaridae","Scarus","schlegeli",2,2
"B1-02","Nemipteridae","Scolopsis","bilineata",7,2
"B1-02","Siganidae","Siganus","doliatus",8,2
"B1-02","Pomacentridae","Stegastes","spp",12,2
"B1-02","Labridae","Thalassoma","lunare",2,2
"B1-02","Labridae","Thalassoma","lutescens",4,2
"B1-02","Zanclidae","Zanclus","cornutus",4,2
"B1-02","Acanthuridae","Zebrasoma","veliferum",2,2
"B1-03","Chaetodontidae","Chaetodon","lunulatus",1,3
"B1-03","Scaridae","Scarus","rivulatus",1,3
"B1-03","Labridae","Choerodon","cauteroma",1,3
"B1-03","Labridae","Thalassoma","lunare",1,3
"B1-03","Scaridae","Scarus","frenatus",1,3
"B1-03","Lethrinidae","Lethrinus","atkinsoni",1,3
"B1-03","Haemulidae","Plectorhinchus","multivittatus",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",1,3
"B1-03","Labridae","Hemigymnus","fasciatus",1,3
"B1-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B1-03","Lutjanidae","Lutjanus","carponotatus",1,3
"B1-03","Labridae","Hologymnosus","annulatus",1,3
"B1-03","Lutjanidae","Lutjanus","carponotatus",1,3
"B1-03","Scaridae","Scarus","rivulatus",1,3
"B1-03","Lethrinidae","Lethrinus","atkinsoni",1,3
"B1-03","Scaridae","Scarus","schlegeli",1,3
"B1-03","Lethrinidae","Lethrinus","atkinsoni",1,3
"B1-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B1-03","Scaridae","Scarus","ghobban",1,3
"B1-03","Scaridae","Scarus","schlegeli",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",1,3
"B1-03","Scaridae","Chlorurus","bleekeri",1,3
"B1-03","Scaridae","Chlorurus","sordidus",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",1,3
"B1-03","Nemipteridae","Scolopsis","bilineata",1,3
"B1-03","Pomacentridae","Neoglyphidodon","nigroris",1,3
"B1-03","Pomacentridae","Neoglyphidodon","melas",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Pomacentridae","Chromis","viridis",1,3
"B1-03","Labridae","Hemigymnus","melapterus",1,3
"B1-03","Acanthuridae","Zebrasoma","scopas",1,3
"B1-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B1-03","Pomacentridae","Dascyllus","reticulatus",1,3
"B1-03","Labridae","Thalassoma","lutescens",1,3
"B1-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",1,3
"B1-03","Pomacentridae","Neoglyphidodon","nigroris",1,3
"B1-03","Lethrinidae","Lethrinus","atkinsoni",1,3
"B1-03","Pomacentridae","Abudefduf","bengalensis",1,3
"B1-03","Pomacentridae","Abudefduf","sexfasciatus",19,3
"B1-03","Acanthuridae","Acanthurus","grammoptilus",1,3
"B1-03","Acanthuridae","Acanthurus","triostegus",1,3
"B1-03","Labridae","Bodianus","axillaris",1,3
"B1-03","Chaetodontidae","Chaetodon","aureofasciatus",1,3
"B1-03","Chaetodontidae","Chaetodon","lunulatus",1,3
"B1-03","Labridae","Choerodon","cauteroma",1,3
"B1-03","Pomacentridae","Chromis","viridis",25,3
"B1-03","Pomacentridae","Dascyllus","reticulatus",1,3
"B1-03","Labridae","Hemigymnus","melapterus",2,3
"B1-03","Chaetodontidae","Heniochus","acuminatus",1,3
"B1-03","Kyphosidae","Kyphosus","spp",2,3
"B1-03","Labridae","Labroides","dimidiatus",1,3
"B1-03","Pomacentridae","Neoglyphidodon","melas",1,3
"B1-03","Pomacentridae","Neoglyphidodon","nigroris",8,3
"B1-03","Pomacentridae","Pomacentrus","milleri",1,3
"B1-03","Pomacentridae","Pomacentrus","moluccensis",14,3
"B1-03","Priacanthidae","Priacanthus","blochii",1,3
"B1-03","Scaridae","Scaridae","spp",17,3
"B1-03","Scaridae","Scarus","rivulatus",1,3
"B1-03","Scaridae","Scarus","schlegeli",1,3
"B1-03","Siganidae","Siganus","doliatus",2,3
"B1-03","Pomacentridae","Stegastes","spp",8,3
"B1-04","Pomacentridae","Abudefduf","sexfasciatus",1,4
"B1-04","Pomacentridae","Dascyllus","reticulatus",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Acanthuridae","Acanthurus","grammoptilus",1,4
"B1-04","Chaetodontidae","Chelmon","marginalis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Pomacentrus","milleri",1,4
"B1-04","Pomacentridae","Pomacentrus","milleri",1,4
"B1-04","Labridae","Thalassoma","lunare",1,4
"B1-04","Nemipteridae","Scolopsis","bilineata",1,4
"B1-04","Pomacentridae","Neoglyphidodon","nigroris",1,4
"B1-04","Pomacentridae","Stegastes","spp",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Chromis","viridis",1,4
"B1-04","Pomacentridae","Dascyllus","reticulatus",1,4
"B1-04","Scaridae","Chlorurus","sordidus",1,4
"B1-04","Pomacanthidae","Pomacanthus","semicirculatus",1,4
"B1-04","Pomacentridae","Abudefduf","sexfasciatus",1,4
"B1-04","Pomacentridae","Dascyllus","reticulatus",1,4
"B1-04","Pomacentridae","Pomacentrus","moluccensis",1,4
"B1-04","Lutjanidae","Lutjanus","carponotatus",1,4
"B1-04","Pomacentridae","Abudefduf","sexfasciatus",3,4
"B1-04","Acanthuridae","Acanthurus","grammoptilus",17,4
"B1-04","Chaetodontidae","Chaetodon","plebeius",2,4
"B1-04","Labridae","Cheilinus","trilobatus",2,4
"B1-04","Scaridae","Chlorurus","sordidus",4,4
"B1-04","Labridae","Choerodon","spp",1,4
"B1-04","Pomacentridae","Chromis","viridis",34,4
"B1-04","Pomacentridae","Dascyllus","reticulatus",12,4
"B1-04","Labridae","Hemigymnus","fasciatus",1,4
"B1-04","Labridae","Hemigymnus","melapterus",1,4
"B1-04","Pomacentridae","Neoglyphidodon","melas",1,4
"B1-04","Pomacentridae","Neoglyphidodon","nigroris",13,4
"B1-04","Mullidae","Parupeneus","cyclostomus",1,4
"B1-04","Pomacentridae","Plectroglyphidodon","johnstonianus",1,4
"B1-04","Pomacentridae","Pomacentrus","milleri",3,4
"B1-04","Pomacentridae","Pomacentrus","moluccensis",41,4
"B1-04","Scaridae","Scaridae","spp",1,4
"B1-04","Scaridae","Scaridae","spp",2,4
"B1-04","Scaridae","Scarus","rivulatus",1,4
"B1-04","Nemipteridae","Scolopsis","bilineata",6,4
"B1-04","Pomacentridae","Stegastes","spp",9,4
"B1-04","Labridae","Thalassoma","lunare",5,4
"B1-04","Labridae","Thalassoma","lutescens",3,4
"B1-05","Caesionidae","Caesio","cuning",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",1,5
"B1-05","Labridae","Choerodon","monostigma",1,5
"B1-05","Labridae","Hemigymnus","fasciatus",1,5
"B1-05","Pomacentridae","Pomacentrus","moluccensis",1,5
"B1-05","Pomacentridae","Neoglyphidodon","melas",1,5
"B1-05","Pomacentridae","Neoglyphidodon","nigroris",1,5
"B1-05","Pomacentridae","Pomacentrus","moluccensis",1,5
"B1-05","Labridae","Hemigymnus","fasciatus",1,5
"B1-05","Labridae","Choerodon","cauteroma",1,5
"B1-05","Pomacentridae","Pomacentrus","vaiuli",1,5
"B1-05","Lutjanidae","Lutjanus","carponotatus",1,5
"B1-05","Scaridae","Chlorurus","sordidus",1,5
"B1-05","Labridae","Hemigymnus","melapterus",1,5
"B1-05","Labridae","Labroides","dimidiatus",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",1,5
"B1-05","Pomacentridae","Pomacentrus","moluccensis",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",1,5
"B1-05","Labridae","Choerodon","cyanodus",1,5
"B1-05","Pomacentridae","Chromis","viridis",1,5
"B1-05","Labridae","Choerodon","cyanodus",1,5
"B1-05","Serranidae","Epinephelus","fasciatus",1,5
"B1-05","Lutjanidae","Lutjanus","lemniscatus",1,5
"B1-05","Labridae","Thalassoma","lutescens",1,5
"B1-05","Lethrinidae","Lethrinus","atkinsoni",1,5
"B1-05","Pomacentridae","Abudefduf","sexfasciatus",16,5
"B1-05","Acanthuridae","Acanthurus","grammoptilus",2,5
"B1-05","Caesionidae","Caesio","cuning",1,5
"B1-05","Chaetodontidae","Chaetodon","plebeius",1,5
"B1-05","Chaetodontidae","Chelmon","marginalis",1,5
"B1-05","Scaridae","Chlorurus","sordidus",1,5
"B1-05","Scaridae","Chlorurus","sordidus",1,5
"B1-05","Labridae","Choerodon","monostigma",1,5
"B1-05","Pomacentridae","Chromis","viridis",11,5
"B1-05","Acanthuridae","Ctenochaetus","striatus",1,5
"B1-05","Pomacentridae","Dascyllus","aruanus",1,5
"B1-05","Pomacentridae","Dascyllus","reticulatus",41,5
"B1-05","Labridae","Gomphosus","varius",2,5
"B1-05","Labridae","Hemigymnus","fasciatus",1,5
"B1-05","Labridae","Hemigymnus","melapterus",2,5
"B1-05","Labridae","Labroides","dimidiatus",1,5
"B1-05","Lutjanidae","Lutjanus","lemniscatus",1,5
"B1-05","Blenniidae","Meiacanthus","grammistes",1,5
"B1-05","Pomacentridae","Neoglyphidodon","nigroris",9,5
"B1-05","Pomacentridae","Pomacentrus","coelestis",1,5
"B1-05","Pomacentridae","Pomacentrus","moluccensis",27,5
"B1-05","Nemipteridae","Scolopsis","bilineata",2,5
"B1-05","Pomacentridae","Stegastes","spp",8,5
"B1-05","Labridae","Thalassoma","lunare",1,5
"B1-05","Labridae","Thalassoma","lutescens",1,5
"B1-05","Acanthuridae","Zebrasoma","scopas",2,5
"B1-06","Scaridae","Chlorurus","sordidus",1,6
"B1-06","Lutjanidae","Lutjanus","lemniscatus",1,6
"B1-06","Pomacentridae","Pomacentrus","milleri",1,6
"B1-06","Acanthuridae","Acanthurus","grammoptilus",1,6
"B1-06","Labridae","Hemigymnus","melapterus",1,6
"B1-06","Pomacentridae","Neoglyphidodon","nigroris",1,6
"B1-06","Lutjanidae","Lutjanus","carponotatus",1,6
"B1-06","Scaridae","Scarus","prasiognathos",1,6
"B1-06","Chaetodontidae","Chaetodon","citrinellus",1,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",1,6
"B1-06","Pomacentridae","Pomacentrus","moluccensis",1,6
"B1-06","Lethrinidae","Lethrinus","spp",1,6
"B1-06","Pomacentridae","Pomacentrus","moluccensis",1,6
"B1-06","Pomacentridae","Pomacentrus","moluccensis",1,6
"B1-06","Lutjanidae","Lutjanus","lemniscatus",1,6
"B1-06","Lutjanidae","Lutjanus","carponotatus",1,6
"B1-06","Labridae","Bodianus","axillaris",1,6
"B1-06","Pomacentridae","Pomacentrus","moluccensis",1,6
"B1-06","Lutjanidae","Lutjanus","carponotatus",1,6
"B1-06","Lutjanidae","Lutjanus","carponotatus",1,6
"B1-06","Labridae","Labroides","dimidiatus",1,6
"B1-06","Serranidae","Epinephelus","malabaricus",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Caesionidae","Caesio","cuning",1,6
"B1-06","Lutjanidae","Lutjanus","carponotatus",1,6
"B1-06","Lutjanidae","Lutjanus","lemniscatus",1,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",1,6
"B1-06","Pomacentridae","Abudefduf","bengalensis",1,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",1,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",1,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",1,6
"B1-06","Labridae","Thalassoma","lunare",1,6
"B1-06","Pomacentridae","Neoglyphidodon","nigroris",1,6
"B1-06","Labridae","Hemigymnus","fasciatus",1,6
"B1-06","Pomacentridae","Abudefduf","bengalensis",2,6
"B1-06","Pomacentridae","Abudefduf","sexfasciatus",20,6
"B1-06","Balistidae","Balistidae","spp",1,6
"B1-06","Caesionidae","Caesio","cuning",94,6
"B1-06","Caesionidae","Caesio","spp",15,6
"B1-06","Labridae","Cheilinus","trilobatus",1,6
"B1-06","Scaridae","Chlorurus","sordidus",2,6
"B1-06","Pomacentridae","Chromis","viridis",14,6
"B1-06","Pomacentridae","Dascyllus","reticulatus",2,6
"B1-06","Labridae","Gomphosus","varius",1,6
"B1-06","Labridae","Hemigymnus","melapterus",2,6
"B1-06","Labridae","Labroides","dimidiatus",3,6
"B1-06","Pomacentridae","Neoglyphidodon","melas",1,6
"B1-06","Pomacentridae","Neoglyphidodon","nigroris",18,6
"B1-06","Pomacentridae","Neopomacentrus","azysron",10,6
"B1-06","Pomacentridae","Pomacentrus","coelestis",1,6
"B1-06","Pomacentridae","Pomacentrus","moluccensis",50,6
"B1-06","Scaridae","Scaridae","spp",8,6
"B1-06","Scaridae","Scarus","rivulatus",1,6
"B1-06","Nemipteridae","Scolopsis","bilineata",2,6
"B1-06","Pomacentridae","Stegastes","spp",7,6
"B1-06","Labridae","Thalassoma","lunare",1,6
"B1-06","Labridae","Thalassoma","lutescens",1,6
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",1,1
"B2-01","Pomacentridae","Chromis","viridis",1,1
"B2-01","Pomacentridae","Chromis","viridis",1,1
"B2-01","Pomacentridae","Chromis","viridis",1,1
"B2-01","Labridae","Hemigymnus","melapterus",1,1
"B2-01","Lutjanidae","Lutjanus","carponotatus",1,1
"B2-01","Pomacentridae","Pomacentrus","moluccensis",1,1
"B2-01","Acanthuridae","Zebrasoma","scopas",1,1
"B2-01","Pomacentridae","Pomacentrus","moluccensis",1,1
"B2-01","Lutjanidae","Lutjanus","carponotatus",1,1
"B2-01","Pomacentridae","Dascyllus","reticulatus",1,1
"B2-01","Latidae","Psammoperca","datnioides",1,1
"B2-01","Scaridae","Chlorurus","sordidus",1,1
"B2-01","Pomacentridae","Dascyllus","reticulatus",1,1
"B2-01","Pomacentridae","Abudefduf","bengalensis",1,1
"B2-01","Labridae","Labroides","dimidiatus",1,1
"B2-01","Acanthuridae","Acanthurus","grammoptilus",1,1
"B2-01","Nemipteridae","Scolopsis","bilineata",1,1
"B2-01","Pomacentridae","Neoglyphidodon","melas",1,1
"B2-01","Siganidae","Siganus","fuscescens",1,1
"B2-01","Scaridae","Chlorurus","sordidus",1,1
"B2-01","Pomacentridae","Abudefduf","sexfasciatus",1,1
"B2-01","Labridae","Hologymnosus","annulatus",1,1
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",1,1
"B2-01","Nemipteridae","Scolopsis","bilineata",1,1
"B2-01","Pomacentridae","Abudefduf","bengalensis",2,1
"B2-01","Pomacentridae","Abudefduf","sexfasciatus",7,1
"B2-01","Acanthuridae","Acanthurus","grammoptilus",3,1
"B2-01","Pomacentridae","Amblyglyphidodon","spp",1,1
"B2-01","Labridae","Anampses","meleagrides",1,1
"B2-01","Caesionidae","Caesio","cuning",4,1
"B2-01","Pomacanthidae","Centropyge","tibicen",2,1
"B2-01","Chaetodontidae","Chaetodon","auriga",1,1
"B2-01","Labridae","Cheilinus","trilobatus",1,1
"B2-01","Scaridae","Chlorurus","sordidus",13,1
"B2-01","Pomacentridae","Chromis","atripectoralis",60,1
"B2-01","Pomacentridae","Chromis","viridis",195,1
"B2-01","Pomacentridae","Dascyllus","aruanus",1,1
"B2-01","Pomacentridae","Dascyllus","reticulatus",8,1
"B2-01","Labridae","Hemigymnus","fasciatus",1,1
"B2-01","Labridae","Hemigymnus","melapterus",4,1
"B2-01","Pomacentridae","Neoglyphidodon","melas",1,1
"B2-01","Pomacentridae","Neoglyphidodon","nigroris",8,1
"B2-01","Haemulidae","Plectorhinchus","multivittatus",1,1
"B2-01","Pomacentridae","Pomacentrus","milleri",3,1
"B2-01","Pomacentridae","Pomacentrus","moluccensis",26,1
"B2-01","Scaridae","Scaridae","spp",41,1
"B2-01","Scaridae","Scarus","ghobban",2,1
"B2-01","Scaridae","Scarus","ghobban",2,1
"B2-01","Scaridae","Scarus","rivulatus",30,1
"B2-01","Scaridae","Scarus","schlegeli",1,1
"B2-01","Nemipteridae","Scolopsis","bilineata",8,1
"B2-01","Siganidae","Siganus","fuscescens",1,1
"B2-01","Labridae","Thalassoma","lunare",3,1
"B2-01","Zanclidae","Zanclus","cornutus",1,1
"B2-02","Labridae","Thalassoma","lunare",1,2
"B2-02","Labridae","Choerodon","schoenleinii",1,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Pomacentridae","Pomacentrus","moluccensis",1,2
"B2-02","Pomacentridae","Chromis","viridis",1,2
"B2-02","Pomacentridae","Chromis","viridis",1,2
"B2-02","Lutjanidae","Lutjanus","carponotatus",1,2
"B2-02","Pomacentridae","Chromis","viridis",1,2
"B2-02","Labridae","Thalassoma","lunare",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Labridae","Thalassoma","lutescens",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,2
"B2-02","Labridae","Hemigymnus","melapterus",1,2
"B2-02","Labridae","Coris","aygula",1,2
"B2-02","Labridae","Hemigymnus","melapterus",1,2
"B2-02","Labridae","Thalassoma","lunare",1,2
"B2-02","Pomacentridae","Pomacentrus","moluccensis",1,2
"B2-02","Labridae","Thalassoma","lutescens",1,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Pomacentridae","Pomacentrus","milleri",1,2
"B2-02","Labridae","Thalassoma","lunare",1,2
"B2-02","Acanthuridae","Acanthurus","grammoptilus",9,2
"B2-02","Caesionidae","Caesio","cuning",1,2
"B2-02","Scaridae","Chlorurus","sordidus",1,2
"B2-02","Scaridae","Chlorurus","sordidus",9,2
"B2-02","Pomacentridae","Chromis","viridis",357,2
"B2-02","Pomacentridae","Dascyllus","reticulatus",2,2
"B2-02","Labridae","Hemigymnus","fasciatus",1,2
"B2-02","Labridae","Hemigymnus","melapterus",1,2
"B2-02","Labridae","Hemigymnus","melapterus",2,2
"B2-02","Pomacentridae","Neoglyphidodon","nigroris",9,2
"B2-02","Mullidae","Parupeneus","cyclostomus",1,2
"B2-02","Pomacanthidae","Pomacanthus","sexstriatus",1,2
"B2-02","Pomacentridae","Pomacentrus","milleri",7,2
"B2-02","Pomacentridae","Pomacentrus","moluccensis",43,2
"B2-02","Scaridae","Scaridae","spp",85,2
"B2-02","Scaridae","Scarus","frenatus",1,2
"B2-02","Scaridae","Scarus","ghobban",1,2
"B2-02","Scaridae","Scarus","rivulatus",1,2
"B2-02","Siganidae","Siganus","fuscescens",40,2
"B2-02","Pomacentridae","Stegastes","spp",3,2
"B2-02","Labridae","Thalassoma","lunare",4,2
"B2-02","Labridae","Thalassoma","lutescens",1,2
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Pomacentridae","Neoglyphidodon","nigroris",1,3
"B2-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B2-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B2-03","Labridae","Thalassoma","lunare",1,3
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Pomacentridae","Neoglyphidodon","nigroris",1,3
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Pomacentridae","Abudefduf","bengalensis",1,3
"B2-03","Acanthuridae","Zebrasoma","scopas",1,3
"B2-03","Lutjanidae","Lutjanus","carponotatus",1,3
"B2-03","Pomacentridae","Chromis","viridis",1,3
"B2-03","Pomacentridae","Chromis","viridis",1,3
"B2-03","Pomacentridae","Chromis","viridis",1,3
"B2-03","Pomacentridae","Chromis","viridis",1,3
"B2-03","Scaridae","Chlorurus","sordidus",1,3
"B2-03","Labridae","Labroides","dimidiatus",1,3
"B2-03","Pomacentridae","Pomacentrus","moluccensis",1,3
"B2-03","Labridae","Choerodon","schoenleinii",1,3
"B2-03","Acanthuridae","Zebrasoma","scopas",1,3
"B2-03","Labridae","Hemigymnus","melapterus",1,3
