Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Successful.count,Successful.length,Depth,Observer,Transect_Length,DBCA_Zone,DBCA_Sanctuary
L2-04,-21.79652,114.13527,20131030,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,No,11,Ryan Douglas,50,Sanctuary,Lighthouse
L2-05,-21.79652,114.13527,20131030,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,No,11,Ryan Douglas,50,Sanctuary,Lighthouse
L2-06,-21.79652,114.13527,20131030,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,No,11,Ryan Douglas,50,Sanctuary,Lighthouse
MB1-01,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB1-02,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB1-03,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB1-04,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB1-05,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB1-06,-21.96544,113.92226,20130925,11:00:00,Ningaloo Marine Park,No-take,MB1,Yes,No,2,Ryan Douglas,50,Sanctuary,Mangrove
MB2-01,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
MB2-02,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
MB2-03,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
MB2-04,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
MB2-05,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
MB2-06,-21.99948,113.91345,20130925,11:00:00,Ningaloo Marine Park,Fished,MB2,Yes,No,2,Ryan Douglas,50,Recreation,Mangrove
T1-01,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-02,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-03,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-04,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-05,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-06,-21.90432,113.9684,20130923,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T2-01,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-02,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-03,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-04,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-05,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-06,-21.90879,113.96397,20130923,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
