Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Successful.count,Successful.length,Depth,Observer,Transect_Length,DBCA_Zone,DBCA_Sanctuary
L1-02,-21.79904,114.12791,20150826,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-03,-21.79904,114.12791,20150826,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-04,-21.79904,114.12791,20150826,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-05,-21.79904,114.12791,20150826,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L1-06,-21.79904,114.12791,20150826,11:00:00,Ningaloo Marine Park,Fished,L1,Yes,Yes,12,Caprice,50,Recreation,Lighthouse
L2-01,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
L2-02,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
L2-03,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
L2-04,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
L2-05,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
L2-06,-21.79652,114.13527,20150825,11:00:00,Ningaloo Marine Park,No-take,L2,Yes,Yes,11,Caprice,50,Sanctuary,Lighthouse
M1-01,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M1-02,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M1-03,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M1-04,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M1-05,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M1-06,-22.10341,113.88142,20150817,11:00:00,Ningaloo Marine Park,No-take,M1,Yes,Yes,3,Nicole Ryan,50,Sanctuary,Mandu
M3-01,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
M3-02,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
M3-03,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
M3-04,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
M3-05,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
M3-06,-22.05195,113.89831,20150817,11:00:00,Ningaloo Marine Park,Fished,M3,Yes,Yes,5,Nicole Ryan,50,Recreation,Mandu
O3-01,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-02,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-03,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-04,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-05,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-06,-22.22635,113.83485,20150819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O4-01,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-02,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-03,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-04,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-05,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-06,-22.20492,113.84399,20150819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
T1-01,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T1-02,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T1-03,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T1-04,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T1-05,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T1-06,-21.90432,113.9684,20150812,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Caprice,50,Recreation,Tantabiddi
T2-01,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-02,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-03,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-04,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-05,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
T2-06,-21.90879,113.96397,20150812,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Caprice,50,Sanctuary,Tantabiddi
