"","Family","Sector","Year","Site","mean"
"554","Underdeveloped","Eastern Sector",2012,"BUNBR",0
"555","Underdeveloped","Eastern Sector",2012,"BUNN",0
"556","Underdeveloped","Eastern Sector",2012,"BUNN+",0
"557","Underdeveloped","Eastern Sector",2013,"BUNBR",0
"558","Underdeveloped","Eastern Sector",2013,"BUNN",0
"559","Underdeveloped","Eastern Sector",2013,"BUNN+",0
"560","Underdeveloped","Eastern Sector",2014,"BUNBR",0
"561","Underdeveloped","Eastern Sector",2014,"BUNN",0
"562","Underdeveloped","Eastern Sector",2014,"BUNN+",0
"563","Underdeveloped","Eastern Sector",2015,"BUNBR",0.333333333333333
"564","Underdeveloped","Eastern Sector",2015,"BUNN",1.14285714285714
"565","Underdeveloped","Eastern Sector",2015,"BUNN+",0
"566","Underdeveloped","Eastern Sector",2016,"BUNBR",1
"567","Underdeveloped","Eastern Sector",2016,"BUNN",0.0666666666666667
"568","Underdeveloped","Eastern Sector",2016,"BUNN+",0.2
"569","Underdeveloped","Eastern Sector",2017,"BUNBR",0.333333333333333
"570","Underdeveloped","Eastern Sector",2017,"BUNN",0.133333333333333
"571","Underdeveloped","Eastern Sector",2017,"BUNN+",0.133333333333333
"572","Underdeveloped","Eastern Sector",2018,"BUNBR",0.6
"573","Underdeveloped","Eastern Sector",2018,"BUNN",0.142857142857143
"574","Underdeveloped","Eastern Sector",2018,"BUNN+",0.133333333333333
"575","Underdeveloped","Eastern Sector",2019,"BUNBR",0.666666666666667
"576","Underdeveloped","Eastern Sector",2019,"BUNN",0.0714285714285714
"577","Underdeveloped","Eastern Sector",2019,"BUNN+",0
"578","Underdeveloped","Eastern Sector",2020,"BUNBR",0.4
"579","Underdeveloped","Eastern Sector",2020,"BUNN",0
"580","Underdeveloped","Eastern Sector",2020,"BUNN+",0.0714285714285714
"581","Underdeveloped","Eastern Sector",2021,"BUNBR",0.285714285714286
"582","Underdeveloped","Eastern Sector",2021,"BUNN",0.0666666666666667
"583","Underdeveloped","Eastern Sector",2021,"BUNN+",0.533333333333333
"584","Underdeveloped","Northern Sector",2011,"JUR",0
"585","Underdeveloped","Northern Sector",2011,"TLC",0
"586","Underdeveloped","Northern Sector",2011,"TLSZ",0
"587","Underdeveloped","Northern Sector",2012,"JUR",0
"588","Underdeveloped","Northern Sector",2012,"TLC",0
"589","Underdeveloped","Northern Sector",2012,"TLSZ",0
"590","Underdeveloped","Northern Sector",2013,"JUR",0
"591","Underdeveloped","Northern Sector",2013,"TLC",0
"592","Underdeveloped","Northern Sector",2013,"TLSZ",0
"593","Underdeveloped","Northern Sector",2014,"JUR",0
"594","Underdeveloped","Northern Sector",2014,"TLC",0
"595","Underdeveloped","Northern Sector",2014,"TLSZ",0
"596","Underdeveloped","Northern Sector",2015,"JUR",0.0833333333333333
"597","Underdeveloped","Northern Sector",2015,"TLC",0.214285714285714
"598","Underdeveloped","Northern Sector",2015,"TLSZ",0.428571428571429
"599","Underdeveloped","Northern Sector",2016,"JUR",0.0666666666666667
"600","Underdeveloped","Northern Sector",2016,"TLC",0
"601","Underdeveloped","Northern Sector",2016,"TLSZ",1.93333333333333
"602","Underdeveloped","Northern Sector",2017,"JUR",0.0666666666666667
"603","Underdeveloped","Northern Sector",2017,"TLC",0
"604","Underdeveloped","Northern Sector",2017,"TLSZ",0.133333333333333
"605","Underdeveloped","Northern Sector",2018,"JUR",0
"606","Underdeveloped","Northern Sector",2018,"TLC",0
"607","Underdeveloped","Northern Sector",2018,"TLSZ",0.2
"608","Underdeveloped","Northern Sector",2019,"JUR",0.2
"609","Underdeveloped","Northern Sector",2019,"TLC",0
"610","Underdeveloped","Northern Sector",2019,"TLSZ",0.0666666666666667
"611","Underdeveloped","Northern Sector",2020,"JUR",0.2
"612","Underdeveloped","Northern Sector",2020,"TLC",0.2
"613","Underdeveloped","Northern Sector",2020,"TLSZ",1.13333333333333
"614","Underdeveloped","Northern Sector",2021,"JUR",0.615384615384615
"615","Underdeveloped","Northern Sector",2021,"TLC",0.25
"616","Underdeveloped","Northern Sector",2021,"TLSZ",0.666666666666667
"617","Underdeveloped","Southern Sector",2011,"CBBR",0
"618","Underdeveloped","Southern Sector",2011,"CBIL",0
"619","Underdeveloped","Southern Sector",2011,"CBLN",0
"620","Underdeveloped","Southern Sector",2011,"CBOB",0
"621","Underdeveloped","Southern Sector",2011,"CBSL",0
"622","Underdeveloped","Southern Sector",2012,"CBBR",0
"623","Underdeveloped","Southern Sector",2012,"CBIL",0
"624","Underdeveloped","Southern Sector",2012,"CBLN",0
"625","Underdeveloped","Southern Sector",2012,"CBOB",0
"626","Underdeveloped","Southern Sector",2013,"CBBR",0
"627","Underdeveloped","Southern Sector",2013,"CBIL",0
"628","Underdeveloped","Southern Sector",2013,"CBOB",0
"629","Underdeveloped","Southern Sector",2014,"CBBR",0
"630","Underdeveloped","Southern Sector",2014,"CBIL",0
"631","Underdeveloped","Southern Sector",2014,"CBLN",0
"632","Underdeveloped","Southern Sector",2014,"CBOB",0
"633","Underdeveloped","Southern Sector",2015,"CBBR",0
"634","Underdeveloped","Southern Sector",2015,"CBIL",7.2
"635","Underdeveloped","Southern Sector",2015,"CBLN",1.28571428571429
"636","Underdeveloped","Southern Sector",2015,"CBOB",0.333333333333333
"637","Underdeveloped","Southern Sector",2016,"CBBR",1.73333333333333
"638","Underdeveloped","Southern Sector",2016,"CBIL",3.93333333333333
"639","Underdeveloped","Southern Sector",2016,"CBLN",2.4
"640","Underdeveloped","Southern Sector",2016,"CBOB",0.733333333333333
"641","Underdeveloped","Southern Sector",2017,"CBBR",0.866666666666667
"642","Underdeveloped","Southern Sector",2017,"CBIL",2.73333333333333
"643","Underdeveloped","Southern Sector",2017,"CBLN",3.6
"644","Underdeveloped","Southern Sector",2017,"CBOB",0.266666666666667
"645","Underdeveloped","Southern Sector",2018,"CBBR",0.866666666666667
"646","Underdeveloped","Southern Sector",2018,"CBIL",4.26666666666667
"647","Underdeveloped","Southern Sector",2018,"CBLN",2.26666666666667
"648","Underdeveloped","Southern Sector",2018,"CBOB",0.666666666666667
"649","Underdeveloped","Southern Sector",2019,"CBBR",0.333333333333333
"650","Underdeveloped","Southern Sector",2019,"CBIL",14.3333333333333
"651","Underdeveloped","Southern Sector",2019,"CBLN",6.8
"652","Underdeveloped","Southern Sector",2019,"CBOB",0.266666666666667
"653","Underdeveloped","Southern Sector",2020,"CBBR",0.25
"654","Underdeveloped","Southern Sector",2020,"CBIL",2.46666666666667
"655","Underdeveloped","Southern Sector",2020,"CBLN",2.57142857142857
"656","Underdeveloped","Southern Sector",2020,"CBOB",0.4
"657","Underdeveloped","Southern Sector",2021,"CBBR",0.857142857142857
"658","Underdeveloped","Southern Sector",2021,"CBIL",25
"659","Underdeveloped","Southern Sector",2021,"CBLN",2.33333333333333
"660","Underdeveloped","Southern Sector",2021,"CBOB",1.13333333333333
"661","Unknown","Eastern Sector",2011,"BUNBR",0
"662","Unknown","Eastern Sector",2011,"BUNN",0
"663","Unknown","Eastern Sector",2011,"BUNN+",0
"664","Unknown","Eastern Sector",2012,"BUNBR",0
"665","Unknown","Eastern Sector",2012,"BUNN",0
"666","Unknown","Eastern Sector",2012,"BUNN+",0
"667","Unknown","Eastern Sector",2013,"BUNBR",0
"668","Unknown","Eastern Sector",2013,"BUNN",0
"669","Unknown","Eastern Sector",2013,"BUNN+",0
"670","Unknown","Eastern Sector",2014,"BUNBR",0
"671","Unknown","Eastern Sector",2014,"BUNN",0
"672","Unknown","Eastern Sector",2014,"BUNN+",0
"673","Unknown","Eastern Sector",2015,"BUNBR",0
"674","Unknown","Eastern Sector",2015,"BUNN",0
"675","Unknown","Eastern Sector",2015,"BUNN+",0
"676","Unknown","Eastern Sector",2016,"BUNBR",0.0666666666666667
"677","Unknown","Eastern Sector",2016,"BUNN",0
"678","Unknown","Eastern Sector",2016,"BUNN+",0
"679","Unknown","Eastern Sector",2017,"BUNBR",0
"680","Unknown","Eastern Sector",2017,"BUNN",0
"681","Unknown","Eastern Sector",2017,"BUNN+",0
"682","Unknown","Eastern Sector",2018,"BUNBR",0
"683","Unknown","Eastern Sector",2018,"BUNN",0
"684","Unknown","Eastern Sector",2018,"BUNN+",0
"685","Unknown","Eastern Sector",2019,"BUNBR",0
"686","Unknown","Eastern Sector",2019,"BUNN",0
"687","Unknown","Eastern Sector",2019,"BUNN+",0
"688","Unknown","Eastern Sector",2020,"BUNBR",0
"689","Unknown","Eastern Sector",2020,"BUNN",0
"690","Unknown","Eastern Sector",2020,"BUNN+",0
"691","Unknown","Eastern Sector",2021,"BUNBR",0
"692","Unknown","Eastern Sector",2021,"BUNN",0
"693","Unknown","Eastern Sector",2021,"BUNN+",0
"694","Unknown","Northern Sector",2011,"JUR",0
"695","Unknown","Northern Sector",2011,"TLC",0
"696","Unknown","Northern Sector",2011,"TLSZ",0
"697","Unknown","Northern Sector",2012,"JUR",0
"698","Unknown","Northern Sector",2012,"TLC",0
"699","Unknown","Northern Sector",2012,"TLSZ",0
"700","Unknown","Northern Sector",2013,"JUR",0
"701","Unknown","Northern Sector",2013,"TLC",0
"702","Unknown","Northern Sector",2013,"TLSZ",0
"703","Unknown","Northern Sector",2014,"JUR",0
"704","Unknown","Northern Sector",2014,"TLC",0
"705","Unknown","Northern Sector",2014,"TLSZ",0
"706","Unknown","Northern Sector",2015,"JUR",0
"707","Unknown","Northern Sector",2015,"TLC",0
"708","Unknown","Northern Sector",2015,"TLSZ",0
"709","Unknown","Northern Sector",2016,"JUR",0
"710","Unknown","Northern Sector",2016,"TLC",0
"711","Unknown","Northern Sector",2016,"TLSZ",0
"712","Unknown","Northern Sector",2017,"JUR",0
"713","Unknown","Northern Sector",2017,"TLC",0
"714","Unknown","Northern Sector",2017,"TLSZ",0
"715","Unknown","Northern Sector",2018,"JUR",0
"716","Unknown","Northern Sector",2018,"TLC",0
"717","Unknown","Northern Sector",2018,"TLSZ",0
"718","Unknown","Northern Sector",2019,"JUR",0
"719","Unknown","Northern Sector",2019,"TLC",0
"720","Unknown","Northern Sector",2019,"TLSZ",0
"721","Unknown","Northern Sector",2020,"JUR",0
"722","Unknown","Northern Sector",2020,"TLC",0.2
"723","Unknown","Northern Sector",2020,"TLSZ",0.0666666666666667
"724","Unknown","Northern Sector",2021,"JUR",0
"725","Unknown","Northern Sector",2021,"TLC",0
"726","Unknown","Northern Sector",2021,"TLSZ",0.0666666666666667
"727","Unknown","Southern Sector",2011,"CBBR",0
"728","Unknown","Southern Sector",2011,"CBIL",0
"729","Unknown","Southern Sector",2011,"CBLN",0
"730","Unknown","Southern Sector",2011,"CBOB",0
"731","Unknown","Southern Sector",2011,"CBSL",0
"732","Unknown","Southern Sector",2012,"CBBR",0
"733","Unknown","Southern Sector",2012,"CBIL",0
"734","Unknown","Southern Sector",2012,"CBLN",0
"735","Unknown","Southern Sector",2012,"CBOB",0
"736","Unknown","Southern Sector",2013,"CBBR",0
"737","Unknown","Southern Sector",2013,"CBIL",0
"738","Unknown","Southern Sector",2013,"CBOB",0
"739","Unknown","Southern Sector",2014,"CBBR",0
"740","Unknown","Southern Sector",2014,"CBIL",0
"741","Unknown","Southern Sector",2014,"CBLN",0
"742","Unknown","Southern Sector",2014,"CBOB",0
"743","Unknown","Southern Sector",2015,"CBBR",0
"744","Unknown","Southern Sector",2015,"CBIL",0
"745","Unknown","Southern Sector",2015,"CBLN",0
"746","Unknown","Southern Sector",2015,"CBOB",0
"747","Unknown","Southern Sector",2016,"CBBR",0
"748","Unknown","Southern Sector",2016,"CBIL",0
"749","Unknown","Southern Sector",2016,"CBLN",0
"750","Unknown","Southern Sector",2016,"CBOB",0
"751","Unknown","Southern Sector",2017,"CBBR",0
"752","Unknown","Southern Sector",2017,"CBIL",0
"753","Unknown","Southern Sector",2017,"CBLN",0
"754","Unknown","Southern Sector",2017,"CBOB",0
"755","Unknown","Southern Sector",2018,"CBBR",0
"756","Unknown","Southern Sector",2018,"CBIL",0
"757","Unknown","Southern Sector",2018,"CBLN",0
"758","Unknown","Southern Sector",2018,"CBOB",0
"759","Unknown","Southern Sector",2019,"CBBR",0
"760","Unknown","Southern Sector",2019,"CBIL",0
"761","Unknown","Southern Sector",2019,"CBLN",0
"762","Unknown","Southern Sector",2019,"CBOB",0
"763","Unknown","Southern Sector",2020,"CBBR",0
"764","Unknown","Southern Sector",2020,"CBIL",0
"765","Unknown","Southern Sector",2020,"CBLN",0
"766","Unknown","Southern Sector",2020,"CBOB",0
"767","Unknown","Southern Sector",2021,"CBBR",0
"768","Unknown","Southern Sector",2021,"CBIL",0.0666666666666667
"769","Unknown","Southern Sector",2021,"CBLN",0
"770","Unknown","Southern Sector",2021,"CBOB",0
