"","sample","length","campaignid","scientific"
"218","NMP_20190806_OF-34_BRUV",494.89565,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"219","NMP_20190806_OF-38_BRUV",456.58122,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"220","NMP_20190806_OF-39_BRUV",524.25223,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"221","NMP_20190806_OF-41_BRUV",522.01027,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"222","NMP_20190806_OF-41_BRUV",573.45593,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"223","NMP_20190806_OF-45_BRUV",510.03274,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"224","NMP_20190806_OF-45_BRUV",521.08711,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"225","NMP_20190806_CS-1_BRUV",449.39794,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"226","NMP_20190806_CS-1_BRUV",530.3466,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"227","NMP_20190806_CS-2_BRUV",535.5291,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"228","NMP_20190806_CS-2_BRUV",546.11147,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"229","NMP_20190806_CS-3_BRUV",435.15183,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"230","NMP_20190806_CS-5_BRUV",546.67857,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"231","NMP_20190806_CS-15_BRUV",351.19309,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"232","NMP_20190806_CS-15_BRUV",364.97231,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"233","NMP_20190806_CS-15_BRUV",340.24122,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"234","NMP_20190806_CS-15_BRUV",496.66764,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"235","NMP_20190806_CS-15_BRUV",315.79341,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"236","NMP_20190806_CS-15_BRUV",333.51307,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"237","NMP_20190808_PF-2_BRUV",654.90067,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"238","NMP_20190808_PF-2_BRUV",550.74397,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"239","NMP_20190808_PF-2_BRUV",527.86117,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"240","NMP_20190808_PF-2_BRUV",573.52508,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"241","NMP_20190808_PF-3_BRUV",556.94186,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"242","NMP_20190808_PF-3_BRUV",576.52162,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"243","NMP_20190808_PF-4_BRUV",696.55054,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"244","NMP_20190808_PF-6_BRUV",505.57361,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"245","NMP_20190808_PF-9_BRUV",502.97019,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"246","NMP_20190808_PF-9_BRUV",611.66667,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"247","NMP_20190808_PF-9_BRUV",517.22099,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"248","NMP_20190808_PF-9_BRUV",428.11094,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"249","NMP_20190808_PF-9_BRUV",412.10343,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"250","NMP_20190808_PF-9_BRUV",478.4972,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"251","NMP_20190808_PF-20_BRUV",552.2816,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"252","NMP_20190808_PF-20_BRUV",571.62588,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"253","NMP_20190809_PS-40_BRUV",390.30361,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"254","NMP_20190809_PS-40_BRUV",427.43411,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"255","NMP_20190809_PS-40_BRUV",331.77308,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"256","NMP_20190809_PS-40_BRUV",623.05873,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"257","NMP_20190810_CF-16_BRUV",451.53707,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"258","NMP_20190810_CF-16_BRUV",471.84978,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"259","NMP_20190810_CF-16_BRUV",360.74827,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"260","NMP_20190810_CF-17_BRUV",606.45772,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"261","NMP_20190810_CF-17_BRUV",478.66813,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"262","NMP_20190810_CF-18_BRUV",341.99779,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"263","NMP_20190810_CF-18_BRUV",413.46121,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"264","NMP_20190810_CF-19_BRUV",556.87385,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"265","NMP_20190810_CF-21_BRUV",653.46717,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"266","NMP_20190810_CF-23_BRUV",526.31904,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"267","NMP_20190810_CF-23_BRUV",672.74423,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"268","NMP_20190810_CF-23_BRUV",645.32022,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"269","NMP_20190810_CS-32_BRUV",409.89436,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"270","NMP_20190810_CS-37_BRUV",588.32075,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"271","NMP_20190810_CS-38_BRUV",348.76306,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"272","NMP_20190810_CS-45_BRUV",450.31541,"2019-08_Ningaloo.MP.Monitoring_stereoBRUVs","Lethrinus nebulosus"
"273","10.14",546.29864,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"274","10.14",493.69645,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"275","11.01",383.35292,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"276","11.02",516.16765,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"277","11.02",476.67596,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"278","11.03",476.03862,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"279","11.05",397.14438,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"280","12.02",484.19223,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"281","12.03",495.62213,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"282","12.03",493.633,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"283","12.04",522.16306,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"284","12.04",471.05312,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"285","14.12",398.80059,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"286","17.08",479.02085,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"287","18.01",323.30432,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"288","18.04",428.58962,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"289","2.07",341.39147,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"290","2.07",393.4005,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"291","2.07",422.35141,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"292","30.01",386.94242,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"293","30.04",522.26889,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"294","31.01",334.96571,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"295","31.06",246.43423,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"296","6.03",515.37942,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"297","7.03",443.3858,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"298","7.03",459.62474,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"299","7.03",467.99069,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"300","8.07",486.64106,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"301","8.07",455.38547,"2019-08_Ningaloo_stereo-BRUVs","Lethrinus nebulosus"
"302","11",501.69436,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"303","18",460.97062,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"304","18",575.95357,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"305","20",531.09894,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"306","20",531.09894,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"307","20",481.27658,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"308","20",481.27658,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"309","22",567.68864,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"310","22",567.68864,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"311","26",503.21786,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"312","4",491.17234,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"313","4",491.17234,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"314","45",587.2214,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"315","45",587.2214,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"316","47",450.89316,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"317","47",450.89316,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"318","5",462.64894,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"319","5",462.64894,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"320","50",517.01693,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"321","50",517.01693,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"322","50",524.6783,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"323","50",524.6783,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"324","54",468.0881,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"325","54",468.0881,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"326","55",490.09087,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"327","55",490.09087,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"328","56",478.34661,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"329","56",478.34661,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"330","58",504.62344,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"331","58",504.62344,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"332","60",453.49221,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"333","60",453.49221,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"334","60",525.75698,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"335","60",525.75698,"2022-05_PtCloates_stereo-BRUVS","Lethrinidae Lethrinus nebulosus"
"336","PCB11",502.0684,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"337","PCB11",380.89883,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"338","PCB11",390.43037,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"339","PCB11",483.24929,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"340","PCB2",463.9663,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"341","PCB21",463.92297,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"342","PCB21",463.92297,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"343","PCB21",533.54694,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"344","PCB21",533.54694,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"345","PCB25",452.77609,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"346","PCB25",436.84753,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"347","PCB25",438.68133,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"348","PCB28",516.56513,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"349","PCB28",516.56513,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"350","PCB28",443.67725,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"351","PCB28",443.67725,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"352","PCB29",498.26079,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"353","PCB3",416.33533,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"354","PCB3",416.33533,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"355","PCB30",459.3629,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"356","PCB30",509.8905,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"357","PCB30",526.30067,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"358","PCB30",439.56662,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"359","PCB30",417.35721,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"360","PCB30",477.24217,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"361","PCB4",559.70093,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"362","PCB9",405.13196,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"363","PCB9",405.13196,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"364","PCBP1",500.68374,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"365","PCBP14",481.62682,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"366","PCBP14",531.83541,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"367","PCBP16",467.06552,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"368","PCBP16",474.9295,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"369","PCBP16",449.30298,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"370","PCBP18",459.0808,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"371","PCBP6",452.04106,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"372","PCBP6",467.52027,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"373","PCBP6",447.09299,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"374","PCBP6",561.3111,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"375","PCBP6",572.53767,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"376","PCBP6",514.36996,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"377","PCBRUV14",472.1866,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"378","PCBRUV14",472.1866,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"379","PCBRUV18",539.72917,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"380","PCBRUV18",539.72917,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"381","PCBRUV18",497.73509,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"382","PCBRUV18",497.73509,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"383","PCBRUV20",477.60851,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"384","PCBRUV20",477.60851,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"385","PCBRUV22",443.65829,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"386","PCBRUV22",443.65829,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"387","PCBRUV22",481.75772,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"388","PCBRUV22",481.75772,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"389","PCBRUV26",442.25504,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"390","PCBRUV26",442.25504,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"391","PCBRUV7",517.02182,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"392","PCBRUV7",517.02182,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"393","PCBRUV7",462.45267,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"394","PCBRUV7",462.45267,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"395","PCBRUV7",430.09894,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"396","PCBRUV7",430.09894,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"397","PCBRUV8",484.36714,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"398","PCBRUV8",484.36714,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"399","PCFB15.1",438.94558,"2021-08_PtCloates_BOSS","Lethrinidae Lethrinus nebulosus"
"400","PCFB25",483.06838,"2021-08_PtCloates_BOSS","Lethrinidae Lethrinus nebulosus"
"401","PCPREF4",480.76653,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"402","PCPREF4",480.76653,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"403","PCPREF4",491.54683,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
"404","PCPREF4",491.54683,"2021-08_Pt-Cloates_stereo-BRUVs","Lethrinidae Lethrinus nebulosus"
