"","campaignid","sample","family","genus","species","code","length","precision","rms","range","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment"
"181","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB31","Lethrinidae","Lethrinus","nebulosus","37351008","393.36101","8.93260","1.34405","2243.78365","-22.2359","113.8341","20150819","15:49:00","Osprey.Sanctuary","No-take","OspreySZ.1","6","Julia Haberstroh","Yes","Yes",NA
"182","2015-08_Ningaloo.lagoon.sanctuaries_stereoBRUVs","MNCB64","Lethrinidae","Lethrinus","nebulosus","37351008","595.34866","3.79532","9.55512","2573.65308","-22.7074","113.6552","20150821","09:56:00","Cloates.Sanctuary","No-take","CloatesSZ.2","1.1","Julia Haberstroh","Yes","Yes",NA
"183","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1107","Lethrinidae","Lethrinus","nebulosus","37351008","502.81799","5.63860","0.86682","2739.15161","-23.3121","113.773","20150822","13:35:00","Pelican.Sanctuary","No-take","P8","11.3","Matt Birt","Yes","Yes",NA
"184","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1093","Lethrinidae","Lethrinus","nebulosus","37351008","439.18666","2.30347","1.56036","1308.57021","-23.091","113.7301","20150822","8:23:00","Maud.Sanctuary","No-take","M2","7.8","Brigit Vaughan","Yes","Yes",NA
"185","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1093","Lethrinidae","Lethrinus","nebulosus","37351008","659.29518","68.17146","13.22610","6563.60009","-23.091","113.7301","20150822","8:23:00","Maud.Sanctuary","No-take","M2","7.8","Brigit Vaughan","Yes","Yes",NA
"186","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1093","Lethrinidae","Lethrinus","nebulosus","37351008","702.01261","16.43383","7.90688","3208.50360","-23.091","113.7301","20150822","8:23:00","Maud.Sanctuary","No-take","M2","7.8","Brigit Vaughan","Yes","Yes",NA
"187","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1103","Lethrinidae","Lethrinus","nebulosus","37351008","458.66144","18.69047","3.28567","4508.61151","-23.2115","113.7539","20150822","11:02:00","Between.Maud.and.Pelican","Fished","PN7","9.2","Matt Birt","Yes","Yes",NA
"188","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1103","Lethrinidae","Lethrinus","nebulosus","37351008","434.88069","34.56732","9.06063","5305.84655","-23.2115","113.7539","20150822","11:02:00","Between.Maud.and.Pelican","Fished","PN7","9.2","Matt Birt","Yes","Yes",NA
"189","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1103","Lethrinidae","Lethrinus","nebulosus","37351008","331.69654","12.17444","5.50274","5031.79754","-23.2115","113.7539","20150822","11:02:00","Between.Maud.and.Pelican","Fished","PN7","9.2","Matt Birt","Yes","Yes",NA
"190","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1114","Lethrinidae","Lethrinus","nebulosus","37351008","448.37176","6.61056","4.68211","3165.28652","-23.4082","113.7711","20150822","14:20:00","Pelican.Sanctuary","No-take","P5","11","Brigit Vaughan","Yes","Yes",NA
"191","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1114","Lethrinidae","Lethrinus","nebulosus","37351008","401.95296","3.46475","5.66696","2436.34120","-23.4082","113.7711","20150822","14:20:00","Pelican.Sanctuary","No-take","P5","11","Brigit Vaughan","Yes","Yes",NA
"192","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1095","Lethrinidae","Lethrinus","nebulosus","37351008","402.61174","11.52253","2.23962","3063.32484","-23.1003","113.7328","20150822","8:29:00","Maud.Sanctuary","No-take","M2","10","Izzy Lindgren","Yes","Yes",NA
"193","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1095","Lethrinidae","Lethrinus","nebulosus","37351008","423.38969","10.06846","14.34975","5103.47574","-23.1003","113.7328","20150822","8:29:00","Maud.Sanctuary","No-take","M2","10","Izzy Lindgren","Yes","Yes",NA
"194","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1064","Lethrinidae","Lethrinus","nebulosus","37351008","521.59942","1.08181","3.48054","1681.66667","-22.6773","113.6287","20150821","8:57:00","Cloates.Sanctuary","No-take","C12","10.1","Katrina Bornt","Yes","Yes",NA
"195","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1064","Lethrinidae","Lethrinus","nebulosus","37351008","561.75741","1.95039","2.44169","1711.43159","-22.6773","113.6287","20150821","8:57:00","Cloates.Sanctuary","No-take","C12","10.1","Katrina Bornt","Yes","Yes",NA
"196","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1064","Lethrinidae","Lethrinus","nebulosus","37351008","505.83799","4.90750","0.63150","3236.88730","-22.6773","113.6287","20150821","8:57:00","Cloates.Sanctuary","No-take","C12","10.1","Katrina Bornt","Yes","Yes",NA
"197","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1099","Lethrinidae","Lethrinus","nebulosus","37351008","491.84252","3.95836","5.76826","2011.12757","-23.1452","113.7454","20150822","10:22:00","Maud.Sanctuary","Fished","PN8","8.7","Izzy Lindgren","Yes","Yes",NA
"198","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1099","Lethrinidae","Lethrinus","nebulosus","37351008","317.03876","9.53473","2.17879","3063.51290","-23.1452","113.7454","20150822","10:22:00","Maud.Sanctuary","Fished","PN8","8.7","Izzy Lindgren","Yes","Yes",NA
"199","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1099","Lethrinidae","Lethrinus","nebulosus","37351008","392.46136","16.56758","10.52269","3991.32830","-23.1452","113.7454","20150822","10:22:00","Maud.Sanctuary","Fished","PN8","8.7","Izzy Lindgren","Yes","Yes",NA
"200","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1099","Lethrinidae","Lethrinus","nebulosus","37351008","585.25818","17.88954","11.39100","5807.17587","-23.1452","113.7454","20150822","10:22:00","Maud.Sanctuary","Fished","PN8","8.7","Izzy Lindgren","Yes","Yes",NA
"201","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1099","Lethrinidae","Lethrinus","nebulosus","37351008","347.43243","7.09447","3.30181","2302.11194","-23.1452","113.7454","20150822","10:22:00","Maud.Sanctuary","Fished","PN8","8.7","Izzy Lindgren","Yes","Yes",NA
"202","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1108","Lethrinidae","Lethrinus","nebulosus","37351008","482.94360","11.02215","1.41331","3436.53298","-23.3267","113.7713","20150822","13:41:00","Pelican.Sanctuary","No-take","P8","10.4","Brigit Vaughan","Yes","Yes",NA
"203","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1065","Lethrinidae","Lethrinus","nebulosus","37351008","493.58723","9.81482","2.08872","3641.76806","-22.6943","113.6358","20150821","9:04:00","Cloates.Sanctuary","No-take","C12","10.5","Katrina Bornt","Yes","Yes",NA
"204","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1062","Lethrinidae","Lethrinus","nebulosus","37351008","399.38989","6.83740","5.30986","3592.03839","-22.6408","113.6159","20150821","8:42:00","Cloates.Sanctuary","No-take","C13","9.1","Brigit Vaughan","Yes","Yes",NA
"205","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1062","Lethrinidae","Lethrinus","nebulosus","37351008","427.14558","30.64886","7.45511","5250.92106","-22.6408","113.6159","20150821","8:42:00","Cloates.Sanctuary","No-take","C13","9.1","Brigit Vaughan","Yes","Yes",NA
"206","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1063","Lethrinidae","Lethrinus","nebulosus","37351008","483.65047","1.82598","1.15354","1502.30433","-22.6598","113.6192","20150821","8:49:00","Cloates.Sanctuary","No-take","C12","7.9","Katrina Bornt","Yes","Yes",NA
"207","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1119","Lethrinidae","Lethrinus","nebulosus","37351008","522.58213","8.74086","9.75351","3725.88170","-23.4853","113.7616","20150823","8:59:00","South.Pelican","Fished","PS3","9.3","Izzy Lindgren","Yes","Yes",NA
"208","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1120","Lethrinidae","Lethrinus","nebulosus","37351008","596.38204","25.86481","7.68092","4740.73166","-23.5042","113.7558","20150823","9:06:00","South.Pelican","Fished","PS3","10.5","Izzy Lindgren","Yes","Yes",NA
"209","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1120","Lethrinidae","Lethrinus","nebulosus","37351008","574.52344","13.37981","15.78202","3257.42907","-23.5042","113.7558","20150823","9:06:00","South.Pelican","Fished","PS3","10.5","Izzy Lindgren","Yes","Yes",NA
"210","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1080","Lethrinidae","Lethrinus","nebulosus","37351008","508.11194","22.79083","2.57525","5829.12190","-22.9496","113.7687","20150821","14:22:00","Between.Cloats.and.Maud","Fished","PN13","10.6","Nicole Ryan","Yes","Yes",NA
"211","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1076","Lethrinidae","Lethrinus","nebulosus","37351008","578.59524","1.60908","0.96732","1472.06051","-22.874","113.7488","20150821","12:06:00","Cloates.Sanctuary","No-take","C8","10.4","Todd Bond","Yes","Yes",NA
"212","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1012","Lethrinidae","Lethrinus","nebulosus","37351008","590.70997","4.07730","5.59395","2188.08166","-22.1041","113.8731","20150818","15:50:00","Mandu.Sanctuary","No-take","MA7","9.8","Nicole Ryan","Yes","Yes",NA
"213","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1012","Lethrinidae","Lethrinus","nebulosus","37351008","522.79987","5.37757","5.26917","2628.12709","-22.1041","113.8731","20150818","15:50:00","Mandu.Sanctuary","No-take","MA7","9.8","Nicole Ryan","Yes","Yes",NA
"214","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1104","Lethrinidae","Lethrinus","nebulosus","37351008","404.38917","6.08191","3.25203","3497.77305","-23.2267","113.7573","20150822","11:11:00","Between.Maud.and.Pelican","Fished","PN6","9.7","Matt Birt","Yes","Yes",NA
"215","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1104","Lethrinidae","Lethrinus","nebulosus","37351008","299.61511","1.30057","4.45122","1663.47144","-23.2267","113.7573","20150822","11:11:00","Between.Maud.and.Pelican","Fished","PN6","9.7","Matt Birt","Yes","Yes",NA
"216","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1113","Lethrinidae","Lethrinus","nebulosus","37351008","416.65444","13.09780","3.51828","4120.58524","-23.3965","113.7663","20150822","14:15:00","Pelican.Sanctuary","No-take","P6","8.9","Matt Birt","Yes","Yes",NA
"217","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1113","Lethrinidae","Lethrinus","nebulosus","37351008","387.73749","5.93364","1.71963","2738.39787","-23.3965","113.7663","20150822","14:15:00","Pelican.Sanctuary","No-take","P6","8.9","Matt Birt","Yes","Yes",NA
"218","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1113","Lethrinidae","Lethrinus","nebulosus","37351008","403.18689","1.23413","3.25956","1531.77610","-23.3965","113.7663","20150822","14:15:00","Pelican.Sanctuary","No-take","P6","8.9","Matt Birt","Yes","Yes",NA
"219","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1100","Lethrinidae","Lethrinus","nebulosus","37351008","443.82305","5.21326","15.12077","4431.30544","-23.1645","113.7464","20150822","10:34:00","Maud.Sanctuary","Fished","PN8","11.6","Matt Birt","Yes","Yes",NA
"220","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1100","Lethrinidae","Lethrinus","nebulosus","37351008","343.93514","32.28739","11.41332","6320.58245","-23.1645","113.7464","20150822","10:34:00","Maud.Sanctuary","Fished","PN8","11.6","Matt Birt","Yes","Yes",NA
"221","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1100","Lethrinidae","Lethrinus","nebulosus","37351008","270.52337","15.00214","5.66922","4586.79817","-23.1645","113.7464","20150822","10:34:00","Maud.Sanctuary","Fished","PN8","11.6","Matt Birt","Yes","Yes",NA
"222","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","MNCB153","Lethrinidae","Lethrinus","nebulosus","37351008","594.50879","27.91960","5.05047","5710.41240","-22.2861","113.8029","20150826","8:01:00","Osprey.Sanctuary","No-take","O8","10","Katrina Bornt","Yes","Yes",NA
"223","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1008","Lethrinidae","Lethrinus","nebulosus","37351008","441.95781","1.42350","4.75743","1830.34759","-22.049","113.8899","20150818","13:16:00","North.Mandu","Fished","MAN7","11.3","Katrina Bornt","Yes","Yes",NA
"224","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1008","Lethrinidae","Lethrinus","nebulosus","37351008","349.56806","2.33046","1.85420","1650.60953","-22.049","113.8899","20150818","13:16:00","North.Mandu","Fished","MAN7","11.3","Katrina Bornt","Yes","Yes",NA
"225","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1094","Lethrinidae","Lethrinus","nebulosus","37351008","489.69409","4.90305","14.04702","3890.85232","-23.0956","113.7317","20150822","8:26:00","Maud.Sanctuary","No-take","M2","9.2","Katrina Bornt","Yes","Yes",NA
"226","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1081","Lethrinidae","Lethrinus","nebulosus","37351008","465.65914","1.42134","2.21519","1389.79420","-22.9675","113.7689","20150821","14:29:00","Between.Cloats.and.Maud","Fished","PN12","9","Nicole Ryan","Yes","Yes",NA
"227","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1081","Lethrinidae","Lethrinus","nebulosus","37351008","383.20763","5.55405","4.89849","2019.57119","-22.9675","113.7689","20150821","14:29:00","Between.Cloats.and.Maud","Fished","PN12","9","Nicole Ryan","Yes","Yes",NA
"228","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1081","Lethrinidae","Lethrinus","nebulosus","37351008","327.93373","6.85011","7.23402","2331.22159","-22.9675","113.7689","20150821","14:29:00","Between.Cloats.and.Maud","Fished","PN12","9","Nicole Ryan","Yes","Yes",NA
"229","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1081","Lethrinidae","Lethrinus","nebulosus","37351008","462.16554","1.56084","8.02999","1527.68520","-22.9675","113.7689","20150821","14:29:00","Between.Cloats.and.Maud","Fished","PN12","9","Nicole Ryan","Yes","Yes",NA
"230","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1081","Lethrinidae","Lethrinus","nebulosus","37351008","419.89531","1.16488","4.32171","1432.04689","-22.9675","113.7689","20150821","14:29:00","Between.Cloats.and.Maud","Fished","PN12","9","Nicole Ryan","Yes","Yes",NA
"231","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1067","Lethrinidae","Lethrinus","nebulosus","37351008","476.13629","8.71625","3.97915","3883.80164","-22.7251","113.6588","20150821","9:16:00","Cloates.Sanctuary","No-take","C11","11.3","Todd Bond","Yes","Yes",NA
"232","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1098","Lethrinidae","Lethrinus","nebulosus","37351008","323.19834","7.28942","8.08803","3676.60134","-23.1277","113.7405","20150822","10:12:00","Maud.Sanctuary","Fished","PN8","6.8","Izzy Lindgren","Yes","Yes",NA
"233","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1096","Lethrinidae","Lethrinus","nebulosus","37351008","518.99453","7.91378","4.36139","2998.03898","-23.1053","113.7341","20150822","8:33:00","Maud.Sanctuary","Fished","PN9","9.4","Katrina Bornt","Yes","Yes",NA
"234","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1079","Lethrinidae","Lethrinus","nebulosus","37351008","509.50376","3.41265","5.07614","2584.59772","-22.9314","113.7659","20150821","14:15:00","Between.Cloats.and.Maud","Fished","PN13","9.8","Todd Bond","Yes","Yes",NA
"235","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1110","Lethrinidae","Lethrinus","nebulosus","37351008","338.71594","1.22448","2.83436","1403.25767","-23.3557","113.7716","20150822","13:53:00","Pelican.Sanctuary","No-take","P7","12.5","Katrina Bornt","Yes","Yes",NA
"236","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1110","Lethrinidae","Lethrinus","nebulosus","37351008","292.94100","6.73874","4.32325","3673.24879","-23.3557","113.7716","20150822","13:53:00","Pelican.Sanctuary","No-take","P7","12.5","Katrina Bornt","Yes","Yes",NA
"237","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1097","Lethrinidae","Lethrinus","nebulosus","37351008","573.28999","8.70363","8.50226","4507.64668","-23.1136","113.7372","20150822","10:00:00","Maud.Sanctuary","No-take","M1","8.6","Brigit Vaughan","Yes","Yes",NA
"238","2015-08_Ningaloo.shallow.sanctuaries_stereoBRUVs","NCB1097","Lethrinidae","Lethrinus","nebulosus","37351008","541.82310","12.81014","2.10883","3259.00359","-23.1136","113.7372","20150822","10:00:00","Maud.Sanctuary","No-take","M1","8.6","Brigit Vaughan","Yes","Yes",NA
